folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_TRAIN_PUB,f_TRAMWAY_TROLLEY,f_BUS_COACH_HYDIESEL,f_BUS_COACH_DIESEL,f_BUS_COACH_FC_HYBRIDH2,f_BUS_COACH_CNG_STOICH
47_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3540000000000003,811.676966,17.251556,10.002822,7.185843,0.607075,0.580393,0.591456
48_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3640000000000003,796.073397,17.504916,8.624522,7.037492,1.245107,0.708796,0.823575
49_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3740000000000003,793.719052,18.781378,11.053473,7.457455,1.146843,1.614437,0.952377
50_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3840000000000003,788.193008,18.023151,9.354516,6.899874,0.701827,0.757853,1.031439
51_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3940000000000003,788.225028,16.924875,10.668987,9.044669,1.390744,0.891464,0.904579
52_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4040000000000004,788.197822,22.905666,13.565389,8.464295,1.051101,2.050052,1.032284
53_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4140000000000004,788.192756,19.230453,11.109622,9.018534,1.322751,4.820587,0.925496
54_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4240000000000004,785.596432,17.114859,11.234142,8.469837,2.766848,1.042435,1.023072
55_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4340000000000004,785.599247,19.150142,10.646652,8.303199,1.480645,0.925025,0.844526
56_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4440000000000004,785.600144,18.082896,9.829944,7.485572,1.054679,1.232589,0.930643
57_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4540000000000004,785.596448,17.702225,9.21809,7.210597,0.699502,0.768567,0.893055
58_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4640000000000004,781.808324,18.755934,11.667134,8.506665,1.70286,0.811415,0.88122
59_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4740000000000004,774.462312,17.622204,9.047367,8.74862,2.406998,1.158473,0.678257
60_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4840000000000004,759.569873,17.045818,8.918878,6.709663,2.391607,1.232929,1.021693
61_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4940000000000004,759.547555,19.455897,9.821646,7.959446,9.650501,0.910144,0.699566
62_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5040000000000004,759.548918,26.531986,16.167306,10.312487,1.652813,2.81163,1.230574
63_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5140000000000005,759.548142,20.532491,12.801843,8.166759,1.519497,1.929205,0.750476
64_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5240000000000005,753.583148,17.189701,9.733289,14.843655,1.258668,1.778904,0.94707
65_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5340000000000005,752.771201,17.695693,9.602468,7.416271,1.033699,0.991374,0.837639
66_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5440000000000005,748.452303,17.539314,11.400668,8.362279,1.092097,0.723624,0.944609
67_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5540000000000005,746.923425,18.964957,11.201897,7.960096,1.022942,4.652201,0.857099
68_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5640000000000005,746.893736,16.892382,9.09309,8.09136,0.823734,0.85301,0.958866
69_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5740000000000005,746.09658,24.282256,11.78235,8.354692,1.016061,0.856086,0.866082
70_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5840000000000003,740.962282,17.580997,10.100891,6.162126,0.879032,0.555195,0.96659
71_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5940000000000003,740.960651,16.784,8.41002,7.08059,0.944441,0.572162,0.908331
72_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6040000000000003,740.95247,19.293572,9.182227,7.940461,0.816013,1.270762,0.932199
73_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6140000000000003,740.958263,17.011494,8.668055,7.986777,2.46303,1.034427,0.992919
74_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6240000000000006,738.764387,17.756566,9.324753,7.45949,1.798931,1.130972,0.943022
75_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6340000000000006,738.764681,17.188144,8.700545,7.108066,1.293684,0.887278,0.917635
76_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6440000000000006,738.75821,17.836446,8.242676,7.06566,1.165901,0.968142,0.956604
77_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6540000000000006,727.440391,17.522565,11.440892,8.210895,0.963053,0.595103,0.829592
78_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6640000000000006,723.414418,19.344086,9.15389,6.447083,0.761238,1.025595,0.907606
79_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6740000000000006,721.362084,19.590524,11.254989,8.286711,1.724235,0.945668,0.846659
80_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6840000000000006,721.362125,20.126414,10.378758,8.164944,1.73842,1.16664,0.905218
81_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6940000000000006,721.35128,17.646794,9.478315,6.713168,1.070509,0.81943,1.002065
82_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7040000000000006,720.15371,20.412382,9.471478,7.74065,0.759825,0.719354,0.972287
83_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7140000000000006,720.1505,18.572711,10.659805,8.276888,1.652093,3.020457,0.821213
84_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7240000000000006,718.197781,18.38362,9.930779,9.640183,1.303454,0.650918,1.189193
85_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7340000000000009,715.727004,17.812194,10.315699,8.98255,1.814946,0.731869,0.854832
86_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7440000000000009,715.68675,17.564098,10.827143,7.724351,1.11788,0.696915,0.90047
87_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.754000000000001,714.386765,20.502215,9.591644,7.950495,0.971501,1.702518,0.719732
88_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.764000000000001,709.640499,17.172806,8.534986,7.17293,1.01648,0.737891,0.908757
89_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.774000000000001,709.631167,17.708214,10.277797,8.255318,1.428107,1.160409,0.919086
90_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7840000000000007,709.624324,19.251557,9.481804,7.419412,0.814755,1.182335,0.977423
91_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7940000000000007,709.622999,17.346906,11.021056,7.95007,0.98743,0.609482,0.942084
92_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8040000000000007,685.623349,18.694888,10.378167,7.243314,0.659148,2.226965,0.822017
93_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8140000000000007,681.888508,17.428661,15.573331,10.751219,1.404732,0.854471,1.025716
94_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8240000000000007,678.362715,19.763811,10.446724,8.724363,1.171363,2.306666,0.813584
95_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8340000000000007,678.370389,17.92721,10.368849,7.884098,1.824027,1.328622,1.00447
96_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8440000000000007,675.847305,17.81976,13.990951,9.529355,1.088942,0.742277,1.0072
97_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8540000000000008,675.830642,17.37583,9.832335,7.349928,1.292635,0.605243,1.088295
98_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8640000000000008,664.001029,16.859184,12.129866,7.324834,4.307013,0.778209,0.921356
99_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8740000000000008,663.796408,17.16381,8.778,7.516198,1.069334,0.561469,0.97263
100_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8840000000000008,663.791619,18.356117,12.476986,9.929688,2.212213,1.164361,0.816052
101_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8940000000000008,662.125486,17.384859,10.325892,7.981761,1.136959,0.760015,0.895942
102_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9040000000000008,657.09121,18.835606,10.99569,7.973837,0.790573,1.676404,0.582217
103_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9140000000000008,656.892902,19.793277,12.041032,7.657071,2.52771,0.867365,0.831828
104_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9240000000000008,652.814429,18.259341,9.584239,7.294943,0.711482,0.817167,0.855809
105_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9340000000000008,645.339923,19.055648,10.269062,8.235903,1.736962,0.735654,0.982956
106_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9440000000000008,645.452193,17.135933,12.533567,9.559633,1.020146,0.895843,0.857569
107_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9540000000000008,643.768936,18.46644,12.060599,7.293059,1.299373,0.949915,0.907604
108_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9640000000000009,643.647701,17.702689,10.353668,7.683678,1.705914,0.476086,0.942184
109_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9740000000000009,641.598949,18.190552,10.810704,6.821258,0.935324,0.966734,1.003198
