folder;techno_modifiee;gwp_constr;f_H2_STORAGE;f_METHANOL_STORAGE;f_TRUCK_ELEC;f_BOAT_FREIGHT_DIESEL;f_TRUCK_FUEL_CELL;f_TRUCK_DIESEL;f_TRAIN_FREIGHT;f_BOAT_FREIGHT_METHANOL;f_TRUCK_METHANOL;f_TRUCK_NG;f_BOAT_FREIGHT_NG
384_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2360999999999985;;627.856036;52.41842;31.204705;7.850196;19.198518;7.73042;2.093182;0.239637;0.201795;1.992591
385_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2366999999999985;;627.636951;51.475495;28.395114;43.3629;9.796122;7.730421;10.824652;8.549051;2.406093;2.197014
386_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2372999999999985;;627.567121;51.905136;28.445195;38.914851;23.391468;7.73042;24.172171;4.078359;0.183274;1.434544
387_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2378999999999985;;627.720587;51.493669;39.134107;43.444296;7.170478;7.730421;6.145131;0.309819;1.030449;1.456043
388_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2384999999999985;;628.077498;51.948188;33.821376;1.096576;10.377762;7.730421;1.991531;7.376779;0.743187;1.188521
389_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2390999999999984;;627.522544;57.457792;28.9933;31.664662;0.162269;7.73042;6.333095;0.198949;0.184826;1.415359
390_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2396999999999984;;627.551655;51.48602;28.595192;10.282281;6.887705;7.730421;1.451586;7.596704;2.703401;1.837104
391_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2402999999999984;;628.248952;63.749758;38.64995;0.926442;17.059078;7.730421;9.484229;0.203994;3.688275;1.600493
392_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2408999999999984;;627.714187;51.480767;30.174886;7.685879;18.599191;7.73042;11.375788;0.284821;0.155579;0.800584
393_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2414999999999984;;627.742661;51.48464;28.389169;6.056933;8.580455;7.73042;4.238497;0.464553;0.194731;1.575588
394_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2420999999999984;;628.211041;51.480029;39.107672;8.116172;1.521801;7.730421;1.786296;4.288676;3.96586;1.197123
395_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2426999999999984;;627.63614;51.762057;28.561965;1.126741;8.157822;7.730421;18.348523;0.1823;2.941397;1.545246
396_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2432999999999984;;627.505292;51.800065;28.560119;7.263804;4.000444;7.730421;4.19252;1.640019;4.334864;1.828007
397_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2438999999999984;;627.535002;51.481745;30.504427;15.106957;0.407769;7.73042;11.41295;3.066985;0.151198;1.293978
398_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2444999999999983;;627.616655;54.361646;28.586941;41.112495;3.313342;7.730421;23.827969;2.351829;0.174836;1.4379
399_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2450999999999983;;627.611468;52.494899;39.85348;26.440898;4.717259;7.73042;6.099205;6.248063;2.618009;1.446334
400_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2456999999999983;;627.507713;52.048819;28.630072;9.747382;21.913562;7.730421;15.049753;2.041879;3.054862;1.445639
401_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2462999999999983;;627.6652;55.148179;32.489535;29.663632;10.504514;7.73042;14.421377;11.315542;0.161579;0.806689
402_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2468999999999983;;627.777203;61.05132;32.777704;27.117193;0.109023;7.73042;11.77055;0.952738;0.204964;1.419101
403_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2474999999999983;;627.554556;59.74789;28.376968;35.147998;0.450204;7.730421;1.661257;4.898879;0.251896;1.534425
404_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2480999999999983;;627.499406;51.476822;34.630744;53.383354;2.366536;7.730421;1.109231;13.741195;2.168935;1.109426
405_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2486999999999983;;627.559977;51.517403;34.322132;14.055793;4.382762;7.730421;4.008664;0.210798;0.191024;1.806342
406_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2492999999999983;;627.490879;59.54568;28.532639;4.519208;4.646675;7.730421;5.705044;3.087928;1.101079;1.466925
407_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2498999999999983;;627.726805;51.482519;28.598618;60.286043;1.875906;7.73042;7.470694;1.993451;0.257912;1.410376
408_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2504999999999983;;627.65076;51.487144;28.816299;40.73556;2.818869;7.730422;8.903785;0.761552;0.404906;1.91379
409_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2510999999999982;;627.595651;51.477862;28.610036;3.764065;1.346186;7.730421;3.607698;0.153719;0.611335;2.029716
410_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2516999999999982;;627.607174;51.477579;28.677715;13.236015;8.645964;7.730421;35.002894;12.741158;1.290582;1.240168
411_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2522999999999982;;628.000453;51.511934;28.70337;83.835175;2.849877;7.730421;1.368643;0.193294;1.227858;1.247115
412_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2528999999999982;;627.576721;51.48268;30.816818;4.530411;0.288414;7.73042;2.141043;1.403474;0.355514;1.852842
413_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2534999999999982;;627.483302;61.796682;37.402117;3.8981;12.362934;7.730421;7.117406;4.30348;2.919981;1.556155
414_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2540999999999982;;627.482212;58.936774;38.327964;13.969328;42.210408;7.73042;15.497563;4.397258;11.397737;1.173187
415_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2546999999999982;;627.475773;51.478012;35.118952;25.323711;2.629433;7.730421;2.446341;1.461176;8.866938;6.316593
416_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2552999999999982;;627.564657;51.502507;33.10171;13.594837;14.263238;7.730421;1.608878;0.26581;14.910093;1.775537
417_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2558999999999982;;627.576347;61.152854;28.455019;5.95462;17.301983;7.730421;2.212746;11.67017;12.478323;1.07366
418_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2564999999999982;;627.476775;51.527517;28.905204;11.886241;5.125461;7.730421;23.078054;4.94489;5.335711;1.286001
419_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2570999999999981;;627.478992;51.50877;33.804258;18.502694;3.182087;7.730421;6.368469;2.726916;0.194593;1.568465
420_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2576999999999981;;627.660999;51.482356;28.3687;50.946442;10.536113;7.730421;23.369334;1.321854;27.424984;1.295791
421_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2582999999999981;;627.497642;51.475246;28.614426;24.598588;6.496932;7.730421;1.777381;2.918183;1.461569;1.879952
422_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2588999999999981;;627.563735;52.12149;28.992795;21.101298;9.406969;7.730421;10.193965;3.510596;8.659401;1.101272
423_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2594999999999981;;627.482085;51.528628;31.205399;9.052046;0.805835;7.73042;5.176057;1.497303;0.988717;0.992739
424_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2600999999999981;;627.55102;51.755551;34.30385;3.151801;2.845877;7.73042;1.91247;3.237769;1.340923;1.640897
425_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2606999999999981;;627.511295;51.475694;39.368703;37.554808;11.212032;7.730421;4.809807;1.988503;1.771438;1.457133
426_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2612999999999981;;627.486406;56.439206;28.913399;23.367851;0.36963;7.73042;7.932504;0.6643;0.170327;1.552381
427_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2618999999999981;;627.467266;51.808158;30.903151;15.40848;22.252382;7.73042;1.604788;5.306117;1.58267;1.403935
428_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.262499999999998;;627.527466;52.745533;36.374536;17.058752;38.784114;7.73042;3.744926;12.778303;10.233302;1.323273
429_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.263099999999998;;627.479513;51.480436;28.759771;43.890363;0.050367;7.73042;1.644015;0.247551;2.569661;2.596988
430_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.263699999999998;;627.482741;51.481017;37.011931;6.682333;2.264642;7.730421;6.804955;2.07167;3.21744;1.422515
431_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.264299999999998;;627.58737;51.493192;35.464117;24.185376;35.334775;7.73042;1.140029;23.269545;3.355475;0.835464
432_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.264899999999998;;627.467725;54.2866;28.438105;37.204626;8.815545;7.730421;18.881569;1.286498;11.768628;1.34318
433_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.265499999999998;;627.505751;51.68928;31.038665;1.071165;45.178201;7.73042;1.484183;0.203572;0.298375;1.64185
434_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.266099999999998;;627.485915;51.522087;34.402996;0.177252;0.208437;7.73042;1.80784;0.186443;0.189093;1.694303
435_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.266699999999998;;627.459483;51.595216;29.432127;0.128278;5.617129;7.730421;16.008862;0.497383;2.182079;2.096856
436_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.267299999999998;;627.464042;51.577321;40.245697;26.636633;3.698229;7.730421;5.625926;0.268578;1.136588;1.474043
437_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.267899999999998;;627.546953;51.488969;30.579926;0.869083;84.227041;7.73042;10.312013;2.510782;2.215065;1.224905
438_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2684999999999979;;627.476458;51.481326;31.534171;26.517095;28.361919;7.730421;1.594351;6.292741;4.810829;1.082318
439_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2690999999999979;;627.488652;51.491341;31.197138;15.954183;14.171379;7.73042;19.045123;0.389087;0.039683;1.230987
440_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2696999999999979;;627.430301;51.47779;34.233479;33.178594;11.460087;7.730421;3.606606;2.535383;3.031541;1.651479
441_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2702999999999979;;627.468845;51.511368;38.159592;7.58322;3.194201;7.73042;1.429132;0.193955;0.509018;1.400826
442_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2708999999999979;;627.413253;51.541601;28.39611;11.263202;20.561948;7.730421;19.890911;0.234475;3.2867;1.449001
443_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2714999999999979;;627.484673;51.476162;39.97947;0.172577;1.789792;7.730421;11.007057;0.570703;4.839651;2.411952
444_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2720999999999979;;627.364022;54.544285;28.449168;40.347976;1.445494;7.730421;19.164413;2.120556;0.709538;1.105984
445_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2726999999999979;;627.499812;53.191504;32.84439;5.297059;3.276247;7.730419;1.648677;23.33383;3.034403;1.299831
446_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2732999999999979;;627.464583;61.633589;30.305484;40.692517;0.326635;7.73042;10.571833;0.346731;0.126111;1.189306
447_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2738999999999978;;627.38707;58.849184;28.887341;60.324544;0.935345;7.730421;1.591742;0.326979;0.172708;2.35675
448_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2744999999999978;;627.440907;51.476675;36.237434;0.315036;0.627247;7.730421;2.238623;2.038133;11.842495;1.270579
449_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2750999999999978;;627.236188;51.475237;28.948366;16.336469;1.077189;7.730421;17.215777;2.378172;4.898344;2.200808
450_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2756999999999978;;627.196363;51.590061;35.356424;1.380662;11.535243;7.730421;4.034258;0.115661;0.151072;1.510631
451_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2762999999999978;;627.446446;51.485261;31.104709;7.694823;66.681112;7.73042;5.930498;17.355934;2.607907;1.449465
452_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2768999999999978;;627.193441;51.518602;33.263602;4.96098;1.459116;7.73042;1.701079;0.194801;0.281581;1.50913
453_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2774999999999978;;627.226303;51.504917;29.916022;40.577964;0.982417;7.730421;7.548346;2.793499;0.300458;1.540397
454_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2780999999999978;;627.195407;52.226589;32.477281;32.464676;0.111346;7.730421;11.405969;4.975897;0.140235;0.872532
455_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2786999999999978;;627.329941;51.716691;34.234707;44.248886;13.768415;7.730421;9.551484;6.750299;1.421082;1.423477
456_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2792999999999978;;627.210927;51.618367;28.997212;3.542134;10.725662;7.730421;1.188617;0.683848;2.216856;2.20365
457_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2798999999999977;;627.250404;53.273577;36.948841;1.416567;9.080182;7.73042;1.451073;2.218243;4.285615;1.559044
458_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2804999999999977;;627.142885;53.735277;30.227824;41.524279;14.518345;7.730421;11.468846;18.299549;0.164892;1.003228
459_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2810999999999977;;626.995933;51.616526;35.827711;0.394593;4.658541;7.73042;4.836289;0.144009;0.190728;1.741822
460_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2816999999999977;;627.015584;51.47833;40.911652;12.106479;15.364943;7.73042;1.366446;0.287351;0.205096;1.384705
461_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2822999999999977;;627.050866;51.490984;29.824425;4.389055;24.369722;7.730421;2.215731;0.288198;0.346005;1.778349
462_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2828999999999977;;626.998332;54.581492;36.525291;35.418331;17.647364;7.730421;1.469973;3.686306;0.292842;1.4296
463_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2834999999999977;;626.942514;51.475802;28.388717;71.472612;3.791221;7.730421;2.330037;1.149542;8.987519;1.594152
464_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2840999999999977;;626.899992;56.051046;28.353256;20.724417;10.832412;7.730421;1.229037;10.84133;3.626324;1.48949
465_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2846999999999977;;627.001388;54.766816;28.459742;41.690616;4.802279;7.730421;1.529202;6.346528;0.797592;1.382845
466_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2852999999999976;;627.008443;55.798729;52.952846;31.81927;10.616555;7.730421;19.316781;9.87441;1.861587;0.7577
467_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2858999999999976;;626.894744;51.492329;28.505649;95.391591;1.991652;7.730421;19.643736;0.90799;7.852265;1.307258
468_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2864999999999976;;626.885181;54.984144;29.511294;0.392686;7.544161;7.73042;3.652532;6.545054;0.46063;1.965718
469_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2870999999999976;;626.893015;51.482113;35.40004;56.17671;18.71441;7.730421;1.594343;2.927187;9.306436;0.978519
470_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2876999999999976;;626.926197;51.985039;39.04475;57.363942;1.012737;7.730421;10.578272;0.968748;1.323737;1.271875
471_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2882999999999976;;626.892361;58.656359;34.757535;7.768141;21.820356;7.730421;3.932707;2.421654;0.306724;1.505393
472_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2888999999999976;;626.974356;57.366467;28.995795;21.256497;0.305709;7.73042;8.144441;0.271285;0.188338;1.715067
473_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2894999999999976;;626.91151;53.763327;31.431678;109.697245;23.192014;7.730421;1.193209;0.171212;6.972062;0.989574
474_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2900999999999976;;626.901863;52.011678;30.979245;84.471629;19.243701;7.73042;2.374435;1.647234;1.884296;1.819152
475_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2906999999999975;;626.905829;51.857675;28.647128;10.628104;14.740566;7.730421;6.765976;0.268255;0.162035;0.873931
476_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2912999999999975;;627.095295;51.474467;40.028885;8.801046;3.581505;7.730422;2.565297;0.861081;38.914679;1.275529
477_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2918999999999975;;626.899123;52.029015;28.430985;43.544454;16.539092;7.73042;1.599521;2.87228;0.795981;0.956496
478_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2924999999999975;;626.572524;51.479862;32.468505;21.007422;6.357072;7.730421;4.451106;6.440596;0.170438;1.521394
479_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2930999999999975;;626.890211;63.527133;31.104869;49.359883;0.632818;7.73042;10.476477;1.266831;0.218998;1.227711
480_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2936999999999975;;626.728159;51.476111;40.994473;25.530628;0.189635;7.730421;2.6748;1.110505;34.074584;0.961157
481_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2942999999999975;;626.713529;54.230989;28.380338;2.178353;5.424298;7.730421;1.385473;2.448156;13.16075;2.878964
482_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2948999999999975;;626.889701;51.57197;31.138841;38.6657;23.158506;7.730421;0.919838;53.144829;9.820153;0.939328
483_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2954999999999975;;626.798493;63.085636;32.609318;45.378656;0.122803;7.73042;15.652123;1.394938;0.205178;1.125315
484_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2960999999999975;;626.685836;51.477214;28.63817;18.923586;0.149381;7.730421;37.020389;0.25726;0.201932;1.575139
485_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2966999999999974;;626.644227;51.536877;30.405049;3.737755;38.914471;7.730421;1.687364;0.346894;0.289309;2.026028
486_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2972999999999974;;626.874692;52.442936;34.748858;3.064724;18.534808;7.73042;1.815984;2.795788;0.302123;1.199526
487_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2978999999999974;;626.152158;58.408297;29.200284;29.253585;0.213816;7.73042;7.228144;0.926714;0.184338;1.512527
488_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2984999999999974;;626.099128;51.500143;29.486808;36.491526;13.979804;7.730421;44.396666;1.621488;9.463312;1.084589
489_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2990999999999974;;626.78335;54.657833;28.714493;13.687675;8.716252;7.730421;2.066404;0.326365;0.296707;1.926568
490_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.2996999999999974;;626.559388;51.483747;28.896327;0.275363;0.373131;7.730421;1.87441;2.09102;0.315237;2.616124
491_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3002999999999974;;625.813568;52.131394;28.366492;36.442233;0.653817;7.73042;8.188354;0.442073;1.963816;1.532597
492_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3008999999999974;;626.048492;58.937957;28.335486;4.514777;6.833634;7.730421;17.541928;7.413496;2.893318;7.200478
493_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3014999999999974;;625.825739;51.58225;28.65441;0.93833;1.516365;7.730421;15.356503;0.217081;3.161481;1.63515
494_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3020999999999973;;625.320634;51.516326;34.984422;20.458491;22.350097;7.73042;1.417736;3.410786;1.874571;1.318358
495_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3026999999999973;;624.403837;64.844259;28.430736;10.538518;20.774462;7.73042;0.992787;4.308153;1.221507;1.360692
496_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3032999999999973;;623.714974;57.005385;38.50887;45.490977;9.479448;7.730421;3.763619;5.291433;1.41748;1.290573
497_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3038999999999973;;624.797047;51.476612;29.96528;18.906962;13.551327;7.730421;40.507955;1.709955;7.419257;1.619749
498_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3044999999999973;;623.930306;51.515409;34.823437;30.149714;7.166116;7.730421;4.866287;0.129711;0.144337;1.741755
499_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3050999999999973;;623.046664;53.338455;29.954372;22.480735;19.848001;7.730421;4.986574;3.044713;9.826869;1.367055
500_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3056999999999973;;623.034245;58.323497;42.247178;23.674395;19.784975;7.73042;1.109321;1.766707;1.032071;1.160099
501_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3062999999999973;;622.979781;51.496137;30.481807;17.730415;3.937588;7.73042;2.345001;0.345895;1.373786;1.973503
502_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3068999999999973;;623.020648;57.733844;36.370264;6.99279;4.197008;7.730421;6.607393;0.475223;4.507384;1.342459
503_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3074999999999973;;623.986635;51.53752;28.723626;54.183791;2.041741;7.730421;16.741869;0.514188;1.99309;1.687673
504_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3080999999999972;;623.812585;51.526412;32.968782;11.299874;44.660757;7.73042;1.424447;0.252339;0.365623;1.40064
505_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3086999999999972;;623.045084;51.985023;29.5832;0.058431;31.089039;7.730421;36.195557;3.933939;27.287174;1.254663
506_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3092999999999972;;623.063996;68.212116;31.999779;45.822702;0.992201;7.73042;7.829956;2.691091;1.074415;1.733814
507_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3098999999999972;;622.973222;51.617664;28.849708;7.060886;0.830773;7.73042;24.707701;0.552232;6.036906;1.164285
508_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3104999999999972;;623.846154;57.552326;40.543881;72.77255;57.902164;7.730421;8.623111;0.437041;2.569041;1.764809
509_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3110999999999972;;622.897467;51.504183;33.285209;46.725529;0.037386;7.730421;1.361011;1.809896;1.570017;1.352995
510_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3116999999999972;;623.05513;51.540814;35.170228;8.232005;23.660937;7.73042;1.449377;3.563498;1.929893;1.351689
511_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3122999999999972;;623.445318;51.507777;28.611666;12.281237;11.8332;7.730421;22.459282;0.242452;0.300984;1.802101
512_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3128999999999972;;623.053822;51.972699;28.605823;2.55674;2.362991;7.730421;2.504356;4.021883;0.151573;1.306404
513_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3134999999999971;;622.775176;51.505992;35.033185;3.433587;11.928038;7.730421;7.451079;8.3439;0.101599;1.118833
514_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3140999999999971;;622.879234;57.45634;28.518693;4.323456;11.497863;7.73042;1.421464;6.304911;7.147235;1.317187
515_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3146999999999971;;622.678875;51.513101;33.489271;1.426025;0.293841;7.73042;1.62415;0.084037;0.2197;1.311929
516_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3152999999999971;;622.878765;51.528252;40.020984;4.131917;35.226035;7.73042;1.275596;6.132205;3.145876;6.387184
517_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3158999999999971;;623.109738;53.137634;29.888706;21.273923;21.227408;7.730421;9.012851;0.538618;0.154533;1.388897
518_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3164999999999971;;622.589491;57.121269;31.719306;20.729546;15.809972;7.730421;4.243775;0.561971;1.848545;1.561314
519_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3170999999999971;;622.658962;51.503395;28.543241;6.1592;1.977197;7.73042;25.878765;5.464705;1.543351;1.585166
520_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3176999999999971;;622.910565;60.725934;37.813645;8.784949;15.369713;7.730421;7.365187;4.048595;3.238049;1.626778
521_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3182999999999971;;622.850974;51.479036;30.202598;20.158265;1.842776;7.730421;1.735705;6.319831;0.398859;0.890828
522_CAS_Techno_METHANOL_STORAGE_gwp0;METHANOL_STORAGE;0.3188999999999971;;622.463074;51.475687;28.851917;0.130408;1.59072;7.730421;1.925892;1.550636;8.165128;2.524458
