folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_OIL_TO_HVC,f_METHANE_TO_METHANOL,f_METHANOL_TO_HVC,f_GAS_TO_HVC,f_HABER_BOSCH,f_PYROLYSIS_TO_FUELS,f_SYN_METHANOLATION,f_PYROLYSIS_TO_LFO,f_AMMONIA_TO_H2,f_BIOMASS_TO_HVC,f_BIOMASS_TO_METHANOL
232_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2039999999999758,218.870836,27.853043,16.29919,13.486651,14.190226,13.445725,11.249227,10.489149,9.93366,9.329412,7.877204,6.369467
233_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.213999999999975,218.973433,26.177921,16.767494,13.780736,13.345157,13.363104,11.193122,10.728323,10.067116,9.549899,8.095628,6.513289
234_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.223999999999975,219.020995,16.479634,10.264601,9.956602,8.675662,8.503528,6.675278,6.626482,6.108108,5.628442,4.63272,3.852539
235_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2339999999999747,219.036747,24.9001,14.791038,12.604736,12.70651,12.258458,10.206131,9.659497,9.195266,8.464944,7.294827,5.951237
236_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2439999999999745,218.975208,24.478316,14.643291,12.636273,12.366661,12.127182,10.231128,9.876758,9.625229,8.508478,7.714658,6.874678
237_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2539999999999742,218.838076,30.400615,18.826524,14.655339,16.066685,14.825232,12.573822,11.675588,10.83962,10.439583,8.825948,7.019408
238_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.263999999999974,216.566096,23.588635,14.336659,12.168034,12.390058,11.83504,9.615751,9.181289,8.651912,8.035181,6.714193,5.516656
239_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.273999999999974,215.892244,30.815577,18.112035,14.458163,15.59442,14.491193,12.509934,11.52775,10.793117,10.260711,8.757753,7.015765
240_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2839999999999736,212.940927,22.717171,13.81141,11.922281,11.842854,11.514938,9.304449,8.961737,8.664423,8.088297,6.659507,5.667079
241_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2939999999999734,212.307457,24.077535,14.790963,12.382721,12.542969,12.566071,9.917775,9.844964,9.903435,8.807091,7.735826,7.126634
242_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.303999999999973,205.714908,27.431846,16.005099,13.332087,13.746654,13.407572,11.086276,10.525951,10.078181,9.325027,7.831991,6.50164
243_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.313999999999973,202.32492,28.799369,17.178214,13.773716,14.922735,13.778934,11.599321,10.843241,10.186305,9.714315,8.157109,6.698033
244_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3239999999999728,195.811168,18.087293,10.96576,10.471366,9.460682,8.992597,7.35678,7.148223,6.6368,6.211614,5.142402,4.344981
245_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3339999999999725,191.971648,16.208992,10.285263,9.882933,8.634671,8.878189,6.609442,6.777062,6.543374,5.876987,4.822716,4.395133
246_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3439999999999723,191.745043,26.465338,15.098771,13.095709,12.505473,12.591484,10.884478,10.394911,10.002123,9.158811,7.940061,6.708253
247_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.353999999999972,191.713559,31.166215,19.201937,15.004705,15.742251,15.090195,13.084331,12.046926,11.177381,10.721883,9.165255,7.254463
248_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.363999999999972,186.504536,24.115486,14.217542,12.407951,12.108106,11.782989,9.928,9.447586,8.998163,8.3646,7.09967,6.054338
249_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.373999999999972,186.419736,15.060838,9.57394,9.532292,8.045861,7.943624,6.144552,6.175589,5.66706,5.224095,4.276836,3.614534
250_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3839999999999715,176.021859,27.104688,16.422571,13.246253,14.068674,14.005984,11.07162,10.58538,10.316282,9.43568,7.908188,6.77129
251_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3939999999999717,170.938948,16.630191,10.333802,10.029054,8.787887,8.549564,6.797884,6.770329,6.467763,6.08901,4.923897,4.583508
252_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.403999999999971,170.547214,25.078901,14.972656,12.659235,12.982249,12.503171,10.395566,9.799839,9.396187,8.562015,7.506944,6.339323
253_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.413999999999971,170.486794,26.853394,16.498554,13.208073,14.095877,14.214678,10.974509,10.665031,10.523065,9.600082,7.902057,6.980767
254_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.42399999999997,158.219207,26.876242,15.193145,13.220055,12.374834,12.64283,10.982764,10.487056,10.00503,9.198633,8.05897,6.740293
255_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4339999999999704,157.22067,24.654792,14.892638,12.620683,12.602307,12.607985,10.319083,10.020329,9.885971,8.983721,7.749233,6.975395
256_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.44399999999997,156.289157,25.028871,14.860198,12.613895,12.642928,12.396379,10.209577,9.714726,9.238467,8.543608,7.223028,6.164522
257_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.45399999999997,156.280838,26.606578,16.259616,13.148927,13.832621,13.775023,11.173036,10.705376,10.562145,9.526405,8.335221,7.46487
258_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4639999999999698,154.898356,25.49785,14.508454,12.826338,12.011236,12.020068,10.45898,9.886524,9.343789,8.662301,7.563203,6.689959
259_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4739999999999696,154.410811,25.417794,14.893085,12.716451,12.392022,12.136318,10.256091,9.74121,9.265863,8.689927,7.305529,6.292381
260_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4839999999999693,152.751945,24.227964,14.115155,12.377274,11.861907,11.715352,9.859621,9.410019,8.951962,8.23851,7.065256,6.387811
261_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.493999999999969,152.748473,30.725837,18.114976,14.458999,15.596689,14.723285,12.646805,11.770329,11.204808,10.510809,9.069324,7.638265
262_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.503999999999969,152.711514,25.547206,15.035503,12.763027,12.976098,12.535317,10.369922,9.835104,9.375826,8.648109,7.329567,6.420625
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,27.429763,15.93208,13.785424,13.224141,13.016833,11.896129,11.371624,10.99174,9.753245,9.292521,7.833109
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,27.140209,16.186493,13.263294,13.949867,13.393956,11.073823,10.473755,10.09791,9.337278,7.916373,6.864592
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,29.97313,17.633049,14.119695,15.335356,14.391922,12.306885,11.466862,10.956795,10.287382,8.800068,7.382743
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,25.311202,14.377733,12.954859,11.619772,11.98953,10.75841,10.37243,10.061155,8.89762,8.18797,6.939239
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,23.180586,13.818881,12.043083,11.791951,11.566072,9.462838,9.087138,8.700277,8.063218,6.751709,5.747036
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,23.851362,14.352981,12.261483,12.265568,11.930034,9.724641,9.34692,9.011351,8.412544,6.968648,6.090712
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,24.406824,14.523769,12.407217,12.504315,11.900417,9.914736,9.38743,8.839375,8.196097,6.949726,5.866921
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,19.248855,11.902862,10.828363,10.134137,9.991202,7.825753,7.754043,7.39231,6.672697,5.551427,5.085098
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,24.457866,14.321963,12.408732,12.320332,11.978176,9.873973,9.442881,8.993057,8.478179,7.034137,6.112863
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,27.005246,15.804726,13.237124,13.592588,13.066254,11.021633,10.404978,9.887363,9.185222,7.870551,6.629049
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,27.120167,15.907863,13.344155,13.624435,12.729441,11.120736,10.380966,9.725804,9.111795,7.940445,6.56611
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,27.821661,15.623859,13.698275,13.012735,13.011089,11.396411,10.845233,10.352108,9.358967,8.427208,6.957346
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,29.498539,17.413471,14.00822,15.09942,13.865553,11.88002,10.992788,10.277117,9.844859,8.284969,6.786996
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,27.576761,16.398225,13.406833,14.336255,13.09485,11.141138,10.343044,9.660931,9.22384,7.761422,6.393763
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,26.230157,14.955943,13.180254,12.107037,12.407078,11.069991,10.620341,10.262663,9.149978,8.507904,7.142795
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,27.411499,16.029894,13.380444,13.849314,13.274261,11.192346,10.465141,9.955711,9.283903,7.978794,6.620295
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,25.823511,15.138664,12.964705,12.901423,12.59235,10.762913,10.243019,9.923408,9.027794,7.976449,6.884792
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,24.173576,13.754013,12.44828,11.208357,11.294823,9.998188,9.610709,9.192676,8.320852,7.379432,6.082419
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,24.820147,14.547046,12.554127,12.345508,12.00897,10.11083,9.570699,9.083068,8.434725,7.219163,6.294886
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,20.926898,12.518907,11.369934,10.859816,10.166223,8.543108,8.122432,7.57293,7.116128,6.063244,5.978601
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,24.915137,15.16593,12.570575,13.206827,12.734048,10.088105,9.579851,9.204013,8.689813,7.015493,6.30403
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,28.900438,16.547916,13.767836,13.669583,13.78958,11.62519,10.93,10.472654,9.813903,8.247643,6.97707
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,26.988968,15.05141,13.493591,12.32697,12.537309,11.353772,10.793083,10.441373,9.368626,8.677034,7.257131
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,28.99377,17.124741,13.821818,14.889853,14.20366,11.769027,10.948621,10.48422,9.796787,8.278939,7.069936
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,21.372667,13.490764,11.51359,11.443802,11.861922,8.685153,8.707361,8.638126,7.789928,6.232722,6.254395
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,20.437535,12.439343,11.186674,10.726649,10.454713,8.301652,8.130338,7.695691,7.118953,5.874213,6.172613
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,27.926684,16.403386,13.618912,14.118603,13.658453,11.66544,11.010484,10.724509,9.700769,8.638114,7.532834
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,26.755361,15.540245,13.164996,12.928305,12.840163,10.929005,10.264835,9.790821,9.150526,7.792352,6.87505
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,29.10596,16.272771,14.230373,13.20885,13.689175,12.434029,11.881121,11.687748,10.007543,9.691507,8.085106
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,25.468028,14.847823,12.790339,12.639266,12.272028,10.359665,9.826115,9.280337,8.648058,7.384421,6.580885
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,28.028938,15.717141,13.488994,13.011802,13.047288,11.192114,10.650614,10.250378,9.667555,8.194457,7.02493
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,29.174211,16.872844,14.190484,13.897954,13.830757,12.146802,11.427327,10.81061,10.03108,8.772349,7.324782
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,24.449034,14.222308,12.577967,11.498315,11.721854,10.317975,9.927758,9.547541,8.55545,7.801373,6.909361
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,27.621576,16.157249,13.611269,13.39289,13.209673,11.552016,10.935984,10.425507,9.651269,8.504756,7.197707
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,29.923712,17.953838,14.307194,15.260271,14.540995,12.339971,11.497283,10.870455,10.183592,8.748786,7.424424
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,25.615758,15.005454,12.881883,12.752948,12.367602,10.518385,10.01147,9.558449,8.835803,7.662853,6.896876
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,25.827254,14.258341,12.934834,11.703132,12.027435,10.563748,10.035696,9.57867,8.742409,7.721926,6.741899
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,24.033305,13.761476,12.69366,10.806953,11.594637,10.872278,10.735834,10.6994,8.93297,9.050429,7.749671
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,29.264716,17.782561,14.235262,14.861805,14.170504,11.932684,11.230774,10.500865,10.051888,8.477312,7.418683
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,28.79896,16.571209,13.831047,13.844518,13.613523,11.979178,11.264453,10.84703,9.912914,8.913343,7.626538
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,26.098996,15.599626,13.003301,13.406912,12.994488,10.707836,10.235775,9.947318,9.2786,7.803867,6.917508
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,24.174491,14.517695,12.348435,12.56796,12.054488,9.852468,9.314779,8.875727,8.171057,6.884603,6.652351
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,28.357261,16.291961,13.726198,13.815956,13.607564,11.750649,11.048587,10.671839,9.880497,8.535042,7.498338
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,28.320674,16.018675,14.010261,12.802589,13.449206,12.231006,11.860499,11.547308,10.160064,9.587964,8.094698
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,25.76751,14.665485,12.905739,12.375599,12.072541,10.558764,9.967472,9.481631,8.82842,7.591699,6.791512
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,24.196611,14.104301,12.393864,11.979168,11.601782,9.863741,9.30507,8.764179,8.157275,6.98292,6.572959
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,26.346049,15.008134,13.047418,12.7325,12.324542,10.615481,9.968425,9.395911,8.800948,7.565069,6.772402
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,23.354108,13.880745,12.097009,11.993346,11.614972,9.511066,9.058113,8.7155,8.071934,6.697542,6.692494
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,22.87545,13.797378,11.935083,11.884904,11.615397,9.316168,8.981281,8.592256,7.683841,6.541262,6.51422
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,24.871324,15.073345,12.555344,13.169974,12.72659,10.115312,9.621105,9.303173,8.729324,7.103213,6.666083
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,23.174706,14.263485,12.03233,12.318014,12.054077,9.379007,9.069241,8.757643,8.040874,6.554398,6.757538
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,26.037973,16.316287,13.417059,13.388212,13.226525,10.874809,10.380996,9.81241,9.306306,7.783198,7.090068
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,28.467782,16.213594,13.836778,13.138941,13.40801,11.927102,11.36628,11.017935,9.972737,8.943181,7.659466
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,27.506693,15.995705,13.43074,13.511325,13.25882,11.20566,10.554178,10.092348,9.430362,8.040034,7.073361
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,24.238587,14.687641,12.36238,12.751472,12.374528,9.872498,9.466132,9.113755,8.412709,6.957073,6.684731
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,24.845268,15.297105,12.525296,13.297131,13.478433,10.050434,9.876177,9.763118,9.213535,7.146484,6.949407
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,23.719496,14.188633,12.222165,12.02338,11.92708,9.728435,9.417248,9.129367,8.281416,7.043906,6.664286
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,22.962502,13.249593,12.148303,10.565203,11.01408,9.68543,9.333984,8.938005,8.077587,7.112272,6.684497
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,26.855626,15.648629,13.230466,13.307866,12.914603,11.039454,10.384914,9.891881,9.167589,7.862722,6.942059
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,30.47771,17.797482,14.398996,15.099404,14.320481,12.482488,11.602923,10.934738,10.242519,8.969541,7.578673
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,26.938511,15.770029,13.195132,13.572889,13.155489,10.894661,10.264846,9.754818,9.061238,7.706944,6.881577
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,26.024169,15.07905,12.902576,13.063062,12.52922,10.476949,9.83546,9.328902,8.730247,7.380954,6.798694
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,26.599466,15.569979,13.13487,13.193023,12.743057,10.883856,10.279356,9.690969,9.142349,7.800079,7.022235
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,28.151575,16.336139,13.663738,13.844447,13.475316,11.550575,10.815042,10.279557,9.516082,8.274694,7.289259
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,28.685797,16.795876,13.770742,14.402926,13.552742,11.639668,10.830212,10.231088,9.730215,8.229195,7.243341
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,27.53422,15.868437,13.404744,13.292381,13.087657,11.212778,10.589356,10.128682,9.464573,8.093884,7.221858
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,25.925374,15.117536,12.983536,12.817328,12.503318,10.646298,10.055113,9.568527,8.692285,7.639251,7.261815
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,28.495119,16.573607,13.707937,14.31233,13.524978,11.517056,10.760666,10.142958,9.516373,8.17832,7.221362
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,23.252439,13.807514,12.091947,11.753991,11.423436,9.546449,9.114185,8.665661,7.962598,6.821841,6.844874
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,25.69809,14.793689,12.889299,12.098026,12.309632,10.555119,10.093713,9.70465,8.917695,7.7553,7.078126
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,21.990459,13.733981,11.666893,11.784108,11.74016,8.983999,8.860812,8.850083,8.072638,6.573778,6.734117
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,29.786863,17.080208,14.103576,14.388271,14.084167,12.16653,11.368167,10.844352,10.067724,8.811083,7.648853
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,24.95159,14.934098,12.577718,12.898734,12.558933,10.105525,9.697107,9.30793,8.46284,7.123707,6.82383
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,20.970087,12.834661,11.351999,10.969611,10.870356,8.529751,8.37262,8.09889,7.349391,6.128661,6.574238
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,22.99071,14.215643,11.982278,12.154702,12.172725,9.428686,9.063038,8.878031,8.139917,6.686862,6.684607
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,25.664254,14.324148,13.172256,11.521849,12.055364,10.956345,10.635781,10.38547,8.904095,8.540708,7.507525
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,26.970779,15.391874,13.473707,12.538454,12.908814,11.483037,11.061918,10.740581,9.5577,8.816443,7.863986
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,24.110829,13.975284,12.243928,11.707666,11.602785,9.731398,9.246294,8.742592,8.261362,6.911279,6.787919
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,24.02802,14.366509,12.316921,12.487392,11.953816,9.80255,9.274064,8.818503,8.217446,6.878624,6.518097
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,25.880493,15.49974,12.859041,13.36991,12.98549,10.582238,10.082735,9.914466,9.194007,7.636367,7.277341
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,23.801663,13.998477,12.259262,11.96115,11.528682,9.718235,9.237622,8.86457,8.277941,6.928387,6.580167
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,24.774146,14.716411,12.54532,12.604087,12.258322,10.139678,9.767695,9.398964,8.590606,7.253007,6.909947
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,26.209575,14.565065,13.07966,11.974943,12.056752,10.758195,10.330122,9.935307,8.946122,7.940778,7.116248
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,28.453543,16.310507,13.989288,13.232456,13.40329,11.969703,11.492297,11.068537,9.964861,9.129965,7.820099
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,28.558367,17.193892,13.701417,15.11066,14.379698,11.644399,11.024737,10.864435,10.096548,8.305925,7.649867
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,24.753189,14.167017,12.701671,11.726666,11.546522,10.337667,9.837683,9.332376,8.422615,7.715224,6.993562
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,26.640408,15.693356,13.097542,13.455509,13.034362,10.834973,10.215581,9.862028,9.242268,7.660655,7.074201
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,28.960398,16.43779,13.812877,13.568138,13.794712,11.672912,11.115478,10.669765,9.835432,8.445223,7.364413
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,26.980859,15.436074,13.483957,12.503603,13.115206,11.572368,11.107662,10.915938,9.653842,8.868302,7.946481
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,18.101961,11.182079,10.463475,9.695789,9.333162,7.335851,7.200827,6.864088,6.405886,5.156684,6.544174
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,20.026634,12.0498,11.044379,10.420728,9.943664,8.082658,7.764974,7.242139,6.79897,5.600536,6.365448
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,27.891381,15.938908,13.698487,12.910402,13.137049,11.980899,11.510269,11.177014,9.967637,9.28448,7.984679
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,26.660433,15.994219,13.285266,13.591274,13.143869,11.024031,10.437792,9.984481,9.313457,7.969129,7.478253
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,25.57599,14.972772,13.047699,11.94973,12.281965,10.751112,10.512008,10.144704,9.061319,8.611713,7.20868
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,29.690767,17.419846,14.186147,14.514286,13.843081,12.080695,11.401381,10.695393,9.910466,8.807718,7.065385
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,32.510232,19.424352,14.972322,17.123722,15.078578,13.215201,11.998358,11.058267,10.67133,9.102034,7.191272
