folder,techno_modifiee,technology,f,gwp_constr
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,BEV_BATT,1.1e-05,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,BEV_BATT,4e-06,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,BEV_BATT,2.7e-05,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,BEV_BATT,3.2e-05,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,BEV_BATT,1e-05,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,BEV_BATT,3.5e-05,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,BEV_BATT,9e-06,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,BEV_BATT,8e-06,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,BEV_BATT,2.5e-05,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,BEV_BATT,3e-06,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,BEV_BATT,3.2e-05,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,BEV_BATT,1.4e-05,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,BEV_BATT,1e-05,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,BEV_BATT,1.9e-05,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,BEV_BATT,1.1e-05,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,BEV_BATT,1.8e-05,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,BEV_BATT,9e-06,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,BEV_BATT,2e-05,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,BEV_BATT,2e-06,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,BEV_BATT,1.5e-05,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,BEV_BATT,2.9e-05,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,DIESEL_STORAGE,1.214029,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,DIESEL_STORAGE,3.230092,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,DIESEL_STORAGE,1.055399,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,DIESEL_STORAGE,0.493,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,DIESEL_STORAGE,2.870364,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,DIESEL_STORAGE,2.870364,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,DIESEL_STORAGE,3.254808,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,DIESEL_STORAGE,1.744415,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,DIESEL_STORAGE,0.827025,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,DIESEL_STORAGE,1.152717,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,DIESEL_STORAGE,0.712808,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,DIESEL_STORAGE,2.527209,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,DIESEL_STORAGE,3.390085,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,DIESEL_STORAGE,1.34071,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,DIESEL_STORAGE,3.038283,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,DIESEL_STORAGE,1.09308,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,DIESEL_STORAGE,1.297414,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,DIESEL_STORAGE,3.038529,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,DIESEL_STORAGE,0.42464,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,DIESEL_STORAGE,2.987799,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,DIESEL_STORAGE,1.389988,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,DIESEL_STORAGE,1.184615,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,DIESEL_STORAGE,2.007913,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,DIESEL_STORAGE,1.201181,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,DIESEL_STORAGE,1.552915,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,DIESEL_STORAGE,0.962972,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,DIESEL_STORAGE,1.551558,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,DIESEL_STORAGE,0.221451,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,DIESEL_STORAGE,1.463673,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,DIESEL_STORAGE,3.183039,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,GASOLINE_STORAGE,1.22627,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,GASOLINE_STORAGE,3.262844,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,GASOLINE_STORAGE,1.059569,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,GASOLINE_STORAGE,0.501605,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,GASOLINE_STORAGE,2.902851,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,GASOLINE_STORAGE,2.902851,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,GASOLINE_STORAGE,3.288785,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,GASOLINE_STORAGE,1.757939,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,GASOLINE_STORAGE,0.834951,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,GASOLINE_STORAGE,1.16335,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,GASOLINE_STORAGE,0.719787,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,GASOLINE_STORAGE,2.553448,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,GASOLINE_STORAGE,3.420415,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,GASOLINE_STORAGE,1.34648,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,GASOLINE_STORAGE,3.061777,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,GASOLINE_STORAGE,1.099293,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,GASOLINE_STORAGE,1.304461,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,GASOLINE_STORAGE,3.07784,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,GASOLINE_STORAGE,0.426973,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,GASOLINE_STORAGE,3.011935,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,GASOLINE_STORAGE,1.403072,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,GASOLINE_STORAGE,1.194541,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,GASOLINE_STORAGE,2.030429,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,GASOLINE_STORAGE,1.210801,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,GASOLINE_STORAGE,1.569068,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,GASOLINE_STORAGE,0.968022,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,GASOLINE_STORAGE,1.570776,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,GASOLINE_STORAGE,0.222394,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,GASOLINE_STORAGE,1.472804,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,GASOLINE_STORAGE,3.209392,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,GAS_STORAGE,0.004382,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,GAS_STORAGE,0.014181,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,GAS_STORAGE,0.003251,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,GAS_STORAGE,0.001578,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,GAS_STORAGE,0.010427,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,GAS_STORAGE,0.010427,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,GAS_STORAGE,0.012571,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,GAS_STORAGE,0.006203,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,GAS_STORAGE,0.002761,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,GAS_STORAGE,0.004085,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,GAS_STORAGE,0.002105,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,GAS_STORAGE,0.009793,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,GAS_STORAGE,0.012101,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,GAS_STORAGE,0.00445,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,GAS_STORAGE,0.012357,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,GAS_STORAGE,0.003932,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,GAS_STORAGE,0.004046,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,GAS_STORAGE,0.010121,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,GAS_STORAGE,0.001382,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,GAS_STORAGE,0.011563,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,GAS_STORAGE,0.005223,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,GAS_STORAGE,0.004059,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,GAS_STORAGE,0.006784,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,GAS_STORAGE,0.004289,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,GAS_STORAGE,0.006088,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,GAS_STORAGE,0.003648,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,GAS_STORAGE,0.006546,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,GAS_STORAGE,0.000811,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,GAS_STORAGE,0.005525,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,GAS_STORAGE,0.011028,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,H2_STORAGE,10.088708,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,H2_STORAGE,10.058576,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,H2_STORAGE,6.523139,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,H2_STORAGE,6.195603,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,H2_STORAGE,2.642552,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,H2_STORAGE,2.642552,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,H2_STORAGE,2.642562,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,H2_STORAGE,2.015834,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,H2_STORAGE,2.013906,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,H2_STORAGE,1.734996,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,H2_STORAGE,1.734879,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,H2_STORAGE,1.725915,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,H2_STORAGE,1.725349,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,H2_STORAGE,1.725392,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,H2_STORAGE,1.725152,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,H2_STORAGE,1.725391,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,H2_STORAGE,1.725357,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,H2_STORAGE,1.725208,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,H2_STORAGE,1.725378,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,H2_STORAGE,1.72523,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,H2_STORAGE,1.633097,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,H2_STORAGE,1.413671,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,H2_STORAGE,1.2058,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,H2_STORAGE,1.197415,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,H2_STORAGE,1.039529,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,H2_STORAGE,1.039232,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,H2_STORAGE,0.970062,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,H2_STORAGE,0.969982,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,H2_STORAGE,0.970134,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,H2_STORAGE,0.970063,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,LFO_STORAGE,1.236542,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,LFO_STORAGE,3.297552,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,LFO_STORAGE,1.065035,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,LFO_STORAGE,0.487372,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,LFO_STORAGE,2.922928,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,LFO_STORAGE,2.922928,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,LFO_STORAGE,3.328565,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,LFO_STORAGE,1.759444,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,LFO_STORAGE,0.834217,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,LFO_STORAGE,1.165295,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,LFO_STORAGE,0.708563,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,LFO_STORAGE,2.553005,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,LFO_STORAGE,3.44388,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,LFO_STORAGE,1.349218,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,LFO_STORAGE,3.064478,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,LFO_STORAGE,1.112493,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,LFO_STORAGE,1.298774,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,LFO_STORAGE,3.068151,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,LFO_STORAGE,0.42587,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,LFO_STORAGE,3.02703,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,LFO_STORAGE,1.406418,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,LFO_STORAGE,1.190629,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,LFO_STORAGE,2.023989,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,LFO_STORAGE,1.212745,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,LFO_STORAGE,1.574839,32.9
25_CAS_Techno_H2_STORAGE_gwp34,H2_STORAGE,LFO_STORAGE,0.97223,33.9
26_CAS_Techno_H2_STORAGE_gwp35,H2_STORAGE,LFO_STORAGE,1.573559,34.9
27_CAS_Techno_H2_STORAGE_gwp36,H2_STORAGE,LFO_STORAGE,0.223091,35.9
28_CAS_Techno_H2_STORAGE_gwp37,H2_STORAGE,LFO_STORAGE,1.473996,36.9
29_CAS_Techno_H2_STORAGE_gwp38,H2_STORAGE,LFO_STORAGE,3.239846,37.9
0_CAS_Techno_H2_STORAGE_gwp10,H2_STORAGE,METHANOL_STORAGE,0.104306,9.9
1_CAS_Techno_H2_STORAGE_gwp11,H2_STORAGE,METHANOL_STORAGE,0.603255,10.9
2_CAS_Techno_H2_STORAGE_gwp12,H2_STORAGE,METHANOL_STORAGE,71.682579,11.9
3_CAS_Techno_H2_STORAGE_gwp13,H2_STORAGE,METHANOL_STORAGE,78.028745,12.9
4_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,METHANOL_STORAGE,147.779494,13.9
5_CAS_Techno_H2_STORAGE_gwp14,H2_STORAGE,METHANOL_STORAGE,147.779494,13.9
6_CAS_Techno_H2_STORAGE_gwp15,H2_STORAGE,METHANOL_STORAGE,147.78338,14.9
7_CAS_Techno_H2_STORAGE_gwp16,H2_STORAGE,METHANOL_STORAGE,159.652165,15.9
8_CAS_Techno_H2_STORAGE_gwp17,H2_STORAGE,METHANOL_STORAGE,159.685601,16.9
9_CAS_Techno_H2_STORAGE_gwp18,H2_STORAGE,METHANOL_STORAGE,164.6229,17.9
10_CAS_Techno_H2_STORAGE_gwp19,H2_STORAGE,METHANOL_STORAGE,164.625242,18.9
11_CAS_Techno_H2_STORAGE_gwp20,H2_STORAGE,METHANOL_STORAGE,164.777612,19.9
12_CAS_Techno_H2_STORAGE_gwp21,H2_STORAGE,METHANOL_STORAGE,164.77732,20.9
13_CAS_Techno_H2_STORAGE_gwp22,H2_STORAGE,METHANOL_STORAGE,164.782709,21.9
14_CAS_Techno_H2_STORAGE_gwp23,H2_STORAGE,METHANOL_STORAGE,164.788442,22.9
15_CAS_Techno_H2_STORAGE_gwp24,H2_STORAGE,METHANOL_STORAGE,164.783499,23.9
16_CAS_Techno_H2_STORAGE_gwp25,H2_STORAGE,METHANOL_STORAGE,164.783621,24.9
17_CAS_Techno_H2_STORAGE_gwp26,H2_STORAGE,METHANOL_STORAGE,164.789153,25.9
18_CAS_Techno_H2_STORAGE_gwp27,H2_STORAGE,METHANOL_STORAGE,164.782951,26.9
19_CAS_Techno_H2_STORAGE_gwp28,H2_STORAGE,METHANOL_STORAGE,164.786034,27.9
20_CAS_Techno_H2_STORAGE_gwp29,H2_STORAGE,METHANOL_STORAGE,165.820832,28.9
21_CAS_Techno_H2_STORAGE_gwp30,H2_STORAGE,METHANOL_STORAGE,168.59635,29.9
22_CAS_Techno_H2_STORAGE_gwp31,H2_STORAGE,METHANOL_STORAGE,170.980653,30.9
23_CAS_Techno_H2_STORAGE_gwp32,H2_STORAGE,METHANOL_STORAGE,171.078596,31.9
24_CAS_Techno_H2_STORAGE_gwp33,H2_STORAGE,METHANOL_STORAGE,172.968953,32.9
