folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_DEC_HP_ELEC,f_DHN_HP_ELEC,f_DEC_DIRECT_ELEC,f_DEC_BOILER_WOOD,f_DHN_BOILER_GAS,f_DEC_BOILER_GAS,f_DEC_BOILER_OIL,f_DHN_BOILER_OIL,f_DHN_BOILER_WOOD,f_DEC_SOLAR,f_DHN_COGEN_WOOD,f_DEC_THHP_GAS,f_DHN_COGEN_GAS,f_DHN_SOLAR,f_DHN_COGEN_WASTE,f_DEC_COGEN_GAS,f_DEC_COGEN_OIL,f_DHN_COGEN_BIO_HYDROLYSIS,f_DHN_COGEN_WET_BIOMASS,f_DEC_ADVCOGEN_H2,f_DEC_ADVCOGEN_GAS,f_DHN_DEEP_GEO
201_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.893999999999982,402.679693,18.741196,7.689765,0.000369,3.3e-05,3e-05,3e-05,3e-05,2.9e-05,1.3e-05,1e-05,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
202_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9039999999999817,388.119436,18.741145,7.697288,0.000942,8.9e-05,9e-05,7.7e-05,7.6e-05,8.3e-05,3.8e-05,2.7e-05,1e-05,5e-06,5e-06,4e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,0.0
203_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.913999999999981,386.575987,18.74114,7.697878,0.000535,4.9e-05,4.7e-05,4.4e-05,4.3e-05,4.5e-05,2e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
204_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9239999999999813,382.257214,18.741141,7.700059,0.000505,5.1e-05,4.9e-05,4.1e-05,4.2e-05,4.5e-05,2e-05,1.4e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
205_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.933999999999981,382.088197,18.741139,7.699857,0.000922,8.7e-05,9e-05,8.4e-05,8.2e-05,8.2e-05,3.9e-05,2.4e-05,1e-05,6e-06,5e-06,3e-06,3e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,0.0
206_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.943999999999981,382.224028,18.741136,7.6997,0.00031,2.7e-05,2.5e-05,2.6e-05,2.5e-05,2.4e-05,1.1e-05,7e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
207_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9539999999999806,381.988755,18.741136,7.699811,0.000611,5.7e-05,5.9e-05,5e-05,5e-05,5.4e-05,2.5e-05,1.8e-05,7e-06,3e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
208_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9639999999999804,379.01884,18.741135,7.702258,0.000217,2e-05,2e-05,1.7e-05,1.7e-05,1.9e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0
209_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.97399999999998,361.275102,18.741136,7.712196,0.000445,4e-05,3.9e-05,3.6e-05,3.6e-05,3.7e-05,1.6e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
210_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.98399999999998,355.593386,18.741137,7.714212,0.000348,3.5e-05,3.5e-05,3.3e-05,3.2e-05,3.1e-05,1.6e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
211_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.99399999999998,347.826668,18.741136,7.71697,0.000525,4.8e-05,4.9e-05,4.9e-05,4.7e-05,4.5e-05,2.2e-05,1.4e-05,6e-06,4e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
212_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.00399999999998,346.243491,18.741135,7.718191,0.000279,2.5e-05,2.6e-05,2.5e-05,2.4e-05,2.4e-05,1.2e-05,9e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
213_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.01399999999998,343.547088,18.741136,7.719705,0.000405,3.6e-05,3.6e-05,3.9e-05,3.7e-05,3.3e-05,1.7e-05,1.5e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
214_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.023999999999979,337.753543,18.741135,7.729586,0.000465,4.2e-05,4.1e-05,3.6e-05,3.6e-05,3.9e-05,1.7e-05,1.3e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
215_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.033999999999979,332.997624,18.741135,7.732763,0.000495,4.7e-05,4.6e-05,3.9e-05,3.9e-05,4.2e-05,1.8e-05,1.4e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
216_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0439999999999787,318.411827,18.741134,7.7437,0.000241,2.2e-05,2.1e-05,1.9e-05,1.9e-05,1.9e-05,8e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
217_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0539999999999785,316.870455,18.741135,7.745808,0.001396,0.000128,0.000126,0.000122,0.000119,0.000119,5.4e-05,3.6e-05,1.4e-05,9e-06,7e-06,5e-06,4e-06,4e-06,3e-06,3e-06,2e-06,2e-06,2e-06,0.0
218_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0639999999999783,315.130985,18.74113,7.745361,0.000535,5e-05,4.9e-05,4.4e-05,4.3e-05,4.6e-05,2.1e-05,1.5e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
219_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.073999999999978,309.639135,18.741118,7.748801,0.000717,6.5e-05,6.2e-05,6e-05,6e-05,5.9e-05,2.6e-05,1.9e-05,7e-06,4e-06,3e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,0.0
220_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.083999999999978,305.693407,18.741122,7.751128,0.000356,3.2e-05,3.2e-05,3e-05,3e-05,2.9e-05,1.4e-05,1.2e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
221_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0939999999999777,300.166228,18.734009,7.754958,0.000202,1.8e-05,1.9e-05,1.8e-05,1.7e-05,1.7e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
222_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.103999999999977,295.865575,18.731786,7.756698,0.000226,2e-05,1.9e-05,1.8e-05,1.8e-05,1.8e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.113999999999977,291.986004,18.731614,7.757301,0.000489,4.5e-05,4.6e-05,4.3e-05,4.2e-05,4.2e-05,2e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
224_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.123999999999977,285.594276,18.731604,7.758112,0.000382,3.2e-05,2.8e-05,3e-05,3e-05,2.8e-05,1.2e-05,8e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
225_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.133999999999977,270.526919,18.731604,7.761267,0.000424,3.8e-05,3.9e-05,3.9e-05,3.8e-05,3.6e-05,1.8e-05,1.1e-05,5e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
226_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1439999999999766,258.260482,18.731604,7.763757,0.000294,2.7e-05,2.8e-05,2.6e-05,2.6e-05,2.6e-05,1.2e-05,8e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
227_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1539999999999764,255.45648,18.731603,7.765088,0.001045,9.5e-05,9.1e-05,8.9e-05,8.8e-05,8.7e-05,3.9e-05,2.3e-05,1e-05,6e-06,5e-06,3e-06,3e-06,3e-06,2e-06,2e-06,2e-06,2e-06,1e-06,0.0
228_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.163999999999976,247.573573,18.731602,7.766473,0.000605,5.5e-05,5.4e-05,5.2e-05,5.1e-05,5.1e-05,2.3e-05,1.5e-05,6e-06,4e-06,3e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
229_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.173999999999976,229.147029,18.731605,7.770569,0.000438,3.8e-05,3.6e-05,3.6e-05,3.5e-05,3.4e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
230_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.183999999999976,229.105313,18.73161,7.770441,0.000302,2.8e-05,2.9e-05,2.9e-05,2.8e-05,2.6e-05,1.4e-05,9e-06,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
231_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1939999999999755,225.162552,18.732305,7.787558,0.000412,3.7e-05,3.8e-05,3.7e-05,3.6e-05,3.4e-05,1.7e-05,1.2e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
232_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2039999999999758,218.870836,18.741133,7.801937,0.00016,1.5e-05,1.5e-05,1.4e-05,1.4e-05,1.4e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.213999999999975,218.973433,18.741128,7.802168,0.000512,4.6e-05,4.6e-05,4.4e-05,4.3e-05,4.2e-05,2e-05,1.3e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
234_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.223999999999975,219.020995,18.741095,7.802242,0.000336,3.1e-05,3.1e-05,2.9e-05,2.9e-05,2.8e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
235_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2339999999999747,219.036747,18.741135,7.802347,0.000465,4.3e-05,4.2e-05,3.7e-05,3.7e-05,4e-05,1.7e-05,1.2e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
236_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2439999999999745,218.975208,18.741129,7.802389,0.00051,4.7e-05,4.9e-05,4.4e-05,4.4e-05,4.4e-05,2.2e-05,1.6e-05,6e-06,4e-06,3e-06,2e-06,2e-06,1e-06,1e-06,2e-06,1e-06,1e-06,1e-06,0.0
237_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2539999999999742,218.838076,18.741135,7.801976,0.000207,1.9e-05,1.8e-05,1.5e-05,1.5e-05,1.7e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.263999999999974,216.566096,18.741134,7.802343,0.000422,4e-05,3.9e-05,3.5e-05,3.4e-05,3.6e-05,1.7e-05,1.1e-05,5e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
239_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.273999999999974,215.892244,18.741135,7.804753,0.000165,1.5e-05,1.6e-05,1.5e-05,1.5e-05,1.4e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2839999999999736,212.940927,18.741135,7.806327,1e-05,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2939999999999734,212.307457,18.741136,7.806963,0.000424,4e-05,3.9e-05,2.9e-05,3e-05,3.7e-05,1.6e-05,1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
242_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.303999999999973,205.714908,18.741136,7.811681,0.000461,4.2e-05,4.1e-05,3.9e-05,3.9e-05,3.9e-05,1.8e-05,1.2e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
243_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.313999999999973,202.32492,18.741132,7.81403,0.00038,3.4e-05,3.3e-05,3.1e-05,3.1e-05,3.1e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
244_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3239999999999728,195.811168,18.741135,7.813628,0.00016,1.4e-05,1.3e-05,1.3e-05,1.3e-05,1.2e-05,5e-06,4e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3339999999999725,191.971648,18.741137,7.817211,0.00042,3.9e-05,3.6e-05,3e-05,3.1e-05,3.5e-05,1.4e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
246_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3439999999999723,191.745043,18.741137,7.820032,0.000352,3.2e-05,3.1e-05,3.2e-05,3.1e-05,2.9e-05,1.4e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
247_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.353999999999972,191.713559,18.741136,7.819955,0.000209,1.9e-05,2e-05,1.8e-05,1.7e-05,1.8e-05,8e-06,5e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0
248_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.363999999999972,186.504536,18.741139,7.8231,0.00034,3.2e-05,3.5e-05,2.9e-05,2.8e-05,3e-05,1.5e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
249_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.373999999999972,186.419736,18.741135,7.823095,0.000154,1.4e-05,1.4e-05,1.3e-05,1.2e-05,1.3e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3839999999999715,176.021859,18.741134,7.828709,0.00048,4.1e-05,3.6e-05,3.5e-05,3.6e-05,3.5e-05,1.5e-05,1.1e-05,4e-06,2e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
251_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3939999999999717,170.938948,18.741135,7.830773,9.9e-05,9e-06,9e-06,8e-06,8e-06,8e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.403999999999971,170.547214,18.741126,7.831732,0.00266,0.000221,0.000199,0.000199,0.0002,0.000194,8.3e-05,6.8e-05,2.2e-05,1e-05,1.2e-05,1e-05,6e-06,5e-06,5e-06,5e-06,4e-06,3e-06,3e-06,0.0
253_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.413999999999971,170.486794,18.741136,7.830829,0.000283,2.4e-05,2.2e-05,2.1e-05,2.1e-05,2.2e-05,9e-06,7e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,1e-06,0.0,0.0,0.0,0.0
254_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.42399999999997,158.219207,18.741143,7.839456,0.003076,0.000279,0.000269,0.000255,0.000252,0.000257,0.000115,7.2e-05,3e-05,1.7e-05,1.7e-05,1e-05,7e-06,7e-06,7e-06,6e-06,5e-06,4e-06,4e-06,0.0
255_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4339999999999704,157.22067,18.741132,7.838567,0.000192,1.8e-05,1.7e-05,1.5e-05,1.5e-05,1.6e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.44399999999997,156.289157,18.741214,7.839542,0.000294,2.8e-05,2.8e-05,2.6e-05,2.5e-05,2.6e-05,1.2e-05,1e-05,4e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0
257_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.45399999999997,156.280838,18.741136,7.839356,0.000634,5.7e-05,5.2e-05,4.5e-05,4.6e-05,5.1e-05,2.1e-05,1.6e-05,6e-06,2e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
258_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4639999999999698,154.898356,18.741137,7.842123,0.005492,0.000516,0.000534,0.000472,0.000464,0.000492,0.000227,0.000141,6e-05,3.4e-05,3.3e-05,1.8e-05,1.5e-05,1.4e-05,1.3e-05,1.2e-05,9e-06,9e-06,7e-06,0.0
259_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4739999999999696,154.410811,18.741135,7.840777,0.000263,2.4e-05,2.5e-05,2.3e-05,2.2e-05,2.3e-05,1.1e-05,8e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
260_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4839999999999693,152.751945,18.741135,7.841019,0.000103,9e-06,9e-06,9e-06,9e-06,8e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.493999999999969,152.748473,18.741136,7.841118,0.000229,1.9e-05,1.7e-05,1.8e-05,1.8e-05,1.7e-05,7e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.503999999999969,152.711514,18.741137,7.841165,0.000314,2.7e-05,2.5e-05,2.5e-05,2.5e-05,2.4e-05,1.1e-05,7e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,18.741136,7.839952,0.00015,1.3e-05,1.3e-05,1.4e-05,1.3e-05,1.2e-05,6e-06,4e-06,2e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,18.741136,7.841149,0.000234,2.1e-05,2e-05,1.9e-05,1.9e-05,1.9e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,18.741141,7.844763,0.0056,0.000458,0.000404,0.000438,0.000441,0.000398,0.000173,0.000113,4.5e-05,2.7e-05,2.6e-05,1.5e-05,1.1e-05,1.1e-05,1.1e-05,1e-05,7e-06,7e-06,6e-06,0.0
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,18.741138,7.843101,0.000478,4.4e-05,4.6e-05,4.4e-05,4.3e-05,4.1e-05,2.1e-05,1.3e-05,6e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,18.741137,7.844292,0.00022,2e-05,2.1e-05,1.8e-05,1.8e-05,1.9e-05,9e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,18.741135,7.846426,0.000157,1.4e-05,1.4e-05,1.3e-05,1.3e-05,1.3e-05,6e-06,4e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,18.741136,7.847856,0.000242,2.3e-05,2.3e-05,2e-05,2e-05,2.1e-05,1e-05,7e-06,3e-06,1e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,18.741136,7.848518,0.000171,1.5e-05,1.4e-05,1.4e-05,1.4e-05,1.4e-05,6e-06,5e-06,2e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,18.741135,7.849608,0.000526,4.7e-05,4.6e-05,4.2e-05,4.2e-05,4.3e-05,1.9e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,18.741141,7.849495,0.000249,2.1e-05,1.9e-05,1.9e-05,1.9e-05,1.9e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,18.741138,7.849583,0.000482,4.5e-05,4.6e-05,4e-05,4e-05,4.1e-05,1.9e-05,1.4e-05,5e-06,3e-06,3e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,18.741137,7.850243,0.00019,1.7e-05,1.8e-05,1.7e-05,1.7e-05,1.6e-05,8e-06,6e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,18.741136,7.851796,0.000108,1e-05,1e-05,1e-05,1e-05,9e-06,4e-06,3e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,18.741148,7.851989,0.000329,3e-05,3e-05,2.6e-05,2.6e-05,2.8e-05,1.2e-05,9e-06,3e-06,2e-06,2e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.0,0.0,0.0
