gwp_op,cumulative probability
894.4428642944218,9.999999999999999e-06
895.5109091979003,9.999999999999999e-06
896.5789541013787,4.9999999999999996e-05
897.6469990048572,9.999999999999999e-05
898.7150439083357,0.00014
899.7830888118142,0.00023
900.8511337152927,0.00032
901.9191786187712,0.00057
902.9872235222497,0.00084
904.0552684257281,0.00135
905.1233133292066,0.00196
906.191358232685,0.00266
907.2594031361635,0.00366
908.3274480396419,0.00495
909.3954929431204,0.006410000000000001
910.4635378465989,0.00856
911.5315827500774,0.01094
912.5996276535559,0.01364
913.6676725570344,0.01713
914.7357174605129,0.02113
915.8037623639913,0.02616
916.8718072674698,0.031369999999999995
917.9398521709483,0.037649999999999996
919.0078970744268,0.04478
920.0759419779051,0.05295
921.1439868813836,0.061799999999999994
922.2120317848621,0.07172999999999999
923.2800766883406,0.08195999999999999
924.3481215918191,0.09305
925.4161664952976,0.10497999999999999
926.4842113987761,0.11782999999999999
927.5522563022545,0.1318
928.620301205733,0.14728
929.6883461092115,0.16355999999999998
930.75639101269,0.18100999999999998
931.8244359161683,0.19893999999999998
932.8924808196468,0.21741999999999997
933.9605257231253,0.23711
935.0285706266038,0.25756
936.0966155300823,0.27904
937.1646604335608,0.30086
938.2327053370393,0.32329
939.3007502405177,0.34715
940.3687951439962,0.37011
941.4368400474747,0.39424
942.5048849509532,0.41894
943.5729298544317,0.44359
944.64097475791,0.46898999999999996
945.7090196613885,0.4947
946.777064564867,0.52055
947.8451094683455,0.54624
948.913154371824,0.5708399999999999
949.9811992753025,0.5962199999999999
951.049244178781,0.6211199999999999
952.1172890822594,0.6445199999999999
953.1853339857379,0.6675399999999999
954.2533788892164,0.6902599999999999
955.3214237926949,0.7126299999999999
956.3894686961733,0.7348799999999999
957.4575135996517,0.7549899999999998
958.5255585031302,0.7753399999999998
959.5936034066087,0.7945899999999998
960.6616483100872,0.8132899999999998
961.7296932135657,0.8300399999999999
962.7977381170442,0.8465199999999999
963.8657830205226,0.8615999999999999
964.9338279240011,0.87625
966.0018728274796,0.88981
967.0699177309581,0.90252
968.1379626344365,0.91405
969.206007537915,0.92527
970.2740524413935,0.9351700000000001
971.342097344872,0.9443100000000001
972.4101422483504,0.9523500000000001
973.4781871518289,0.9593600000000001
974.5462320553074,0.9659700000000001
975.6142769587858,0.9718900000000001
976.6823218622643,0.9773900000000001
977.7503667657428,0.9813100000000001
978.8184116692213,0.9845900000000001
979.8864565726997,0.9877500000000001
980.9545014761782,0.9906700000000002
982.0225463796567,0.9928800000000002
983.0905912831352,0.9946400000000002
984.1586361866136,0.9958400000000002
985.2266810900921,0.9969100000000002
986.2947259935706,0.9978200000000002
987.362770897049,0.9984400000000001
988.4308158005275,0.9989800000000001
989.498860704006,0.9992500000000001
990.5669056074845,0.9994600000000001
991.6349505109629,0.9997100000000001
992.7029954144414,0.9997900000000001
993.7710403179199,0.9998800000000001
994.8390852213984,0.99994
995.9071301248769,0.9999600000000001
996.9751750283554,0.99997
998.0432199318338,0.99998
999.1112648353122,0.99998
1000.1793097387907,1.0
