cost,cumulative probability
25319.317471929673,9.997200783780541e-06
25516.858556220177,1.9994401567561083e-05
25714.39964051068,5.998320470268325e-05
25911.940724801185,0.00012996361018914704
26109.48180909169,0.0002199384172431719
26307.022893382193,0.0004298796337025633
26504.563977672697,0.0005698404446754909
26702.105061963197,0.0008997480705402488
26899.6461462537,0.0014096053105130564
27097.187230544205,0.0020394289598912306
27294.72831483471,0.0027392330147558686
27492.269399125213,0.0038589195025392894
27689.810483415717,0.005068580797376735
27887.35156770622,0.006698124525132964
28084.892651996724,0.008647578677970169
28282.43373628723,0.01125684808253689
28479.974820577732,0.01420602231375215
28677.515904868236,0.01811492782021034
28875.05698915874,0.02253369056664134
29072.598073449244,0.027782220978126125
29270.139157739748,0.03302075418882713
29467.680242030252,0.03966889271004119
29665.221326320756,0.04723677370336306
29862.762410611256,0.05542448114527932
30060.30349490176,0.0641720318310873
30257.844579192264,0.0735793977686248
30455.385663482768,0.0833866517375135
30652.926747773272,0.09362378534010478
30850.467832063776,0.10444075658815533
31048.00891635428,0.11535769984404368
31245.550000644784,0.1266445395289319
31443.091084935288,0.13962090614627903
31640.63216922579,0.15145759187427518
31838.173253516296,0.16338425240932536
32035.714337806796,0.1760007197984564
32233.2554220973,0.1884872235773983
32430.796506387804,0.2011836685727996
32628.337590678308,0.21429999600111965
32825.878674968815,0.2274363178310073
33023.41975925931,0.24056264246011114
33220.96084354982,0.2534890230735394
33418.50192784032,0.2672851601551565
33616.04301213083,0.2809013476226656
33813.58409642133,0.29442756028312067
34011.12518071184,0.3079737673451433
34208.666265002335,0.3217799016275442
34406.20734929285,0.335865957531891
34603.74843358334,0.3498620386291838
34801.289517873854,0.36395809173431437
34998.83060216435,0.3788439237013636
35196.37168645486,0.39345983124725076
35393.91277074536,0.4076758507617867
35591.45385503587,0.4225716799296197
35788.99493932637,0.4380173551405606
35986.53602361687,0.45330307513896106
36184.077107907375,0.46890870556244246
36381.61819219788,0.4848142520094373
36579.15927648838,0.5007997760627023
36776.70036077889,0.5170652217379132
36974.24144506939,0.5336505778382051
37171.782529359894,0.550195945135362
37369.3236136504,0.5665013796137081
37566.864697940895,0.5833866517375134
37764.405782231406,0.6007917783020753
37961.9468665219,0.6182368936697723
38159.487950812414,0.6361818690766584
38357.02903510291,0.6545067381133282
38554.57011939342,0.6720618226896468
38752.11120368392,0.6908065741592353
38949.65228797443,0.7099312192586075
39147.19337226493,0.7293057943775741
39344.73445655544,0.7484104450753788
39542.275540845934,0.7674951013716158
39739.816625136446,0.7862198584396367
39937.35770942694,0.8048046546966847
40134.89879371745,0.823879313792138
40332.43987800795,0.842374135242132
40529.98096229846,0.8597692646059102
40727.52204658896,0.8770044387571478
40925.06313087947,0.8932698844323588
41122.604215169966,0.908335666013516
41320.14529946047,0.9231715119766464
41517.68638375097,0.9364477946175069
41715.22746804148,0.9478246091094492
41912.76855233198,0.9584316391410403
42110.309636622485,0.9674691086495779
42307.85072091299,0.974757068020954
42505.39180520349,0.9809753269084655
42702.932889494,0.9860439077058422
42900.4739737845,0.9902627264365975
43098.015058075005,0.9932818810732993
43295.55614236551,0.9954612708441635
43493.09722665601,0.9971408005758386
43690.63831094651,0.998310473067541
43888.17939523702,0.9990702603271082
44085.72047952752,0.9994501539568919
44283.26156381803,0.9997000839764864
44480.802648108525,0.9998800335905944
44678.34373239904,0.999990002799216
44875.88481668953,0.9999999999999998
