cost,probability density
25319.317471929673,5.060821053851591e-08
25516.858556220177,5.060821053851591e-08
25714.39964051068,2.0243284215406365e-07
25911.940724801185,3.542574737696114e-07
26109.48180909169,4.5547389484664324e-07
26307.022893382193,1.0627724213088342e-06
26504.563977672697,7.085149475392359e-07
26702.105061963197,1.6700709477710252e-06
26899.6461462537,2.5810187374643117e-06
27097.187230544205,3.1883172639265025e-06
27294.72831483471,3.542574737696114e-06
27492.269399125213,5.668119580313783e-06
27689.810483415717,6.123593475160426e-06
27887.35156770622,8.249138317778094e-06
28084.892651996724,9.868601055010604e-06
28282.43373628723,1.3208742950552655e-05
28479.974820577732,1.4929422108862196e-05
28677.515904868236,1.9787810320559722e-05
28875.05698915874,2.2368829058024035e-05
29072.598073449244,2.6569310532720854e-05
29270.139157739748,2.651870232218234e-05
29467.680242030252,3.365446000811308e-05
29665.221326320756,3.8310415377656544e-05
29862.762410611256,4.14481244310453e-05
30060.30349490176,4.4282184221201425e-05
30257.844579192264,4.762232611674347e-05
30455.385663482768,4.9646654538284106e-05
30652.926747773272,5.1822807591440295e-05
30850.467832063776,5.475808380267422e-05
31048.00891635428,5.526416590805938e-05
31245.550000644784,5.713666969798446e-05
31443.091084935288,6.568945727899366e-05
31640.63216922579,5.9920121277602844e-05
31838.173253516296,6.0375595172450594e-05
32035.714337806796,6.386756169960708e-05
32233.2554220973,6.320965496260638e-05
32430.796506387804,6.427242738391522e-05
32628.337590678308,6.639797222653288e-05
32825.878674968815,6.64991886476099e-05
33023.41975925931,6.64485804370714e-05
33220.96084354982,6.543641622630108e-05
33418.50192784032,6.983933054315195e-05
33616.04301213083,6.892838275345868e-05
33813.58409642133,6.847290885861203e-05
34011.12518071184,6.857412527968906e-05
34208.666265002335,6.988993875369047e-05
34406.20734929285,7.130696864876893e-05
34603.74843358334,7.085149475392228e-05
34801.289517873854,7.135757685930743e-05
34998.83060216435,7.53556254918502e-05
35196.37168645486,7.398920380731026e-05
35393.91277074536,7.196487538576963e-05
35591.45385503587,7.540623370238872e-05
35788.99493932637,7.818968528200709e-05
35986.53602361687,7.737995391339369e-05
36184.077107907375,7.899941665062044e-05
36381.61819219788,8.051766296678178e-05
36579.15927648838,8.092252865108398e-05
36776.70036077889,8.233955854616842e-05
36974.24144506939,8.39590212833948e-05
37171.782529359894,8.375658844124693e-05
37369.3236136504,8.254199138831945e-05
37566.864697940895,8.547726759955339e-05
37764.405782231406,8.81088945475562e-05
37961.9468665219,8.831132738971026e-05
38159.487950812414,9.084173791663606e-05
38357.02903510291,9.276484991709968e-05
38554.57011939342,8.886801770563395e-05
38752.11120368392,9.489039475971734e-05
38949.65228797443,9.681350676018093e-05
39147.19337226493,9.807871202364385e-05
39344.73445655544,9.671229033910392e-05
39542.275540845934,9.661107391802688e-05
39739.816625136446,9.478917833864031e-05
39937.35770942694,9.408066339110108e-05
40134.89879371745,9.656046570748836e-05
40332.43987800795,9.362518949625443e-05
40529.98096229846,8.805828633701768e-05
40727.52204658896,8.724855496840144e-05
40925.06313087947,8.233955854616539e-05
41122.604215169966,7.626657328154348e-05
41320.14529946047,7.510258443916038e-05
41517.68638375097,6.720770359514666e-05
41715.22746804148,5.759214359283323e-05
41912.76855233198,5.36953113813634e-05
42110.309636622485,4.574982232682007e-05
42307.85072091299,3.689338548257674e-05
42505.39180520349,3.147830695495805e-05
42702.932889494,2.5658362743026623e-05
42900.4739737845,2.1356664847254504e-05
43098.015058075005,1.5283679582631243e-05
43295.55614236551,1.1032589897396874e-05
43493.09722665601,8.502179370470673e-06
43690.63831094651,5.921160633006362e-06
43888.17939523702,3.846224000927209e-06
44085.72047952752,1.9231120004636046e-06
44283.26156381803,1.2652052634628977e-06
44480.802648108525,9.109477896932865e-07
44678.34373239904,5.56690315923675e-07
44875.88481668953,5.060821053851591e-08
