cost,probability density
31214.010007704186,2.8816372635610453e-07
31595.737442280963,1.04786809584037e-07
31977.46487685774,2.0957361916807602e-07
32359.19231143452,1.833769167720648e-07
32740.9197460113,2.09573619168074e-07
33122.64718058807,5.23934047920195e-07
33504.37461516485,5.763274527122036e-07
33886.10204974163,6.811142622962406e-07
34267.82948431841,7.859010718802777e-07
34649.55691889519,1.388425226988517e-06
35031.284353471965,2.0695394892847312e-06
35413.011788048745,2.8292438587689996e-06
35794.739222625525,2.907833965957027e-06
36176.4666572023,4.24386578815358e-06
36558.19409177908,4.5844229193016195e-06
36939.92152635586,5.737077824726027e-06
37321.64896093264,6.391995384626258e-06
37703.37639550942,8.906878814643316e-06
38085.10383008619,1.1081205113511914e-05
38466.83126466297,1.2364843530916367e-05
38848.55869923975,1.4120022591448989e-05
39230.286133816524,1.595379175916994e-05
39612.013568393304,1.8704445510750608e-05
39993.741002970084,2.294831129890411e-05
40375.468437546864,2.428434312110058e-05
40757.195872123644,2.7951881456542407e-05
41138.92330670042,2.8659192421234123e-05
41520.6507412772,3.3793746090851935e-05
41902.37817585397,3.552272844898923e-05
42284.10561043075,3.9137873379637825e-05
42665.83304500753,4.2202887559970906e-05
43047.56047958431,4.3800886406127474e-05
43429.28791416109,4.7992358789488954e-05
43811.01534873787,5.0507242219506804e-05
44192.74278331464,5.055963562429785e-05
44574.47021789142,5.2864945435146676e-05
44956.197652468196,5.556320578193669e-05
45337.925087044976,5.6584877175379986e-05
45719.652521621756,6.203379127374991e-05
46101.379956198536,5.889018698622881e-05
46483.107390775316,6.460106810855882e-05
46864.834825352096,6.20599879761471e-05
47246.56225992887,6.177182424978982e-05
47628.28969450564,6.347460990553163e-05
48010.01712908242,6.543936258523112e-05
48391.7445636592,6.441769119178675e-05
48773.47199823598,6.646103397867548e-05
49155.19943281276,6.441769119178675e-05
49536.92686738954,6.588470652596327e-05
49918.65430196632,6.55179526924204e-05
50300.381736543095,6.515119885887502e-05
50682.10917111987,6.399854395345183e-05
51063.83660569665,6.069775945155344e-05
51445.56404027343,6.279349564323418e-05
51827.29147485021,6.33960197983424e-05
52209.01890942699,6.130028360666166e-05
52590.74634400377,5.862821996226871e-05
52972.47377858055,5.847103974789377e-05
53354.20121315732,5.354605969744291e-05
53735.928647734094,5.412238715015615e-05
54117.656082310874,4.84115060278251e-05
54499.383516887654,4.849009613501312e-05
54881.110951464434,4.3250755655811275e-05
55262.838386041214,4.236006777434696e-05
55644.565820617994,4.055249530902309e-05
56026.29325519477,3.764466134306529e-05
56408.02068977154,3.4553450460336864e-05
56789.74812434832,2.9340306683530364e-05
57171.4755589251,2.9235519873946325e-05
57553.20299350188,2.444152333547663e-05
57934.93042807866,2.2660147572548003e-05
58316.65786265544,1.8940215832314692e-05
58698.38529723222,1.7289823581366438e-05
59080.11273180899,1.5010710472913303e-05
59461.840166385766,1.359608854352906e-05
59843.567600962546,1.1028811708719897e-05
60225.295035539326,9.718976588919434e-06
60607.022470116106,7.989994230782822e-06
60988.749904692886,6.601569003794332e-06
61370.477339269666,5.213143776805842e-06
61752.204773846446,4.16527568096555e-06
62133.93220842322,3.8509152522133605e-06
62515.65964299999,2.8816372635610728e-06
62897.38707757677,2.3577032156408327e-06
63279.11451215355,1.7289823581366106e-06
63660.84194673033,1.1526549054244071e-06
64042.56938130711,7.597043694842684e-07
64424.29681588389,4.19147238336156e-07
64806.024250460665,4.977373455241758e-07
65187.751685037445,3.405571311481203e-07
65569.47911961423,3.9295053594013136e-07
65951.20655419101,1.5718021437606152e-07
66332.93398876778,1.04786809584037e-07
66714.66142334456,7.859010718802776e-08
67096.38885792134,0.0
67478.1162924981,5.239340479202051e-08
67859.84372707488,5.23934047920185e-08
68241.57116165166,0.0
68623.29859622844,2.619670239600925e-08
69005.02603080522,2.619670239600925e-08
