cost,probability density
30942.669347701005,2.306625347291875e-08
31376.203125162552,0.0
31809.736902624096,9.2265013891675e-08
32243.27068008564,6.919876041875684e-08
32676.804457547187,1.383975208375125e-07
33110.338235008734,2.306625347291875e-07
33543.87201247028,1.3839752083751484e-07
33977.40578993182,3.4599380209378123e-07
34410.93956739337,5.766563368229688e-07
34844.473344854916,9.2265013891675e-07
35278.007122316456,1.176378927118876e-06
35711.540899778,1.4993064757397186e-06
36145.07467723955,2.0990290660356066e-06
36578.6084547011,2.7448841632773313e-06
37012.142232162645,3.5983355417753854e-06
37445.676009624185,4.336455652908725e-06
37879.20978708573,5.605099593919256e-06
38312.74356454728,7.104406069658975e-06
38746.27734200883,8.442248771088263e-06
39179.81111947037,1.017221778155734e-05
39613.344896931914,1.2778704423996986e-05
40046.87867439346,1.533905855949097e-05
40480.41245185501,1.7830213934566494e-05
40913.94622931655,1.942178542419759e-05
41347.480006778096,2.0898025646464386e-05
41781.01378423964,2.4150367386145934e-05
42214.54756170119,2.6918317802896184e-05
42648.08133916273,2.8532955546000975e-05
43081.61511662428,3.291554370585506e-05
43515.148894085825,3.300780871974673e-05
43948.68267154737,3.637548172679348e-05
44382.21644900891,3.725199935876378e-05
44815.75022647046,3.842837828588264e-05
45249.28400393201,4.228044261586007e-05
45682.817781393554,4.200364757418504e-05
46116.351558855094,4.2349641376279544e-05
46549.88533631664,4.2810966445737205e-05
46983.41911377819,4.587877815763539e-05
47416.952891239736,4.758568091463218e-05
47850.486668701276,4.548665184859578e-05
48284.020446162824,4.747034964726679e-05
48717.55422362437,4.666303077571463e-05
49151.08800108592,4.7724078435468894e-05
49584.621778547466,4.857752981396689e-05
50018.155556009006,4.950017995288447e-05
50451.68933347055,4.634010322709378e-05
50885.2231109321,4.703209083128212e-05
51318.75688839364,4.8139270997981435e-05
51752.29066585519,4.825460226534602e-05
52185.824443316735,4.585571190416248e-05
52619.35822077828,4.6201705706256257e-05
53052.89199823983,4.774714468894182e-05
53486.42577570137,4.878512609522398e-05
53919.95955316292,4.72396871125376e-05
54353.493330624464,4.76087471681051e-05
54787.027108086004,4.8669794827858564e-05
55220.56088554755,4.804700598408976e-05
55654.0946630091,4.807007223756267e-05
56087.628440470646,4.783940970283349e-05
56521.16221793219,4.62478382132021e-05
56954.69599539373,4.8877391109115654e-05
57388.22977285528,4.4771597990935295e-05
57821.76355031683,4.37566828381276e-05
58255.29732777837,4.2857098952683036e-05
58688.831105239915,4.124246120957872e-05
59122.36488270146,4.151925625125375e-05
59555.89866016301,3.752879440043881e-05
59989.43243762456,3.787478820253259e-05
60422.966215086104,3.5683494122605304e-05
60856.499992547644,3.4714711476743304e-05
61290.03377000919,3.1001044667602804e-05
61723.56754747074,2.8048564223069673e-05
62157.10132493228,2.571887262230441e-05
62590.635102393826,2.387357234447091e-05
63024.16887985537,2.138241696939568e-05
63457.70265731692,1.8960460354739214e-05
63891.23643477846,1.6492371233137185e-05
64324.77021224001,1.4485607180992977e-05
64758.303989701555,1.2640306903159474e-05
65191.8377671631,1.1210199187838511e-05
65625.37154462465,9.041971361384303e-06
66058.90532208618,6.712279760619356e-06
66492.43909954774,5.974159649485956e-06
66925.97287700928,5.328304552244232e-06
67359.50665447082,3.644468048721285e-06
67793.04043193237,2.3296916007647157e-06
68226.57420939392,1.9144990382523207e-06
68660.10798685547,1.6146377431042583e-06
69093.64176431701,1.0379814062813786e-06
69527.17554177856,1.0610476597542626e-06
69960.7093192401,4.843913229312938e-07
70394.24309670166,4.61325069458375e-07
70827.77687416319,1.8453002778335e-07
71261.31065162474,2.5372878820211475e-07
71694.84442908628,2.0759628125626179e-07
72128.37820654783,4.613250694583905e-08
72561.91198400938,0.0
72995.44576147092,2.3066253472919525e-08
73428.97953893247,6.919876041875625e-08
73862.513316394,2.306625347291875e-08
