gwp_op,probability density
3259.548452392416,9.597902194209226e-06
3264.757924106992,3.8391608776840256e-06
3269.967395821568,1.1517482633051071e-05
3275.1768675361436,1.535664351073476e-05
3280.38633925072,2.6874126143785834e-05
3285.5958109652956,3.263286746031422e-05
3290.805282679871,4.0311189215678744e-05
3296.0147543944477,8.254195887019934e-05
3301.224226109023,0.00010749650457514333
3306.4336978235992,0.00018236014168999124
3311.6431695381752,0.0002245909113444959
3316.852641252751,0.0002783391636320676
3322.0621129673273,0.00040119231171794565
3327.271584681903,0.000602748257796392
3332.4810563964784,0.000719842664565692
3337.690528111055,0.0008772482605507233
3342.8999998256304,0.0010077797303920568
3348.109471540206,0.001240048963491832
3353.3189432547824,0.0015241468684404251
3358.528414969358,0.0016565979187205125
3363.737886683934,0.001942615404108117
3368.94735839851,0.0020904230978987695
3374.1568301130856,0.0022535874352003263
3379.366301827662,0.0022708636591499028
3384.5757735422376,0.0027488391884217625
3389.785245256813,0.002608709816386068
3394.9947169713896,0.002837139888608247
3400.204188685965,0.003111639891362903
3405.4136604005407,0.003161548982772519
3410.623132115117,0.00306940912170811
3415.8326038296927,0.0032133776546212486
3421.0420755442688,0.003171146884967005
3426.2515472588448,0.0032210559763766163
3431.4610189734203,0.0032248951372543
3436.670490687997,0.0033074370961244993
3441.8799624025723,0.003345828704901628
3447.089434117148,0.0034053356985054334
3452.2989058317244,0.003184583948038621
3457.5083775463,0.0033592657679735226
3462.7178492608755,0.0032479301025204023
3467.927320975452,0.003295919613491448
3473.1367926900275,0.0033803811528004893
3478.3462644046035,0.003282482550419842
3483.5557361191795,0.0032114580741824075
3488.765207833755,0.0032517692633980857
3493.9746795483316,0.0033611853484120714
3499.184151262907,0.003255608424276054
3504.3936229774827,0.0032133776546212486
3509.603094692059,0.0033285524809517596
3514.8125664066347,0.0032402517807653174
3520.0220381212102,0.003334311222268285
3525.2315098357867,0.00320377975242704
3530.4409815503623,0.003397657376750066
3535.6504532649387,0.0034360489855269033
3540.8599249795143,0.0033592657679735226
3546.06939669409,0.0032325734590096674
3551.2788684086663,0.003274804228664188
3556.488340123242,0.0033669440897288903
3561.6978118378174,0.0032248951372543
3566.907283552394,0.003334311222268285
3572.1167552669694,0.003174986045844689
3577.326226981545,0.0033515874462178618
3582.5356986961215,0.0032556084242757696
3587.745170410697,0.0033074370961244993
3592.9546421252735,0.0032882412917360805
3598.164113839849,0.0033016783548082624
3603.3735855544246,0.0031346748566287333
3608.583057269001,0.003067489541269269
3613.7925289835766,0.0031557902414562694
3619.002000698152,0.002912003525723079
3624.2114724127287,0.002938877651866865
3629.420944127304,0.002764195831932257
3634.63041584188,0.0025146503748830367
3639.8398875564562,0.0024436258986456688
3645.049359271032,0.002343807715825893
3650.2588309856083,0.002046272747805407
3655.468302700184,0.0019234195997196969
3660.6777744147594,0.0017276223949576606
3665.887246129336,0.001426248266059491
3671.0967178439114,0.0012803601527076225
3676.306189558487,0.0011306328784778468
3681.5156612730634,0.0009098811280110347
3686.725132987639,0.0006756923144723296
3691.934604702215,0.0005681958098972357
3697.144076416791,0.00039735315084026197
3702.3535481313666,0.00033400699635848104
3707.563019845943,0.00025722377880480727
3712.7724915605186,0.00015740559598504506
3717.981963275094,0.00013629021115777102
3723.1914349896706,8.062237843135749e-05
3728.400906704246,5.95069936041024e-05
3733.6103784188217,2.495454570494399e-05
3738.819850133398,3.647202833799506e-05
3744.0293218479737,1.1517482633051071e-05
3749.2387935625497,3.8391608776840256e-06
3754.4482652771258,5.758741316525536e-06
3759.6577369917013,0.0
3764.867208706278,1.919580438841845e-06
3770.0766804208533,0.0
3775.286152135429,1.919580438841845e-06
