gwp_op,probability density
27062.700654265867,1.2907058209314854e-06
27085.943750805363,1.720941094575314e-06
27109.186847344863,2.5814116418625664e-06
27132.42994388436,3.441882189150628e-06
27155.673040423855,4.732588010082114e-06
27178.91613696335,8.60470547287657e-06
27202.159233502847,1.419776403024634e-05
27225.402330042343,1.6348940398465482e-05
27248.64542658184,1.9790822587613014e-05
27271.88852312134,1.763964621939697e-05
27295.131619660835,3.527929243879394e-05
27318.37471620033,4.560493900624582e-05
27341.617812739827,5.3349173931834735e-05
27364.860909279327,7.529117288765819e-05
27388.104005818823,8.776799582334101e-05
27411.34710235832,0.00010282623040087501
27434.590198897815,0.00011960540607298432
27457.83329543731,0.00012648917045128557
27481.076391976807,0.00017725693274125732
27504.319488516303,0.00019188493204511749
27527.562585055803,0.00021124551935911977
27550.8056815953,0.00025297834090257115
27574.048778134795,0.0002818041042367076
27597.29187467429,0.0003170833966755016
27620.534971213787,0.0003381649250840492
27643.778067753286,0.0003768860997119347
27667.021164292782,0.0003773163349856376
27690.26426083228,0.00045088656677873224
27713.507357371775,0.00047411927155549896
27736.75045391127,0.0004853053886702385
27759.993550450767,0.0005773757372299275
27783.236646990266,0.0005627477379261276
27806.479743529762,0.0006298644406145649
27829.72284006926,0.0006535273806649756
27852.965936608754,0.0007180626717115497
27876.20903314825,0.0007154812600696867
27899.45212968775,0.0007946445504200268
27922.695226227246,0.0007838886685790556
27945.938322766742,0.0008226098432070001
27969.18141930624,0.000825191254848863
27992.424515845734,0.0008918777222636563
28015.66761238523,0.0008471332538045657
28038.91070892473,0.0008867148989799306
28062.153805464226,0.0009254360736078751
28085.396902003722,0.0008983312513683138
28108.639998543218,0.0009430757198272719
28131.883095082714,0.0009284477205233818
28155.126191622214,0.0009512501900263558
28178.36928816171,0.0009719014831614085
28201.612384701206,0.000988680658833518
28224.855481240702,0.0009994365406746136
28248.098577780198,0.001001157481769189
28271.341674319694,0.0009792154828132003
28294.584770859194,0.000950819954752861
28317.82786739869,0.0009473780725637103
28341.070963938186,0.0009594246602257375
28364.31406047768,0.0009275872499760942
28387.557157017178,0.0009211337208714367
28410.800253556677,0.0009103778390301986
28434.043350096174,0.0008738078407706157
28457.28644663567,0.0008411099599736847
28480.529543175166,0.0008230400784806439
28503.77263971466,0.0008226098432070001
28527.015736254158,0.0007727025514641951
28550.258832793657,0.0007903421976837129
28573.501929333153,0.0007116091426068922
28596.74502587265,0.0006733182032525916
28619.988122412145,0.0006690158505161533
28643.23121895164,0.0006229806762362637
28666.47431549114,0.0005803873841454337
28689.717412030637,0.0005373638567811417
28712.960508570133,0.0005184335047408134
28736.20360510963,0.00047153785991363597
28759.446701649125,0.0004594912722516088
28782.68979818862,0.00041775845070809206
28805.93289472812,0.0003794675113538567
28829.175991267617,0.0003433277483677751
28852.419087807113,0.00029040880970958424
28875.66218434661,0.00028782739806772125
28898.905280886105,0.0002374898710513933
28922.148377425605,0.0002250130481156871
28945.3914739651,0.0001888732851296407
28968.634570504597,0.00015316375741720293
28991.877667044093,0.00014584975776525786
29015.12076358359,0.00011659375915747752
29038.363860123085,0.00010669834786366947
29061.60695666258,8.346564308688966e-05
29084.85005320208,6.539576159386193e-05
29108.093149741577,5.248870338454707e-05
29131.336246281073,4.259329209073902e-05
29154.57934282057,3.2697880796930965e-05
29177.822439360065,3.1837410249643305e-05
29201.065535899565,1.9360587313969252e-05
29224.30863243906,1.5918705124821653e-05
29247.551728978557,1.2046587662027198e-05
29270.794825518053,6.883764378301256e-06
29294.03792205755,6.883764378301256e-06
29317.281018597045,4.302352736437611e-06
29340.524115136544,3.872117462794456e-06
29363.76721167604,1.2907058209314854e-06
