cost,cumulative probability
43339.29726966882,1e-05
43469.32733059891,5.9999999999999995e-05
43599.357391529,0.00010999999999999999
43729.387452459094,0.00024
43859.417513389184,0.00038
43989.447574319274,0.00067
44119.47763524937,0.00113
44249.50769617946,0.00164
44379.53775710955,0.00248
44509.56781803964,0.00345
44639.59787896973,0.00449
44769.62793989982,0.00593
44899.65800082991,0.007690000000000001
45029.68806176,0.01006
45159.718122690094,0.01261
45289.748183620184,0.01566
45419.77824455028,0.0191
45549.80830548037,0.02342
45679.83836641046,0.02818
45809.86842734055,0.03354
45939.89848827064,0.03978
46069.92854920073,0.046560000000000004
46199.95861013082,0.05382000000000001
46329.98867106091,0.06198000000000001
46460.018731991004,0.07123
46590.048792921094,0.08098
46720.078853851184,0.09136999999999999
46850.108914781275,0.10339999999999999
46980.138975711365,0.11607999999999999
47110.16903664146,0.12913999999999998
47240.19909757155,0.14377999999999996
47370.22915850164,0.15838999999999998
47500.25921943173,0.17465999999999998
47630.28928036182,0.19143
47760.31934129191,0.20948999999999998
47890.349402222004,0.22766999999999998
48020.379463152094,0.24659999999999999
48150.409524082184,0.26668
48280.43958501228,0.2869
48410.46964594237,0.30885
48540.49970687246,0.33037
48670.52976780255,0.35208
48800.55982873264,0.37491
48930.58988966273,0.39788
49060.61995059282,0.42124
49190.650011522914,0.44502
49320.680072453004,0.46832
49450.710133383094,0.49162
49580.740194313184,0.51563
49710.770255243275,0.53935
49840.800316173365,0.56269
49970.83037710346,0.58625
50100.86043803355,0.60887
50230.89049896364,0.6318
50360.92055989373,0.6536500000000001
50490.95062082382,0.67608
50620.980681753914,0.6969
50751.010742684004,0.71754
50881.040803614094,0.737
51011.070864544185,0.75627
51141.10092547428,0.77467
51271.13098640437,0.7926799999999999
51401.16104733446,0.80968
51531.19110826455,0.82512
51661.22116919464,0.84093
51791.25123012473,0.85539
51921.281291054824,0.86909
52051.311351984914,0.8819600000000001
52181.341412915004,0.89402
52311.371473845094,0.9052600000000001
52441.401534775185,0.9154700000000001
52571.431595705275,0.9249200000000001
52701.461656635365,0.9337000000000001
52831.491717565455,0.9417700000000001
52961.52177849555,0.9490600000000001
53091.55183942564,0.9555500000000001
53221.58190035573,0.9616400000000002
53351.611961285824,0.9671600000000001
53481.642022215914,0.9720500000000001
53611.672083146004,0.97618
53741.702144076095,0.98007
53871.732205006185,0.98359
54001.76226593628,0.9864499999999999
54131.79232686637,0.98886
54261.82238779646,0.9910599999999999
54391.85244872655,0.99283
54521.88250965664,0.99451
54651.91257058673,0.99561
54781.942631516824,0.99672
54911.972692446914,0.99751
55042.002753377004,0.99816
55172.032814307095,0.9987400000000001
55302.062875237185,0.99909
55432.092936167275,0.99941
55562.122997097365,0.99963
55692.153058027456,0.9997400000000001
55822.183118957546,0.9999000000000001
55952.21317988764,0.9999200000000001
56082.243240817734,0.9999600000000002
56212.273301747824,1.0000000000000002
