gwp_op,cumulative probability
3155.202261923187,4e-05
3160.723780835232,6e-05
3166.2452997472765,0.00014000000000000001
3171.766818659321,0.00016
3177.288337571366,0.00029
3182.8098564834104,0.00043000000000000004
3188.3313753954553,0.0006600000000000001
3193.8528943075,0.00103
3199.3744132195443,0.0013800000000000002
3204.8959321315892,0.0019000000000000002
3210.4174510436337,0.00283
3215.9389699556787,0.00425
3221.460488867723,0.00602
3226.9820077797676,0.00831
3232.5035266918126,0.01111
3238.025045603857,0.014669999999999999
3243.546564515902,0.0187
3249.0680834279465,0.023780000000000003
3254.589602339991,0.029910000000000003
3260.111121252036,0.03692
3265.6326401640804,0.04447
3271.1541590761253,0.05356
3276.67567798817,0.06363
3282.1971969002143,0.07419
3287.7187158122592,0.08604
3293.2402347243037,0.09845000000000001
3298.7617536363487,0.11253
3304.283272548393,0.12647
3309.8047914604376,0.1411
3315.3263103724826,0.1567
3320.847829284527,0.1728
3326.369348196572,0.18987
3331.8908671086165,0.20592000000000002
3337.412386020661,0.22313000000000002
3342.933904932706,0.24072000000000002
3348.4554238447504,0.25867
3353.9769427567953,0.27677
3359.49846166884,0.29495000000000005
3365.0199805808843,0.31288000000000005
3370.5414994929292,0.33105000000000007
3376.0630184049737,0.34885000000000005
3381.5845373170187,0.36744000000000004
3387.106056229063,0.38527000000000006
3392.6275751411076,0.40310000000000007
3398.1490940531526,0.42092000000000007
3403.670612965197,0.43899000000000005
3409.192131877242,0.45692000000000005
3414.7136507892865,0.47469000000000006
3420.235169701331,0.49282000000000004
3425.756688613376,0.5113000000000001
3431.2782075254204,0.5290900000000001
3436.7997264374653,0.5469200000000001
3442.32124534951,0.56474
3447.8427642615543,0.58242
3453.3642831735992,0.60136
3458.8858020856437,0.6191
3464.4073209976887,0.63777
3469.928839909733,0.65511
3475.4503588217776,0.6735
3480.9718777338226,0.692
3486.493396645867,0.7097699999999999
3492.014915557912,0.7263399999999999
3497.5364344699565,0.7444799999999999
3503.057953382001,0.7627599999999999
3508.579472294046,0.7805299999999998
3514.1009912060904,0.7978199999999999
3519.6225101181353,0.8150999999999998
3525.14402903018,0.8312399999999999
3530.6655479422243,0.8469399999999999
3536.1870668542692,0.86257
3541.7085857663137,0.87718
3547.2301046783587,0.8911399999999999
3552.751623590403,0.90453
3558.2731425024476,0.9165899999999999
3563.7946614144926,0.92824
3569.316180326537,0.9385
3574.837699238582,0.94843
3580.3592181506265,0.95726
3585.880737062671,0.965
3591.402255974716,0.97163
3596.9237748867604,0.97761
3602.4452937988053,0.98243
3607.96681271085,0.9864200000000001
3613.4883316228943,0.98965
3619.0098505349392,0.9922000000000001
3624.5313694469837,0.9944900000000001
3630.0528883590287,0.9960100000000001
3635.574407271073,0.9970800000000001
3641.0959261831176,0.9979800000000001
3646.6174450951626,0.9985900000000001
3652.138964007207,0.9990700000000001
3657.660482919252,0.9994500000000002
3663.1820018312965,0.9996600000000002
3668.703520743341,0.9998500000000002
3674.225039655386,0.9998800000000002
3679.746558567431,0.9999400000000002
3685.2680774794753,0.9999600000000002
3690.78959639152,0.9999800000000002
3696.3111153035643,0.9999900000000002
3701.8326342156092,1.0000000000000002
