folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_PV,f_WIND_ONSHORE,f_WIND_OFFSHORE,f_CCGT_AMMONIA,f_HYDRO_RIVER,f_CCGT,f_COAL_IGCC,f_COAL_US,f_GEOTHERMAL,f_NUCLEAR
138_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.263999999999996,521.292091,59.17499,10.0,6.0,1.035808,0.115,8e-06,0.0,0.0,0.0,0.0
139_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.273999999999995,520.83569,59.17499,10.0,6.0,1.03255,0.115,8e-06,0.0,0.0,0.0,0.0
140_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.283999999999995,520.019867,59.174991,10.0,6.0,1.031939,0.115,6e-06,0.0,0.0,0.0,0.0
141_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2939999999999947,519.06978,59.174991,10.0,6.0,1.031946,0.115,7e-06,0.0,0.0,0.0,0.0
142_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3039999999999945,519.196352,59.174988,10.0,6.0,1.031642,0.115,7e-06,0.0,0.0,0.0,0.0
143_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3139999999999943,519.12613,59.174988,10.0,6.0,1.031683,0.115,8e-06,0.0,0.0,0.0,0.0
144_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.323999999999994,518.389223,59.174989,10.0,6.0,1.034504,0.115,7e-06,0.0,0.0,0.0,0.0
145_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.333999999999994,515.686732,59.174974,10.0,6.0,1.03215,0.115,1.6e-05,0.0,0.0,0.0,0.0
146_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3439999999999936,515.140428,59.174989,10.0,6.0,1.04014,0.115,7e-06,0.0,0.0,0.0,0.0
147_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.353999999999993,515.110133,59.174991,10.0,6.0,1.040052,0.115,6e-06,0.0,0.0,0.0,0.0
148_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.363999999999993,515.02307,59.17499,10.0,6.0,1.042161,0.115,7e-06,0.0,0.0,0.0,0.0
149_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.373999999999993,514.993659,59.17499,10.0,6.0,1.041268,0.115,8e-06,0.0,0.0,0.0,0.0
150_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.383999999999993,515.010712,59.174991,10.0,6.0,1.041962,0.115,5e-06,0.0,0.0,0.0,0.0
151_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3939999999999926,512.684179,59.174988,10.0,6.0,1.039692,0.115,8e-06,0.0,0.0,0.0,0.0
152_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4039999999999924,512.550756,59.174991,10.0,6.0,1.040003,0.115,6e-06,0.0,0.0,0.0,0.0
153_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.413999999999992,508.719725,59.174985,10.0,6.0,1.037936,0.115,1e-05,0.0,0.0,0.0,0.0
154_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.423999999999992,508.559968,59.174987,10.0,6.0,1.038528,0.115,6e-06,0.0,0.0,0.0,0.0
155_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.433999999999992,508.550972,59.174996,10.0,6.0,1.038144,0.115,2e-06,0.0,0.0,0.0,0.0
156_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4439999999999915,508.627074,59.174991,10.0,6.0,1.039585,0.115,7e-06,0.0,0.0,0.0,0.0
157_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4539999999999917,498.944931,59.17499,10.0,6.0,1.044391,0.115,6e-06,0.0,0.0,0.0,0.0
158_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.463999999999991,495.928573,59.174987,10.0,6.0,1.050963,0.115,8e-06,0.0,0.0,0.0,0.0
159_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.473999999999991,489.727117,59.174995,10.0,6.0,1.054784,0.115,3e-06,0.0,0.0,0.0,0.0
160_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4839999999999907,489.716503,59.17499,10.0,6.0,1.052644,0.115,6e-06,0.0,0.0,0.0,0.0
161_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4939999999999904,488.175407,59.174904,10.0,6.0,1.056537,0.115,7.8e-05,0.0,0.0,0.0,0.0
162_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5039999999999902,487.612654,59.174994,10.0,6.0,1.05142,0.115,4e-06,0.0,0.0,0.0,0.0
163_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.51399999999999,487.659385,59.17499,10.0,6.0,1.052974,0.115,6e-06,0.0,0.0,0.0,0.0
164_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.52399999999999,480.439225,59.174993,10.0,6.0,1.051296,0.115,4e-06,0.0,0.0,0.0,0.0
165_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5339999999999896,480.027024,59.174986,10.0,6.0,1.049752,0.115,8e-06,0.0,0.0,0.0,0.0
166_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5439999999999894,480.184255,59.174993,10.0,6.0,1.052124,0.115,5e-06,0.0,0.0,0.0,0.0
167_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.553999999999989,478.457813,59.174998,10.0,6.0,1.049712,0.115,1e-06,0.0,0.0,0.0,0.0
168_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.563999999999989,475.51652,59.174993,10.0,6.0,1.050906,0.115,5e-06,0.0,0.0,0.0,0.0
169_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5739999999999887,472.189173,59.17499,10.0,6.0,1.049593,0.115,6e-06,0.0,0.0,0.0,0.0
170_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5839999999999885,472.16847,59.174989,10.0,6.0,1.050066,0.115,7e-06,0.0,0.0,0.0,0.0
171_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.5939999999999883,471.892085,59.174994,10.0,6.0,1.048275,0.115,3e-06,0.0,0.0,0.0,0.0
172_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.603999999999988,460.676287,59.17499,10.0,6.0,1.047497,0.115,6e-06,0.0,0.0,0.0,0.0
173_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.613999999999988,460.890071,59.174936,10.0,6.0,1.048517,0.115,4.3e-05,0.0,0.0,0.0,0.0
174_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.623999999999988,460.724698,59.174989,10.0,6.0,1.047538,0.115,7e-06,0.0,0.0,0.0,0.0
175_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6339999999999875,459.344931,59.174992,10.0,6.0,1.046509,0.115,6e-06,0.0,0.0,0.0,0.0
176_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6439999999999872,458.332061,59.174997,10.0,6.0,1.045706,0.115,2e-06,0.0,0.0,0.0,0.0
177_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.653999999999987,458.541438,59.174995,10.0,6.0,1.044827,0.115,3e-06,0.0,0.0,0.0,0.0
178_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.663999999999987,457.53926,59.174997,10.0,6.0,1.045164,0.115,2e-06,0.0,0.0,0.0,0.0
179_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6739999999999866,454.00012,59.174977,10.0,6.0,1.052222,0.115,1.4e-05,0.0,0.0,0.0,0.0
180_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.6839999999999864,450.005492,59.174998,10.0,6.0,1.04462,0.115,1e-06,0.0,0.0,0.0,0.0
181_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.693999999999986,439.158691,59.174997,10.0,6.0,1.047656,0.115,1e-06,0.0,0.0,0.0,0.0
182_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.703999999999986,439.472162,59.174989,10.0,6.0,1.051258,0.115,8e-06,0.0,0.0,0.0,0.0
183_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7139999999999858,439.453001,59.174991,10.0,6.0,1.048848,0.115,7e-06,0.0,0.0,0.0,0.0
184_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.723999999999985,432.84605,59.174989,10.0,6.0,1.054317,0.115,9e-06,0.0,0.0,0.0,0.0
185_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7339999999999853,429.879181,59.174954,10.0,6.0,1.068265,0.115,3.3e-05,0.0,0.0,0.0,0.0
186_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.743999999999985,429.462303,59.174987,10.0,6.0,1.067091,0.115,1e-05,0.0,0.0,0.0,0.0
187_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.753999999999985,429.386341,59.174987,10.0,6.0,1.06787,0.115,7e-06,0.0,0.0,0.0,0.0
188_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7639999999999847,429.369579,59.174986,10.0,6.0,1.068266,0.115,1e-05,0.0,0.0,0.0,0.0
189_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7739999999999845,429.37486,59.174985,10.0,6.0,1.067336,0.115,9e-06,0.0,0.0,0.0,0.0
190_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.7839999999999843,429.339445,59.174982,10.0,6.0,1.069877,0.115,1e-05,0.0,0.0,0.0,0.0
191_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.793999999999984,419.973888,59.174991,10.0,6.0,1.099063,0.115,6e-06,0.0,0.0,0.0,0.0
192_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.803999999999984,418.898059,59.174986,10.0,6.0,1.103643,0.115,8e-06,0.0,0.0,0.0,0.0
193_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.813999999999984,413.497115,59.174985,10.0,6.0,1.12007,0.115,9e-06,0.0,0.0,0.0,0.0
194_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8239999999999834,413.497832,59.17499,10.0,6.0,1.121467,0.115,6e-06,0.0,0.0,0.0,0.0
195_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.833999999999983,413.436884,59.174991,10.0,6.0,1.125692,0.115,5e-06,0.0,0.0,0.0,0.0
196_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.843999999999983,413.328821,59.174989,10.0,6.0,1.137394,0.115,7e-06,0.0,0.0,0.0,0.0
197_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8539999999999828,413.342664,59.174983,10.0,6.0,1.137163,0.115,1.1e-05,0.0,0.0,0.0,0.0
198_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8639999999999826,413.359317,59.174986,10.0,6.0,1.132297,0.115,9e-06,0.0,0.0,0.0,0.0
199_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.8739999999999823,413.325806,59.174992,10.0,6.0,1.137782,0.115,4e-06,0.0,0.0,0.0,0.0
200_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.883999999999982,413.32232,59.174989,10.0,6.0,1.137522,0.115,7e-06,0.0,0.0,0.0,0.0
201_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.893999999999982,402.679693,59.174991,10.0,6.0,1.143186,0.115,6e-06,0.0,0.0,0.0,0.0
202_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9039999999999817,388.119436,59.174975,10.0,6.0,1.158992,0.115,1.4e-05,0.0,0.0,0.0,0.0
203_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.913999999999981,386.575987,59.174987,10.0,6.0,1.160652,0.115,8e-06,0.0,0.0,0.0,0.0
204_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9239999999999813,382.257214,59.174987,10.0,6.0,1.164261,0.115,8e-06,0.0,0.0,0.0,0.0
205_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.933999999999981,382.088197,59.174977,10.0,6.0,1.164292,0.115,1.6e-05,0.0,0.0,0.0,0.0
206_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.943999999999981,382.224028,59.174994,10.0,6.0,1.164183,0.115,5e-06,0.0,0.0,0.0,0.0
207_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9539999999999806,381.988755,59.174983,10.0,6.0,1.164131,0.115,9e-06,0.0,0.0,0.0,0.0
208_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.9639999999999804,379.01884,59.174995,10.0,6.0,1.166,0.115,3e-06,0.0,0.0,0.0,0.0
209_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.97399999999998,361.275102,59.174988,10.0,6.0,1.17273,0.115,7e-06,0.0,0.0,0.0,0.0
210_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.98399999999998,355.593386,59.174989,10.0,6.0,1.175458,0.115,8e-06,0.0,0.0,0.0,0.0
211_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,2.99399999999998,347.826668,59.174987,10.0,6.0,1.179706,0.115,1e-05,0.0,0.0,0.0,0.0
212_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.00399999999998,346.243491,59.174992,10.0,6.0,1.180601,0.115,6e-06,0.0,0.0,0.0,0.0
213_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.01399999999998,343.547088,59.174986,10.0,6.0,1.182316,0.115,1e-05,0.0,0.0,0.0,0.0
214_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.023999999999979,337.753543,59.174987,10.0,6.0,1.191216,0.115,8e-06,0.0,0.0,0.0,0.0
215_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.033999999999979,332.997624,59.174986,10.0,6.0,1.200204,0.115,9e-06,0.0,0.0,0.0,0.0
216_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0439999999999787,318.411827,59.174993,10.0,6.0,1.214984,0.115,4e-06,0.0,0.0,0.0,0.0
217_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0539999999999785,316.870455,59.174966,10.0,6.0,1.219114,0.115,2.4e-05,0.0,0.0,0.0,0.0
218_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0639999999999783,315.130985,59.174986,10.0,6.0,1.220349,0.115,9e-06,0.0,0.0,0.0,0.0
219_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.073999999999978,309.639135,59.174982,10.0,6.0,1.229916,0.115,1.1e-05,0.0,0.0,0.0,0.0
220_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.083999999999978,305.693407,59.174989,10.0,6.0,1.237585,0.115,7e-06,0.0,0.0,0.0,0.0
221_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.0939999999999777,300.166228,59.174994,10.0,6.0,1.248255,0.115,4e-06,0.0,0.0,0.0,0.0
222_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.103999999999977,295.865575,59.174995,10.0,6.0,1.255976,0.115,4e-06,0.0,0.0,0.0,0.0
223_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.113999999999977,291.986004,59.174987,10.0,6.0,1.262668,0.115,9e-06,0.0,0.0,0.0,0.0
224_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.123999999999977,285.594276,59.174992,10.0,6.0,1.273506,0.115,6e-06,0.0,0.0,0.0,0.0
225_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.133999999999977,270.526919,59.174989,10.0,6.0,1.303028,0.115,9e-06,0.0,0.0,0.0,0.0
226_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1439999999999766,258.260482,59.174992,10.0,6.0,1.327256,0.115,6e-06,0.0,0.0,0.0,0.0
227_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1539999999999764,255.45648,59.174979,10.0,6.0,1.333722,0.115,1.8e-05,0.0,0.0,0.0,0.0
228_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.163999999999976,247.573573,59.174986,10.0,6.0,1.34821,0.115,1.1e-05,0.0,0.0,0.0,0.0
229_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.173999999999976,229.147029,59.17499,10.0,6.0,1.38429,0.115,7e-06,0.0,0.0,0.0,0.0
230_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.183999999999976,229.105313,59.174992,10.0,6.0,1.384255,0.115,7e-06,0.0,0.0,0.0,0.0
231_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.1939999999999755,225.162552,59.174989,10.0,6.0,1.391897,0.115,9e-06,0.0,0.0,0.0,0.0
232_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2039999999999758,218.870836,59.174996,10.0,6.0,1.402932,0.115,3e-06,0.0,0.0,0.0,0.0
233_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.213999999999975,218.973433,59.174988,10.0,6.0,1.403057,0.115,1e-05,0.0,0.0,0.0,0.0
234_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.223999999999975,219.020995,59.17499,10.0,6.0,1.403174,0.115,8e-06,0.0,0.0,0.0,0.0
235_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2339999999999747,219.036747,59.174988,10.0,6.0,1.40314,0.115,9e-06,0.0,0.0,0.0,0.0
236_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2439999999999745,218.975208,59.174985,10.0,6.0,1.403234,0.115,1.2e-05,0.0,0.0,0.0,0.0
237_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2539999999999742,218.838076,59.174995,10.0,6.0,1.403022,0.115,3e-06,0.0,0.0,0.0,0.0
238_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.263999999999974,216.566096,59.174989,10.0,6.0,1.407009,0.115,8e-06,0.0,0.0,0.0,0.0
239_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.273999999999974,215.892244,59.174995,10.0,6.0,1.407949,0.115,4e-06,0.0,0.0,0.0,0.0
240_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2839999999999736,212.940927,59.175,10.0,6.0,1.415352,0.115,0.0,0.0,0.0,0.0,0.0
241_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.2939999999999734,212.307457,59.17499,10.0,6.0,1.417414,0.115,7e-06,0.0,0.0,0.0,0.0
242_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.303999999999973,205.714908,59.174988,10.0,6.0,1.436123,0.115,9e-06,0.0,0.0,0.0,0.0
243_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.313999999999973,202.32492,59.17499,10.0,6.0,1.446489,0.115,9e-06,0.0,0.0,0.0,0.0
244_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3239999999999728,195.811168,59.174996,10.0,6.0,1.468106,0.115,3e-06,0.0,0.0,0.0,0.0
245_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3339999999999725,191.971648,59.17499,10.0,6.0,1.464774,0.115,8e-06,0.0,0.0,0.0,0.0
246_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3439999999999723,191.745043,59.174991,10.0,6.0,1.455535,0.115,8e-06,0.0,0.0,0.0,0.0
247_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.353999999999972,191.713559,59.174995,10.0,6.0,1.454676,0.115,4e-06,0.0,0.0,0.0,0.0
248_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.363999999999972,186.504536,59.17499,10.0,6.0,1.455484,0.115,8e-06,0.0,0.0,0.0,0.0
249_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.373999999999972,186.419736,59.174996,10.0,6.0,1.455328,0.115,3e-06,0.0,0.0,0.0,0.0
250_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3839999999999715,176.021859,59.174989,10.0,6.0,1.475359,0.115,8e-06,0.0,0.0,0.0,0.0
251_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.3939999999999717,170.938948,59.174997,10.0,6.0,1.481695,0.115,2e-06,0.0,0.0,0.0,0.0
252_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.403999999999971,170.547214,59.174935,10.0,6.0,1.48363,0.115,4.2e-05,0.0,0.0,0.0,0.0
253_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.413999999999971,170.486794,59.174994,10.0,6.0,1.482708,0.115,5e-06,0.0,0.0,0.0,0.0
254_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.42399999999997,158.219207,59.174932,10.0,6.0,1.492411,0.115,5.8e-05,0.0,0.0,0.0,0.0
255_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4339999999999704,157.22067,59.174995,10.0,6.0,1.491831,0.115,4e-06,0.0,0.0,0.0,0.0
256_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.44399999999997,156.289157,59.174991,10.0,6.0,1.492623,0.115,7e-06,0.0,0.0,0.0,0.0
257_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.45399999999997,156.280838,59.174985,10.0,6.0,1.492631,0.115,1e-05,0.0,0.0,0.0,0.0
258_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4639999999999698,154.898356,59.174869,10.0,6.0,1.496161,0.115,0.000111,0.0,0.0,0.0,0.0
259_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4739999999999696,154.410811,59.174993,10.0,6.0,1.494044,0.115,6e-06,0.0,0.0,0.0,0.0
260_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.4839999999999693,152.751945,59.174997,10.0,6.0,1.497909,0.115,3e-06,0.0,0.0,0.0,0.0
261_Techno_TS_DHN_SEASONAL_gwp3,TS_DHN_SEASONAL,3.493999999999969,152.748473,59.174996,10.0,6.0,1.498015,0.115,4e-06,0.0,0.0,0.0,0.0
262_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.503999999999969,152.711514,59.174993,10.0,6.0,1.498202,0.115,6e-06,0.0,0.0,0.0,0.0
263_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5139999999999687,151.659917,59.174997,10.0,6.0,1.504625,0.115,3e-06,0.0,0.0,0.0,0.0
264_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5239999999999685,150.448933,59.174994,10.0,6.0,1.507872,0.115,5e-06,0.0,0.0,0.0,0.0
265_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5339999999999683,148.749486,59.174893,10.0,6.0,1.514293,0.115,9.7e-05,0.0,0.0,0.0,0.0
266_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.543999999999968,148.988246,59.174988,10.0,6.0,1.511913,0.115,1.1e-05,0.0,0.0,0.0,0.0
267_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.553999999999968,147.73449,59.174994,10.0,6.0,1.514809,0.115,5e-06,0.0,0.0,0.0,0.0
268_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.563999999999968,145.527355,59.174996,10.0,6.0,1.519944,0.115,3e-06,0.0,0.0,0.0,0.0
269_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.5739999999999674,143.453003,59.174993,10.0,6.0,1.524475,0.115,5e-06,0.0,0.0,0.0,0.0
270_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.583999999999967,142.142485,59.174996,10.0,6.0,1.527179,0.115,4e-06,0.0,0.0,0.0,0.0
271_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.593999999999967,138.814058,59.174987,10.0,6.0,1.533815,0.115,1e-05,0.0,0.0,0.0,0.0
272_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.603999999999967,138.80115,59.174995,10.0,6.0,1.533637,0.115,4e-06,0.0,0.0,0.0,0.0
273_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.613999999999967,138.804148,59.174986,10.0,6.0,1.533835,0.115,1e-05,0.0,0.0,0.0,0.0
274_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6239999999999664,137.68252,59.174995,10.0,6.0,1.535835,0.115,4e-06,0.0,0.0,0.0,0.0
275_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.633999999999966,135.557619,59.174997,10.0,6.0,1.539974,0.115,3e-06,0.0,0.0,0.0,0.0
276_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.643999999999966,135.495427,59.174992,10.0,6.0,1.540295,0.115,6e-06,0.0,0.0,0.0,0.0
277_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6539999999999657,132.907354,59.174987,10.0,6.0,1.544371,0.115,1.1e-05,0.0,0.0,0.0,0.0
278_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.6639999999999655,132.157175,59.174988,10.0,6.0,1.545515,0.115,9e-06,0.0,0.0,0.0,0.0
279_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.673999999999965,132.150599,59.174996,10.0,6.0,1.545339,0.115,3e-06,0.0,0.0,0.0,0.0
280_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.683999999999965,129.126903,59.174991,10.0,6.0,1.551357,0.115,8e-06,0.0,0.0,0.0,0.0
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,59.174995,10.0,6.0,1.549683,0.115,4e-06,0.0,0.0,0.0,0.0
