folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_PV,f_WIND_ONSHORE,f_WIND_OFFSHORE,f_CCGT_AMMONIA,f_HYDRO_RIVER,f_CCGT,f_COAL_IGCC,f_COAL_US,f_GEOTHERMAL,f_NUCLEAR
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,59.17499,10.0,6.0,1.549648,0.115,7e-06,0.0,0.0,0.0,0.0
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,59.174991,10.0,6.0,1.549234,0.115,7e-06,0.0,0.0,0.0,0.0
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,59.174992,10.0,6.0,1.548791,0.115,7e-06,0.0,0.0,0.0,0.0
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,59.174994,10.0,6.0,1.547422,0.115,6e-06,0.0,0.0,0.0,0.0
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,59.174996,10.0,6.0,1.547873,0.115,3e-06,0.0,0.0,0.0,0.0
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,59.174996,10.0,6.0,1.547917,0.115,3e-06,0.0,0.0,0.0,0.0
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,59.174991,10.0,6.0,1.549054,0.115,7e-06,0.0,0.0,0.0,0.0
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,59.174995,10.0,6.0,1.548825,0.115,3e-06,0.0,0.0,0.0,0.0
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,59.174996,10.0,6.0,1.548868,0.115,4e-06,0.0,0.0,0.0,0.0
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,59.174989,10.0,6.0,1.548612,0.115,1.1e-05,0.0,0.0,0.0,0.0
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,59.174994,10.0,6.0,1.547078,0.115,5e-06,0.0,0.0,0.0,0.0
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,59.174988,10.0,6.0,1.546873,0.115,9e-06,0.0,0.0,0.0,0.0
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,59.174994,10.0,6.0,1.546634,0.115,4e-06,0.0,0.0,0.0,0.0
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,59.17499,10.0,6.0,1.546707,0.115,9e-06,0.0,0.0,0.0,0.0
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,59.174996,10.0,6.0,1.545148,0.115,3e-06,0.0,0.0,0.0,0.0
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,59.174986,10.0,6.0,1.521485,0.115,1.1e-05,0.0,0.0,0.0,0.0
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,59.174989,10.0,6.0,1.521433,0.115,9e-06,0.0,0.0,0.0,0.0
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,59.174984,10.0,6.0,1.521967,0.115,1.4e-05,0.0,0.0,0.0,0.0
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,59.174995,10.0,6.0,1.530418,0.115,5e-06,0.0,0.0,0.0,0.0
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,59.174987,10.0,6.0,1.530798,0.115,1.1e-05,0.0,0.0,0.0,0.0
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,59.174991,10.0,6.0,1.530645,0.115,9e-06,0.0,0.0,0.0,0.0
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,59.17499,10.0,6.0,1.530667,0.115,9e-06,0.0,0.0,0.0,0.0
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,59.174987,10.0,6.0,1.533965,0.115,1.2e-05,0.0,0.0,0.0,0.0
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,59.174989,10.0,6.0,1.539629,0.115,1e-05,0.0,0.0,0.0,0.0
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,59.174993,10.0,6.0,1.542738,0.115,6e-06,0.0,0.0,0.0,0.0
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,59.174994,10.0,6.0,1.54652,0.115,5e-06,0.0,0.0,0.0,0.0
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,59.174988,10.0,6.0,1.546749,0.115,1e-05,0.0,0.0,0.0,0.0
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,59.174995,10.0,6.0,1.546537,0.115,5e-06,0.0,0.0,0.0,0.0
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,59.174992,10.0,6.0,1.54752,0.115,7e-06,0.0,0.0,0.0,0.0
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,59.17499,10.0,6.0,1.54695,0.115,8e-06,0.0,0.0,0.0,0.0
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,59.174997,10.0,6.0,1.546757,0.115,2e-06,0.0,0.0,0.0,0.0
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,59.174987,10.0,6.0,1.547867,0.115,1.1e-05,0.0,0.0,0.0,0.0
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,59.174997,10.0,6.0,1.548282,0.115,3e-06,0.0,0.0,0.0,0.0
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,59.174988,10.0,6.0,1.547896,0.115,1.1e-05,0.0,0.0,0.0,0.0
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,59.174986,10.0,6.0,1.548034,0.115,1.2e-05,0.0,0.0,0.0,0.0
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,59.174997,10.0,6.0,1.548745,0.115,3e-06,0.0,0.0,0.0,0.0
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,59.174989,10.0,6.0,1.547991,0.115,1e-05,0.0,0.0,0.0,0.0
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,59.17499,10.0,6.0,1.548939,0.115,8e-06,0.0,0.0,0.0,0.0
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,59.17499,10.0,6.0,1.548273,0.115,9e-06,0.0,0.0,0.0,0.0
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,59.174996,10.0,6.0,1.547876,0.115,3e-06,0.0,0.0,0.0,0.0
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,59.174984,10.0,6.0,1.548106,0.115,1.4e-05,0.0,0.0,0.0,0.0
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,59.174995,10.0,6.0,1.55247,0.115,4e-06,0.0,0.0,0.0,0.0
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,59.174984,10.0,6.0,1.552136,0.115,1.3e-05,0.0,0.0,0.0,0.0
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,59.174986,10.0,6.0,1.551987,0.115,1.2e-05,0.0,0.0,0.0,0.0
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,59.174985,10.0,6.0,1.551828,0.115,1.3e-05,0.0,0.0,0.0,0.0
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,59.174989,10.0,6.0,1.551878,0.115,9e-06,0.0,0.0,0.0,0.0
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,59.17499,10.0,6.0,1.551952,0.115,8e-06,0.0,0.0,0.0,0.0
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,59.174998,10.0,6.0,1.552573,0.115,2e-06,0.0,0.0,0.0,0.0
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,59.174985,10.0,6.0,1.553686,0.115,1e-05,0.0,0.0,0.0,0.0
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,59.174998,10.0,6.0,1.55632,0.115,2e-06,0.0,0.0,0.0,0.0
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,59.174999,10.0,6.0,1.556376,0.115,1e-06,0.0,0.0,0.0,0.0
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,59.174992,10.0,6.0,1.559987,0.115,6e-06,0.0,0.0,0.0,0.0
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,59.174984,10.0,6.0,1.563575,0.115,1.3e-05,0.0,0.0,0.0,0.0
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,59.174998,10.0,6.0,1.563764,0.115,2e-06,0.0,0.0,0.0,0.0
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,59.174984,10.0,6.0,1.56418,0.115,1.3e-05,0.0,0.0,0.0,0.0
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,59.174992,10.0,6.0,1.568345,0.115,6e-06,0.0,0.0,0.0,0.0
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,59.174989,10.0,6.0,1.567433,0.115,9e-06,0.0,0.0,0.0,0.0
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,59.174998,10.0,6.0,1.567865,0.115,1e-06,0.0,0.0,0.0,0.0
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,59.174997,10.0,6.0,1.56886,0.115,2e-06,0.0,0.0,0.0,0.0
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,59.17499,10.0,6.0,1.580766,0.115,6e-06,0.0,0.0,0.0,0.0
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,59.174998,10.0,6.0,1.58172,0.115,1e-06,0.0,0.0,0.0,0.0
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,59.174997,10.0,6.0,1.582156,0.115,2e-06,0.0,0.0,0.0,0.0
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,59.174999,10.0,6.0,1.58213,0.115,1e-06,0.0,0.0,0.0,0.0
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,59.174993,10.0,6.0,1.582706,0.115,5e-06,0.0,0.0,0.0,0.0
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,59.174987,10.0,6.0,1.582839,0.115,1e-05,0.0,0.0,0.0,0.0
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,59.174994,10.0,6.0,1.582945,0.115,5e-06,0.0,0.0,0.0,0.0
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,59.174993,10.0,6.0,1.583631,0.115,5e-06,0.0,0.0,0.0,0.0
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,59.174991,10.0,6.0,1.588677,0.115,7e-06,0.0,0.0,0.0,0.0
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,59.174929,10.0,6.0,1.585991,0.115,6e-05,0.0,0.0,0.0,0.0
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,59.174946,10.0,6.0,1.594552,0.115,4.3e-05,0.0,0.0,0.0,0.0
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,59.17499,10.0,6.0,1.597504,0.115,7e-06,0.0,0.0,0.0,0.0
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,59.174987,10.0,6.0,1.597555,0.115,1e-05,0.0,0.0,0.0,0.0
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,59.17499,10.0,6.0,1.604846,0.115,8e-06,0.0,0.0,0.0,0.0
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,59.174994,10.0,6.0,1.598682,0.115,4e-06,0.0,0.0,0.0,0.0
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,59.174997,10.0,6.0,1.420014,0.115,2e-06,0.0,0.0,0.0,0.0
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,59.174992,10.0,6.0,1.483383,0.115,7e-06,0.0,0.0,0.0,0.0
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,59.174989,10.0,6.0,1.768274,0.115,1e-05,0.0,0.0,0.0,0.0
