folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_TRUCK_ELEC,f_BOAT_FREIGHT_DIESEL,f_TRUCK_FUEL_CELL,f_BOAT_FREIGHT_METHANOL,f_TRUCK_DIESEL,f_TRAIN_FREIGHT,f_TRUCK_NG,f_BOAT_FREIGHT_NG,f_TRUCK_METHANOL
16_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.044,913.739958,51.863088,27.985987,58.860658,18.042153,2.44376,7.73042,4.14348,2.166719,2.130265
17_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.054,913.737425,52.25669,28.137754,27.511472,8.624485,1.531732,7.73042,4.404676,2.035544,1.025498
18_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.064,901.662863,51.522337,28.067888,3.00688,20.09642,5.775115,7.73042,0.493786,2.34643,6.253728
19_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.074,896.983672,52.65401,28.06987,13.136469,11.053871,2.279237,7.73042,6.472282,1.976237,1.358546
20_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.084,893.286801,51.649112,28.362075,2.223526,1.917987,0.64089,7.730419,0.22152,1.636475,0.309841
21_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.094,891.25311,52.671919,28.000165,26.461081,12.321617,16.835777,7.730419,0.429615,2.501617,1.717583
22_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.104,891.281715,51.603575,28.291477,6.823199,5.11695,3.41887,7.73042,0.200849,1.798614,0.308322
23_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.114,891.237927,51.710046,28.392707,9.674224,5.926873,9.819641,7.730419,0.222927,1.434485,0.294755
24_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.124,886.879738,55.073364,28.037761,20.064643,8.275735,12.437038,7.73042,0.374019,2.078001,2.461642
25_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.134,886.930722,54.964594,28.477592,10.678962,3.146136,4.759704,7.730421,4.346437,1.745376,4.622702
26_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.144,882.603457,54.188627,28.391926,51.921189,2.389544,17.059086,7.730422,2.285298,3.631614,6.112519
27_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.154,882.241763,54.274003,28.017444,61.935191,24.806355,24.451202,7.73042,1.132684,3.561869,2.873379
28_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.164,882.311321,53.322749,27.977023,6.698441,15.979621,3.206469,7.73042,9.533597,2.413986,1.873127
29_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1740000000000002,870.473257,52.317996,28.460329,27.346787,1.648004,11.077465,7.73042,1.589419,1.375472,2.419276
30_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1840000000000002,870.436122,51.492656,28.027209,36.738128,59.208264,3.990282,7.73042,10.241663,4.244718,0.973367
31_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.1940000000000002,863.028571,52.841431,27.915718,121.204361,13.594242,2.40336,7.73042,7.038588,1.643258,1.529965
32_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2040000000000002,854.612968,52.060655,28.049274,20.484258,13.993358,16.784085,7.73042,0.141609,2.134079,1.089769
33_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2140000000000002,849.726105,52.546883,27.968408,23.371097,19.384548,25.781408,7.73042,0.172195,2.510865,1.629069
34_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2240000000000002,844.873321,54.039248,28.020226,30.047551,17.612301,12.936142,7.73042,0.53852,2.300182,1.761493
35_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2340000000000002,844.87012,52.482903,27.985002,25.471096,12.166975,13.929967,7.73042,0.673859,2.044393,2.002869
36_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2440000000000002,844.880638,51.993828,28.252816,12.58604,5.183014,8.190684,7.730419,0.252288,1.864047,0.383569
37_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2540000000000002,844.662651,53.210541,27.986218,21.473416,16.687287,2.891747,7.73042,8.574624,2.116154,1.802161
38_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2640000000000002,836.698227,53.286286,27.94414,20.389807,14.361206,24.309756,7.73042,0.304526,2.130091,0.857248
39_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2740000000000002,836.696738,51.815351,27.997712,11.081923,23.89721,19.292206,7.73042,0.076011,3.58313,0.158076
40_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2840000000000005,836.688495,52.315305,28.010265,53.929289,17.090027,25.351636,7.73042,0.141047,2.358633,1.16162
41_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.2940000000000005,830.226241,53.786543,27.968952,18.609878,23.453623,4.417801,7.73042,13.041684,3.914965,2.90425
42_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3040000000000005,826.654727,53.412097,27.976609,26.260801,16.85734,3.357918,7.73042,8.654642,2.276009,1.861754
43_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3140000000000005,818.886129,54.210528,27.958672,9.379137,26.372418,4.582996,7.73042,13.352934,3.439906,2.866342
44_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3240000000000005,811.719605,52.946101,28.039506,1.588542,15.610393,2.644834,7.730419,7.961582,2.445228,1.813804
45_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3340000000000003,811.681075,51.938169,27.969842,23.286107,19.233086,30.38894,7.73042,0.181295,2.438799,0.790861
46_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3440000000000003,811.685962,52.22399,28.076818,4.599555,37.614666,1.072043,7.73042,0.59947,4.071051,0.713199
47_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3540000000000003,811.676966,52.518485,27.977203,27.04646,18.439119,1.833143,7.73042,4.445219,2.044474,1.143035
48_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3640000000000003,796.073397,51.542854,27.947483,79.465307,11.451017,12.439257,7.73042,1.861996,1.528692,6.500702
49_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3740000000000003,793.719052,52.70996,27.984482,24.340534,19.753322,18.991138,7.73042,0.16077,2.606378,1.322497
50_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3840000000000003,788.193008,51.537205,28.211452,24.247324,10.610221,3.510649,7.730421,13.613709,2.392818,1.030257
51_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.3940000000000003,788.225028,51.47887,28.400663,51.822145,2.400891,1.137845,7.730421,0.124948,12.252069,3.391027
52_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4040000000000004,788.197822,54.389515,28.047397,8.480763,28.877543,5.824282,7.730419,14.966676,3.760778,3.365344
53_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4140000000000004,788.192756,52.528335,27.966994,28.302721,20.017864,25.784977,7.73042,0.146786,2.55416,1.319327
54_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4240000000000004,785.596432,51.47786,27.975538,18.144525,3.357423,1.102905,7.73042,0.11678,6.823425,0.552218
55_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4340000000000004,785.599247,53.74291,27.98973,52.870719,18.087385,4.192737,7.730419,11.1639,2.14871,1.673334
56_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4440000000000004,785.600144,53.404173,28.025451,19.410556,15.999775,11.570338,7.73042,0.467339,1.910142,1.464525
57_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4540000000000004,785.596448,53.205293,27.96707,5.001895,17.1264,3.076588,7.730419,8.490589,1.519944,1.805729
58_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4640000000000004,781.808324,51.49998,28.482285,19.720047,8.339533,12.94064,7.73042,0.607554,9.915773,1.767306
59_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4740000000000004,774.462312,53.469185,27.941291,41.327491,13.232962,35.891002,7.730419,0.160807,1.584092,0.888287
60_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4840000000000004,759.569873,51.513471,28.499077,0.577353,2.20065,0.543892,7.730421,0.752586,6.343933,1.310057
61_Techno_TS_DHN_SEASONAL_gwp1,TS_DHN_SEASONAL,1.4940000000000004,759.547555,53.19761,27.982614,28.372385,15.833939,3.965157,7.73042,10.861865,2.003328,2.698496
62_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5040000000000004,759.548918,51.492413,28.123567,9.656673,57.966445,3.284374,7.73042,9.390041,4.078152,1.723308
63_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5140000000000005,759.548142,55.349296,28.011575,31.116466,27.729562,6.277378,7.73042,16.768111,3.262167,2.931285
64_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5240000000000005,753.583148,54.160945,28.477242,12.358451,7.94922,0.976183,7.730421,9.80853,4.317968,4.58498
65_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5340000000000005,752.771201,52.564626,27.974647,26.014648,13.205452,17.485119,7.73042,0.702922,1.918401,1.857409
66_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5440000000000005,748.452303,52.782462,28.071477,8.940596,24.676454,2.230848,7.730419,8.237041,2.563172,1.53456
67_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5540000000000005,746.923425,52.618856,27.966204,28.139918,21.113449,25.565603,7.73042,0.181039,2.576013,1.409199
68_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5640000000000005,746.893736,51.487921,27.983215,29.677549,2.001272,0.787844,7.730421,0.179676,4.589965,2.081271
69_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5740000000000005,746.09658,55.213283,27.971929,35.574033,27.358668,5.06796,7.73042,14.506347,4.755752,3.545692
70_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5840000000000003,740.962282,54.039979,28.292965,10.414942,12.580662,1.065408,7.73042,1.936627,6.811379,2.079049
71_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.5940000000000003,740.960651,51.501306,28.202333,8.567985,7.738764,3.638442,7.73042,1.402539,2.094123,0.604959
72_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6040000000000003,740.95247,52.688005,28.049654,10.469051,12.507135,2.388278,7.73042,7.263828,2.154716,1.63786
73_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6140000000000003,740.958263,51.48144,28.461712,8.554317,2.120401,6.934739,7.73042,0.240856,6.257945,0.692299
74_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6240000000000006,738.764387,52.040986,28.013377,13.012302,2.962996,10.309607,7.73042,2.743757,4.722534,8.651377
75_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6340000000000006,738.764681,52.361399,28.206854,13.575463,9.302283,5.873002,7.73042,0.413415,2.092643,0.95901
76_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6440000000000006,738.75821,52.280539,28.193527,3.832165,7.75837,1.685659,7.730419,4.469841,1.866876,1.086974
77_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6540000000000006,727.440391,52.748687,27.972546,19.739145,23.748659,2.153777,7.73042,9.473689,2.636914,1.56696
78_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6640000000000006,723.414418,51.950497,28.401423,4.471051,1.967666,8.904388,7.730421,1.894943,7.533132,11.456432
79_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6740000000000006,721.362084,53.860554,27.979539,32.041704,21.03892,4.641376,7.73042,12.531265,2.856289,2.268712
80_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6840000000000006,721.362125,53.470908,27.969994,30.885497,16.68509,3.487942,7.73042,9.127933,2.264034,1.500021
81_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.6940000000000006,721.35128,51.834464,27.967536,37.71729,14.454045,12.731626,7.73042,0.141549,2.222158,0.653234
82_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7040000000000006,720.15371,52.999367,28.000207,16.346039,15.150265,3.002451,7.73042,7.860505,2.306355,2.051512
83_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7140000000000006,720.1505,51.751786,28.042304,45.201239,20.320024,20.71573,7.73042,0.058122,2.383893,1.736675
84_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7240000000000006,718.197781,52.911745,27.990151,11.675768,15.334397,20.159439,7.73042,2.726056,2.398615,3.134951
85_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7340000000000009,715.727004,53.287112,28.000533,33.768121,16.727322,19.82862,7.73042,1.584226,2.342817,2.553735
86_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7440000000000009,715.68675,52.778512,28.011378,6.006188,21.325953,2.294986,7.730418,6.127735,2.247519,1.452327
87_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.754000000000001,714.386765,66.709723,28.262752,32.400334,1.714416,9.160057,7.73042,3.854267,1.78265,2.330276
88_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.764000000000001,709.640499,51.939949,28.10954,37.148346,8.218175,11.135774,7.73042,0.540478,1.68917,2.144621
89_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.774000000000001,709.631167,53.750697,28.004349,49.220842,15.858563,16.802205,7.73042,0.491528,2.350353,1.851472
90_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7840000000000007,709.624324,53.143711,27.962757,20.330791,14.939222,2.987983,7.73042,7.721289,2.186832,1.781492
91_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.7940000000000007,709.622999,52.64352,28.056691,13.857486,21.201923,1.986792,7.73042,5.206339,2.546189,1.453929
92_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8040000000000007,685.623349,52.396371,28.011267,30.868946,17.563823,18.670448,7.73042,0.143084,2.183916,0.841194
93_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8140000000000007,681.888508,51.588104,27.978619,22.24369,3.94367,3.366137,7.73042,0.114808,12.637017,0.90775
94_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8240000000000007,678.362715,55.898308,27.964282,26.868374,19.964137,18.181021,7.73042,6.232794,1.651628,3.567736
95_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8340000000000007,678.370389,53.161849,28.028343,7.076571,16.379362,10.067941,7.730419,0.555113,2.49939,1.302896
96_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8440000000000007,675.847305,53.378742,28.068257,17.224679,31.899568,3.084966,7.73042,8.028429,3.302324,2.11979
97_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8540000000000008,675.830642,53.237299,28.510054,0.410297,2.25995,15.073964,7.73042,7.754587,2.047498,2.517333
98_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8640000000000008,664.001029,55.590312,27.964526,16.329451,2.467139,20.457843,7.730421,1.464286,8.261814,0.656516
99_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8740000000000008,663.796408,52.470521,28.196509,0.15016,8.96565,12.174739,7.73042,0.271391,1.879391,0.568577
100_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8840000000000008,663.791619,53.894795,28.04165,32.71778,22.672156,27.831672,7.73042,2.611762,2.9107,4.484407
101_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.8940000000000008,662.125486,52.603747,28.027537,1.063649,18.955506,1.973839,7.730419,6.46653,2.289742,1.318999
102_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9040000000000008,657.09121,54.069769,27.938113,20.259304,2.174656,52.781713,7.730421,4.827885,7.736041,1.557484
103_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9140000000000008,656.892902,54.520589,27.968882,6.496913,27.102832,5.219681,7.73042,14.778175,2.913487,3.182278
104_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9240000000000008,652.814429,52.960686,28.02773,18.094688,14.188696,3.157954,7.73042,8.94292,2.481886,2.043799
105_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9340000000000008,645.339923,53.416466,27.991287,4.131079,17.063019,3.568947,7.73042,9.831578,2.334645,1.831766
106_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9440000000000008,645.452193,51.769177,28.080691,6.682804,21.580602,16.637131,7.73042,0.955118,2.95155,0.121892
107_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9540000000000008,643.768936,53.806604,28.006156,15.152579,22.995165,4.811444,7.73042,11.362333,2.968101,3.060755
108_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9640000000000009,643.647701,53.190764,28.009729,10.636516,15.955259,11.845754,7.73042,0.558947,2.474635,1.727433
109_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9740000000000009,641.598949,52.424506,28.009928,10.750053,21.118303,1.167511,7.73042,1.415516,2.645389,0.22855
110_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9840000000000009,639.742306,53.536135,27.982063,27.178964,21.398564,15.352934,7.73042,0.703715,2.870311,2.390553
111_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,1.9940000000000009,638.845707,54.516391,27.985828,18.79609,23.040832,29.65203,7.73042,2.506596,2.874848,3.987592
112_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.004000000000001,624.020741,52.633929,28.006422,1.55113,20.274669,1.98718,7.73042,4.740045,2.169513,1.352336
113_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0140000000000007,621.668854,52.536286,27.975782,40.351259,15.782496,20.867408,7.73042,0.935928,2.375979,3.350432
114_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0240000000000005,594.380841,52.415091,27.991206,8.55927,16.034665,1.656112,7.73042,3.993641,1.868279,0.890667
115_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0340000000000003,590.740221,52.930412,27.974025,28.125332,14.69772,15.315733,7.73042,0.40052,1.870032,1.385011
116_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.044,587.66516,52.021873,28.284812,11.820932,2.578505,7.322399,7.73042,0.427889,3.401859,5.568814
117_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.054,587.605088,53.30389,28.002017,26.879459,16.47235,11.251461,7.73042,0.477217,2.071212,1.716969
118_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.064,586.047356,53.431551,27.956534,4.739465,17.711332,3.834238,7.730419,10.843477,2.32971,1.877174
119_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.0739999999999994,576.127257,52.957505,28.174088,5.204402,11.48811,2.682808,7.730418,7.192769,2.002613,1.228206
120_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.083999999999999,570.59089,54.550806,28.356515,59.070511,3.142239,23.630888,7.73042,7.127115,1.48492,0.904324
121_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.093999999999999,562.472607,52.427357,28.168929,37.27925,15.789456,19.561135,7.73042,0.949721,2.603103,3.439528
122_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1039999999999988,552.647201,53.944228,28.012811,1.630105,17.472536,4.199206,7.73042,11.031033,2.245319,1.778571
123_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1139999999999985,542.394361,52.418187,27.999392,11.406872,29.076318,14.264789,7.73042,10.881427,4.784049,2.097834
124_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1239999999999983,540.850444,52.762548,28.161621,12.864576,13.723269,11.748304,7.73042,0.52601,2.413946,1.494876
125_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.133999999999998,531.58753,52.889621,27.990388,18.425273,14.973699,17.804194,7.73042,2.8834,1.919105,3.701635
126_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.143999999999998,531.441855,52.452046,28.034985,30.095544,11.371888,13.021899,7.73042,0.343805,2.091184,2.450781
127_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1539999999999977,529.617511,51.478549,28.281414,36.757615,1.570933,11.287741,7.730422,0.077488,6.337296,0.141655
128_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.163999999999997,528.45411,53.012068,28.11536,0.550974,31.968964,2.169903,7.730419,3.500766,2.039194,0.454488
129_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.1739999999999973,528.287552,53.342585,27.985819,27.057745,16.142921,3.330469,7.730389,9.6708,2.166684,1.776019
130_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.183999999999997,527.391183,52.08561,28.402932,0.34896,1.634109,0.750201,7.730421,0.344056,1.647636,0.206701
131_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.193999999999997,527.787104,62.70033,28.36662,17.25158,1.772188,37.539012,7.730422,3.966904,4.459852,10.643975
132_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2039999999999966,528.216611,53.024909,28.025933,1.953208,25.370152,2.72958,7.730397,7.372501,3.077913,1.608384
133_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2139999999999964,527.285769,52.152128,28.321783,3.020173,6.434793,1.273942,7.73042,2.686405,2.133441,0.299623
134_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.223999999999996,526.417692,52.992383,28.037819,19.295376,14.378688,28.566865,7.730419,1.968844,2.636507,4.292105
135_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.233999999999996,522.594035,53.243915,27.973247,5.977146,16.215275,3.318491,7.730392,9.950968,2.247465,1.850897
136_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.243999999999996,521.315737,51.509696,28.180502,2.818893,2.08274,0.687562,7.73042,3.483686,4.678587,1.83006
137_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.253999999999996,521.519237,52.728319,28.064505,1.294983,11.378929,2.163468,7.730419,6.412697,2.009429,1.390667
138_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.263999999999996,521.292091,51.494264,28.410317,11.261512,1.790487,3.810882,7.730421,3.519108,1.757489,0.490047
139_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.273999999999995,520.83569,52.776861,28.043104,13.382968,11.735483,2.714881,7.730418,8.104957,1.997006,1.313185
140_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.283999999999995,520.019867,52.542583,28.429681,11.661594,5.889247,6.787383,7.730421,6.256044,2.23923,8.577565
141_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.2939999999999947,519.06978,51.506323,28.375934,3.860411,8.245441,2.584413,7.73042,0.164711,2.287316,2.654546
142_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3039999999999945,519.196352,65.186497,28.351329,15.180823,2.175414,54.082669,7.73042,2.202238,2.247616,10.463932
143_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3139999999999943,519.12613,52.040364,28.417894,31.837886,1.636708,27.859741,7.73042,2.588324,1.741529,4.029527
144_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.323999999999994,518.389223,52.780544,27.997612,37.675422,22.85973,2.190259,7.730419,5.419543,2.150208,1.182031
145_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.333999999999994,515.686732,51.934122,28.054409,110.866627,22.086506,14.450921,7.73042,4.708283,5.055704,12.529209
146_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3439999999999936,515.140428,53.546621,28.01384,15.610866,19.475906,13.543286,7.73042,0.499126,2.499627,1.92069
147_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.353999999999993,515.110133,52.942362,28.542443,18.405646,2.236882,6.795073,7.730421,0.143529,4.975701,1.117155
148_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.363999999999993,515.02307,52.292617,28.001179,31.920302,12.065062,19.406066,7.73042,0.693629,1.930978,3.832977
149_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.373999999999993,514.993659,51.482274,28.006992,21.142639,1.776598,16.985006,7.730421,15.472953,4.364953,0.438054
150_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.383999999999993,515.010712,53.889271,27.972556,87.871605,17.88753,4.511898,7.730419,12.011801,2.238707,1.768971
151_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.3939999999999926,512.684179,52.204128,28.193301,0.697829,11.710898,1.386204,7.730419,3.805766,2.033498,0.755691
152_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4039999999999924,512.550756,56.276985,28.207549,108.33353,2.033619,18.282733,7.730421,0.181009,8.320341,0.571556
153_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.413999999999992,508.719725,52.577253,28.114114,34.58386,16.52215,19.12688,7.73042,1.055852,2.600396,4.033483
154_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.423999999999992,508.559968,65.552545,28.402376,13.504662,2.228787,2.524887,7.730421,3.467372,7.435617,8.414351
155_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.433999999999992,508.550972,57.749619,28.266032,15.888289,1.642306,0.118015,7.73042,8.182632,2.209529,0.780289
156_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4439999999999915,508.627074,56.611856,28.542495,0.838931,1.852746,2.053839,7.730421,0.393775,1.984283,0.194659
157_Techno_TS_DHN_SEASONAL_gwp2,TS_DHN_SEASONAL,2.4539999999999917,498.944931,54.467592,27.988748,15.37603,23.305582,5.576361,7.730419,14.914539,2.672135,2.214477
