folder,techno_modifiee,gwp_constr,f_TS_DHN_SEASONAL,f_TRUCK_ELEC,f_BOAT_FREIGHT_DIESEL,f_TRUCK_FUEL_CELL,f_BOAT_FREIGHT_METHANOL,f_TRUCK_DIESEL,f_TRAIN_FREIGHT,f_TRUCK_NG,f_BOAT_FREIGHT_NG,f_TRUCK_METHANOL
281_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.693999999999965,119.2221,54.972079,28.222604,16.328454,2.55069,51.970934,7.73042,0.383708,3.110128,0.499821
282_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7039999999999647,118.087052,69.338258,28.160741,45.673391,10.89984,9.410449,7.73042,1.704924,4.966214,1.668114
283_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.713999999999965,116.165456,51.502975,28.592397,24.816096,8.603717,1.38519,7.730421,0.52039,7.907606,0.182315
284_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.723999999999964,115.526224,51.477086,28.488929,6.859617,19.738205,4.916719,7.730421,11.218199,1.439904,0.362203
285_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.733999999999964,115.010872,51.633705,28.161499,17.913026,3.591942,21.030532,7.730421,0.977053,1.905223,0.438425
286_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.743999999999964,114.878922,53.478891,28.385346,1.122208,11.152197,0.120478,7.730421,0.3544,6.428932,0.569158
287_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.753999999999964,114.882048,54.878255,28.298281,8.145503,34.493479,15.108252,7.73042,0.129308,2.905373,0.143695
288_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7639999999999634,114.734498,51.49516,28.143577,60.432552,21.119474,33.607869,7.73042,10.54567,5.979919,2.437823
289_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.773999999999963,114.708523,51.482323,28.254628,17.165571,2.937824,1.46421,7.73042,1.901986,1.892311,1.276422
290_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.783999999999963,114.709755,51.477823,28.384586,40.056924,2.339588,0.440202,7.73042,0.431402,1.508258,0.790406
291_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.7939999999999623,112.130938,51.480595,28.151032,1.115061,3.204663,1.112454,7.73042,0.174113,2.956877,0.147293
292_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8039999999999625,108.138709,51.512152,28.753129,20.527565,1.071555,30.907192,7.73042,0.367885,6.068304,0.402627
293_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8139999999999614,106.906515,51.476879,28.169281,25.151537,15.953403,5.660444,7.730421,0.197118,1.417186,1.616553
294_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.823999999999962,105.323909,51.534823,28.257538,1.186323,1.210194,1.9951,7.730421,1.01587,6.261642,0.437312
295_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.833999999999962,105.065549,51.73707,28.264675,39.187723,21.319124,19.862294,7.730421,1.065959,1.424725,1.605973
296_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8439999999999617,104.128585,57.559756,28.431383,6.65485,1.337039,1.623223,7.73042,4.222509,1.678786,7.805929
297_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8539999999999615,97.054691,51.491327,28.467474,5.591253,1.374468,1.48065,7.730421,1.161305,6.951432,0.336117
298_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.863999999999961,97.056601,55.036908,28.129452,31.313205,9.544485,1.041282,7.73042,0.109625,1.886315,0.366461
299_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.873999999999961,95.455931,51.482576,28.228208,29.613225,1.185912,8.66253,7.730421,17.297739,4.498696,3.467938
300_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.883999999999961,88.473512,51.553578,28.493365,25.472206,1.82689,11.443594,7.73042,0.887239,1.750816,3.855616
301_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.8939999999999606,88.545131,51.586964,28.322249,12.630762,15.372728,3.344754,7.730421,0.204395,1.676344,0.449969
302_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.90399999999996,88.377871,51.482181,28.535529,17.949414,14.825684,5.850678,7.730421,2.982328,1.239938,0.2918
303_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.91399999999996,88.387669,51.705886,28.313956,20.017822,3.349817,3.227099,7.730421,3.37321,1.871148,2.320334
304_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.92399999999996,82.768352,54.966207,28.206988,52.704077,2.000624,12.853708,7.730421,6.149407,3.76043,0.962512
305_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.93399999999996,76.386787,51.509124,28.102724,6.469229,6.815209,0.426393,7.730421,3.190666,12.035428,0.788091
306_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.94399999999996,72.139283,52.591512,28.224116,4.314457,8.092691,0.079611,7.730421,0.182884,3.628052,0.589736
307_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9539999999999593,67.844242,52.573975,28.407053,6.701985,12.514992,9.788111,7.73042,0.257719,1.167393,2.147074
308_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.963999999999959,67.801419,63.747684,28.171375,10.640777,5.427918,32.092134,7.730421,0.236325,6.10752,4.31385
309_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.973999999999959,67.768435,52.353651,28.208064,14.959041,0.761654,25.29273,7.73042,6.547872,2.824124,13.95155
310_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.983999999999959,64.775128,52.161347,28.149011,54.778467,12.760684,8.694327,7.73042,1.549248,16.454931,3.758101
311_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,3.9939999999999594,64.270557,51.481498,30.111944,9.508448,0.255018,13.837428,7.730421,11.706635,1.200639,2.424929
312_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.003999999999959,63.751055,64.96315,28.292753,24.336778,2.031199,1.645142,7.73042,0.214335,1.938419,5.14455
313_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.013999999999959,57.038544,53.343642,28.224467,1.410228,21.206025,2.248268,7.730421,30.652616,1.388064,0.381498
314_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.023999999999958,56.997135,53.426216,28.2477,7.484686,10.542942,14.026162,7.73042,4.889333,12.766437,0.430846
315_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.033999999999958,52.800314,51.543283,28.328587,10.258116,8.324539,0.811903,7.730421,0.346461,1.674459,2.280143
316_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.043999999999958,52.159295,51.524913,28.382316,17.032362,1.597846,3.401395,7.730421,3.494265,1.764406,0.864223
317_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.053999999999958,51.627875,51.477845,28.589624,41.474789,1.582675,1.042231,7.73042,13.001684,13.01856,2.799059
318_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.063999999999957,51.631554,52.419651,201.616008,17.196375,50.353149,6.381651,7.730421,0.297858,11.991687,0.996231
319_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.073999999999957,51.636428,51.703433,28.347176,4.077169,34.97541,0.476057,7.730421,1.207791,1.454502,4.745978
320_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.083999999999957,51.292309,51.756536,28.22915,45.131324,22.091309,20.815304,7.730421,1.490313,1.257757,1.491848
321_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.093999999999957,49.644741,53.413814,28.30701,3.702896,7.745763,10.393892,7.730421,3.472068,4.156126,11.414035
322_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.103999999999957,49.527105,52.691732,28.322248,2.355687,3.74993,1.007582,7.730421,0.24502,2.537759,0.795431
323_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.113999999999956,48.084304,51.493844,28.230177,11.37921,10.894166,8.027565,7.730421,0.672884,7.74758,4.446658
324_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.123999999999956,43.150321,51.476635,28.230254,12.761846,4.479147,8.407657,7.730421,8.149366,1.275549,0.717084
325_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.133999999999956,42.66181,51.48154,28.118678,12.433304,2.502207,14.246468,7.730421,0.515218,11.663249,0.91817
326_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.143999999999956,42.597812,51.506892,28.296477,1.340487,7.002623,2.108607,7.730421,2.919113,4.243823,2.888073
327_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.153999999999956,42.618098,51.487427,28.254552,11.512643,21.648077,3.115297,7.73042,2.088043,1.572364,1.360764
328_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.163999999999955,41.620993,51.546332,28.213494,28.272076,17.007604,0.296194,7.73042,2.162692,1.792164,0.382359
329_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.173999999999955,40.477032,51.500312,28.294111,13.329078,3.217868,11.132876,7.730421,0.596944,1.99109,11.247851
330_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.183999999999955,39.823214,52.198315,28.403677,14.907041,35.548973,0.109662,7.73042,2.123138,17.37078,0.929779
331_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.193999999999955,38.077975,51.889175,28.152887,63.075092,8.558102,6.963202,7.73042,2.584815,6.507805,3.088378
332_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.203999999999954,38.039348,54.507454,28.342112,8.853829,1.779103,7.100598,7.73042,8.489706,1.478461,4.871674
333_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.213999999999954,35.343054,51.497819,29.018758,7.031525,28.455802,2.219453,7.730421,0.60415,1.736203,10.578469
334_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.223999999999954,32.920673,53.020733,28.304215,0.694186,5.356933,0.134549,7.730421,0.25443,3.221557,0.345416
335_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.233999999999954,32.694704,53.555683,28.390157,25.950769,6.389101,5.420805,7.73042,20.773488,1.306843,8.086566
336_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.243999999999954,32.543861,51.913669,28.172611,28.412917,7.293111,15.712488,7.730421,0.951621,7.732213,0.1567
337_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.253999999999953,29.386491,55.65409,28.429761,21.304439,18.898777,0.161714,7.730421,0.246783,10.485864,4.925559
338_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.263999999999953,29.559617,52.086249,28.829219,7.149231,5.325516,0.422383,7.73042,3.440171,3.540957,0.983049
339_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.273999999999953,28.491328,53.757,28.265825,18.045099,1.481813,0.248705,7.73042,0.204474,1.971077,0.27031
340_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.283999999999953,27.937304,51.502111,28.104815,28.501229,11.952402,9.674009,7.73042,5.90848,16.873016,6.764014
341_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.2939999999999525,23.564715,57.038606,28.397802,8.928728,56.953972,0.070309,7.73042,3.144476,27.585521,1.004534
342_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.303999999999952,21.60098,51.499309,28.404465,10.827231,38.474307,2.299616,7.73042,0.160246,5.447571,1.095029
343_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.313999999999952,20.542858,51.47634,28.296925,60.698771,1.73575,1.622551,7.73042,2.149641,1.199913,2.026733
344_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.323999999999952,20.514938,53.688899,28.119272,4.607265,4.371363,17.786462,7.73042,0.19797,1.218649,0.188125
345_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.333999999999952,19.585958,51.505479,28.103179,27.576468,6.515718,19.938862,7.730421,1.039734,2.665441,1.337655
346_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.343999999999952,19.502527,51.861146,28.443073,19.552988,16.058908,0.160701,7.730421,0.625137,1.749936,0.174945
347_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.353999999999951,19.43528,52.561754,28.690431,10.312039,10.410453,3.680926,7.730421,0.696379,10.425902,0.308644
348_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.363999999999951,18.386287,52.442618,28.183184,15.838467,1.991611,1.618642,7.730421,1.379994,2.448266,0.803064
349_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.373999999999951,11.229281,51.475075,28.414681,11.103075,20.29107,0.50791,7.730421,10.860228,1.318267,2.946068
350_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.383999999999951,15.698977,51.474175,28.255434,1.801447,13.943056,3.164215,7.730421,13.89834,2.245925,4.655197
351_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.39399999999995,7.125932,51.675818,28.234384,0.269644,2.304241,7.488631,7.730421,0.41324,2.483061,0.935991
352_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.40399999999995,2.54638,51.681374,28.154819,32.137085,22.998189,0.200152,7.730421,3.788364,1.114051,1.074533
353_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.41399999999995,2.601817,51.691159,28.126749,81.767225,12.096795,0.198273,7.73042,0.542272,2.036082,5.459738
354_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.42399999999995,1.557053,52.911645,28.51027,7.299685,4.594682,6.148045,7.730421,0.27291,1.401937,1.865708
355_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.4339999999999495,0.314366,52.988794,28.269237,6.947584,15.639997,5.631155,7.73042,0.658947,6.879374,0.433252
356_Techno_TS_DHN_SEASONAL_gwp4,TS_DHN_SEASONAL,4.44,173.276849,54.851026,28.068886,13.222705,1.81965,20.399106,7.730421,0.07657,5.808166,0.843819
357_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.640000000000001,141.68976,52.048615,28.213537,18.669964,1.672956,0.491336,7.730419,0.173673,3.275942,0.245827
358_Techno_TS_DHN_SEASONAL_gwp5,TS_DHN_SEASONAL,4.840000000000001,0.787605,51.629145,28.345889,0.798068,1.549184,0.251672,7.730421,0.217298,1.82091,0.300855
