folder,techno_modifiee,technology,f,gwp_constr
3_IS_Techno_BATT_LI_gwp80,BATT_LI,TRUCK_ELEC,51.483745,80.3
4_IS_Techno_BATT_LI_gwp86,BATT_LI,TRUCK_ELEC,51.507157,86.3
5_IS_Techno_BATT_LI_gwp92,BATT_LI,TRUCK_ELEC,55.300176,92.3
6_IS_Techno_BATT_LI_gwp98,BATT_LI,TRUCK_ELEC,56.774933,98.3
7_IS_Techno_BATT_LI_gwp104,BATT_LI,TRUCK_ELEC,51.582486,104.3
8_IS_Techno_BATT_LI_gwp110,BATT_LI,TRUCK_ELEC,51.504458,110.3
9_IS_Techno_BATT_LI_gwp116,BATT_LI,TRUCK_ELEC,51.640799,116.3
10_IS_Techno_BATT_LI_gwp122,BATT_LI,TRUCK_ELEC,52.392027,122.3
0_IS_Techno_BATT_LI_gwp61,BATT_LI,TRUCK_FUEL_CELL,44.258186,61.3
1_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_FUEL_CELL,26.126907,61.8
0_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_FUEL_CELL,6.568308,62.3
2_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_FUEL_CELL,6.568308,62.3
1_IS_Techno_BATT_LI_gwp68,BATT_LI,TRUCK_FUEL_CELL,17.860205,68.3
2_IS_Techno_BATT_LI_gwp74,BATT_LI,TRUCK_FUEL_CELL,0.856662,74.3
3_IS_Techno_BATT_LI_gwp80,BATT_LI,TRUCK_FUEL_CELL,0.976305,80.3
4_IS_Techno_BATT_LI_gwp86,BATT_LI,TRUCK_FUEL_CELL,0.254392,86.3
5_IS_Techno_BATT_LI_gwp92,BATT_LI,TRUCK_FUEL_CELL,8.150958,92.3
6_IS_Techno_BATT_LI_gwp98,BATT_LI,TRUCK_FUEL_CELL,35.757202,98.3
7_IS_Techno_BATT_LI_gwp104,BATT_LI,TRUCK_FUEL_CELL,21.981135,104.3
8_IS_Techno_BATT_LI_gwp110,BATT_LI,TRUCK_FUEL_CELL,14.949375,110.3
9_IS_Techno_BATT_LI_gwp116,BATT_LI,TRUCK_FUEL_CELL,3.489139,116.3
10_IS_Techno_BATT_LI_gwp122,BATT_LI,TRUCK_FUEL_CELL,1.591008,122.3
0_IS_Techno_BATT_LI_gwp61,BATT_LI,TRUCK_METHANOL,5.374193,61.3
1_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_METHANOL,15.349954,61.8
0_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_METHANOL,2.089789,62.3
2_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_METHANOL,2.089789,62.3
1_IS_Techno_BATT_LI_gwp68,BATT_LI,TRUCK_METHANOL,2.688004,68.3
2_IS_Techno_BATT_LI_gwp74,BATT_LI,TRUCK_METHANOL,2.788092,74.3
3_IS_Techno_BATT_LI_gwp80,BATT_LI,TRUCK_METHANOL,0.909508,80.3
4_IS_Techno_BATT_LI_gwp86,BATT_LI,TRUCK_METHANOL,0.347703,86.3
5_IS_Techno_BATT_LI_gwp92,BATT_LI,TRUCK_METHANOL,0.643895,92.3
6_IS_Techno_BATT_LI_gwp98,BATT_LI,TRUCK_METHANOL,0.514557,98.3
7_IS_Techno_BATT_LI_gwp104,BATT_LI,TRUCK_METHANOL,0.271572,104.3
8_IS_Techno_BATT_LI_gwp110,BATT_LI,TRUCK_METHANOL,0.336083,110.3
9_IS_Techno_BATT_LI_gwp116,BATT_LI,TRUCK_METHANOL,0.549873,116.3
10_IS_Techno_BATT_LI_gwp122,BATT_LI,TRUCK_METHANOL,0.604511,122.3
0_IS_Techno_BATT_LI_gwp61,BATT_LI,TRUCK_NG,1.57431,61.3
1_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_NG,8.053622,61.8
0_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_NG,11.263974,62.3
2_IS_Techno_BATT_LI_gwp62,BATT_LI,TRUCK_NG,11.263974,62.3
1_IS_Techno_BATT_LI_gwp68,BATT_LI,TRUCK_NG,17.110133,68.3
2_IS_Techno_BATT_LI_gwp74,BATT_LI,TRUCK_NG,1.261946,74.3
3_IS_Techno_BATT_LI_gwp80,BATT_LI,TRUCK_NG,3.523159,80.3
4_IS_Techno_BATT_LI_gwp86,BATT_LI,TRUCK_NG,0.764555,86.3
5_IS_Techno_BATT_LI_gwp92,BATT_LI,TRUCK_NG,0.569422,92.3
6_IS_Techno_BATT_LI_gwp98,BATT_LI,TRUCK_NG,1.592945,98.3
7_IS_Techno_BATT_LI_gwp104,BATT_LI,TRUCK_NG,0.079819,104.3
8_IS_Techno_BATT_LI_gwp110,BATT_LI,TRUCK_NG,2.572742,110.3
9_IS_Techno_BATT_LI_gwp116,BATT_LI,TRUCK_NG,0.895396,116.3
10_IS_Techno_BATT_LI_gwp122,BATT_LI,TRUCK_NG,0.549438,122.3
0_IS_Techno_PHS_gwp8,PHS,BOAT_FREIGHT_DIESEL,28.090075,8.33
1_IS_Techno_PHS_gwp9,PHS,BOAT_FREIGHT_DIESEL,28.00773,9.13
2_IS_Techno_PHS_gwp10,PHS,BOAT_FREIGHT_DIESEL,28.146501,9.93
3_IS_Techno_PHS_gwp11,PHS,BOAT_FREIGHT_DIESEL,28.068665,10.730000000000002
4_IS_Techno_PHS_gwp12,PHS,BOAT_FREIGHT_DIESEL,28.006279,11.530000000000005
5_IS_Techno_PHS_gwp12,PHS,BOAT_FREIGHT_DIESEL,28.219982,12.330000000000004
6_IS_Techno_PHS_gwp13,PHS,BOAT_FREIGHT_DIESEL,28.025007,13.130000000000004
7_IS_Techno_PHS_gwp14,PHS,BOAT_FREIGHT_DIESEL,27.971513,13.930000000000003
8_IS_Techno_PHS_gwp15,PHS,BOAT_FREIGHT_DIESEL,28.087711,14.730000000000006
9_IS_Techno_PHS_gwp16,PHS,BOAT_FREIGHT_DIESEL,28.022543,15.530000000000006
10_IS_Techno_PHS_gwp16,PHS,BOAT_FREIGHT_DIESEL,27.997114,16.330000000000005
11_IS_Techno_PHS_gwp17,PHS,BOAT_FREIGHT_DIESEL,28.092068,17.130000000000006
12_IS_Techno_PHS_gwp18,PHS,BOAT_FREIGHT_DIESEL,89.371177,17.930000000000007
13_IS_Techno_PHS_gwp19,PHS,BOAT_FREIGHT_DIESEL,34.878593,18.730000000000008
14_IS_Techno_PHS_gwp20,PHS,BOAT_FREIGHT_DIESEL,28.044806,19.53000000000001
15_IS_Techno_PHS_gwp20,PHS,BOAT_FREIGHT_DIESEL,28.164926,20.33000000000001
16_IS_Techno_PHS_gwp21,PHS,BOAT_FREIGHT_DIESEL,64.652275,21.13000000000001
17_IS_Techno_PHS_gwp22,PHS,BOAT_FREIGHT_DIESEL,31.720342,21.93000000000001
18_IS_Techno_PHS_gwp23,PHS,BOAT_FREIGHT_DIESEL,27.999964,22.73000000000001
19_IS_Techno_PHS_gwp24,PHS,BOAT_FREIGHT_DIESEL,50.219416,23.53000000000001
20_IS_Techno_PHS_gwp24,PHS,BOAT_FREIGHT_DIESEL,34.869285,24.330000000000013
21_IS_Techno_PHS_gwp25,PHS,BOAT_FREIGHT_DIESEL,33.019913,25.130000000000013
22_IS_Techno_PHS_gwp26,PHS,BOAT_FREIGHT_DIESEL,28.049421,25.93000000000001
23_IS_Techno_PHS_gwp27,PHS,BOAT_FREIGHT_DIESEL,28.156463,26.73000000000001
24_IS_Techno_PHS_gwp28,PHS,BOAT_FREIGHT_DIESEL,43.255175,27.530000000000012
25_IS_Techno_PHS_gwp28,PHS,BOAT_FREIGHT_DIESEL,29.528414,28.330000000000016
26_IS_Techno_PHS_gwp29,PHS,BOAT_FREIGHT_DIESEL,28.209957,29.130000000000017
27_IS_Techno_PHS_gwp30,PHS,BOAT_FREIGHT_DIESEL,29.516219,29.930000000000017
28_IS_Techno_PHS_gwp31,PHS,BOAT_FREIGHT_DIESEL,28.434374,30.730000000000015
29_IS_Techno_PHS_gwp32,PHS,BOAT_FREIGHT_DIESEL,36.369214,31.53000000000002
30_IS_Techno_PHS_gwp32,PHS,BOAT_FREIGHT_DIESEL,52.169947,32.33000000000002
31_IS_Techno_PHS_gwp33,PHS,BOAT_FREIGHT_DIESEL,29.26154,33.13000000000002
32_IS_Techno_PHS_gwp34,PHS,BOAT_FREIGHT_DIESEL,34.40746,33.930000000000014
33_IS_Techno_PHS_gwp35,PHS,BOAT_FREIGHT_DIESEL,28.178905,34.73000000000001
34_IS_Techno_PHS_gwp36,PHS,BOAT_FREIGHT_DIESEL,43.250329,35.53000000000001
35_IS_Techno_PHS_gwp36,PHS,BOAT_FREIGHT_DIESEL,27.9964,36.330000000000005
36_IS_Techno_PHS_gwp37,PHS,BOAT_FREIGHT_DIESEL,34.405154,37.13
37_IS_Techno_PHS_gwp38,PHS,BOAT_FREIGHT_DIESEL,36.416869,37.93
38_IS_Techno_PHS_gwp39,PHS,BOAT_FREIGHT_DIESEL,32.908371,38.73
39_IS_Techno_PHS_gwp40,PHS,BOAT_FREIGHT_DIESEL,27.954648,39.53
40_IS_Techno_PHS_gwp40,PHS,BOAT_FREIGHT_DIESEL,46.348921,40.32999999999999
41_IS_Techno_PHS_gwp41,PHS,BOAT_FREIGHT_DIESEL,31.795371,41.12999999999999
42_IS_Techno_PHS_gwp42,PHS,BOAT_FREIGHT_DIESEL,27.982102,41.92999999999999
43_IS_Techno_PHS_gwp43,PHS,BOAT_FREIGHT_DIESEL,28.008835,42.72999999999998
44_IS_Techno_PHS_gwp44,PHS,BOAT_FREIGHT_DIESEL,31.72327,43.52999999999998
45_IS_Techno_PHS_gwp44,PHS,BOAT_FREIGHT_DIESEL,28.693949,44.32999999999998
46_IS_Techno_PHS_gwp45,PHS,BOAT_FREIGHT_DIESEL,28.226489,45.12999999999997
47_IS_Techno_PHS_gwp46,PHS,BOAT_FREIGHT_DIESEL,35.343688,45.92999999999997
48_IS_Techno_PHS_gwp47,PHS,BOAT_FREIGHT_DIESEL,27.91977,46.72999999999997
49_IS_Techno_PHS_gwp48,PHS,BOAT_FREIGHT_DIESEL,28.109755,47.529999999999966
50_IS_Techno_PHS_gwp48,PHS,BOAT_FREIGHT_DIESEL,36.119999,48.32999999999996
51_IS_Techno_PHS_gwp49,PHS,BOAT_FREIGHT_DIESEL,31.642071,49.12999999999996
52_IS_Techno_PHS_gwp50,PHS,BOAT_FREIGHT_DIESEL,72.821998,49.92999999999996
53_IS_Techno_PHS_gwp51,PHS,BOAT_FREIGHT_DIESEL,70.411961,50.729999999999954
54_IS_Techno_PHS_gwp52,PHS,BOAT_FREIGHT_DIESEL,28.51942,51.52999999999995
55_IS_Techno_PHS_gwp52,PHS,BOAT_FREIGHT_DIESEL,40.70474,52.32999999999995
56_IS_Techno_PHS_gwp53,PHS,BOAT_FREIGHT_DIESEL,31.006937,53.129999999999946
57_IS_Techno_PHS_gwp54,PHS,BOAT_FREIGHT_DIESEL,38.841776,53.92999999999994
58_IS_Techno_PHS_gwp55,PHS,BOAT_FREIGHT_DIESEL,47.840463,54.72999999999994
59_IS_Techno_PHS_gwp56,PHS,BOAT_FREIGHT_DIESEL,28.637139,55.52999999999994
60_IS_Techno_PHS_gwp56,PHS,BOAT_FREIGHT_DIESEL,54.072654,56.329999999999934
61_IS_Techno_PHS_gwp57,PHS,BOAT_FREIGHT_DIESEL,86.403852,57.12999999999993
62_IS_Techno_PHS_gwp58,PHS,BOAT_FREIGHT_DIESEL,28.063905,57.92999999999993
63_IS_Techno_PHS_gwp59,PHS,BOAT_FREIGHT_DIESEL,62.438099,58.729999999999926
64_IS_Techno_PHS_gwp60,PHS,BOAT_FREIGHT_DIESEL,30.111273,59.52999999999992
65_IS_Techno_PHS_gwp60,PHS,BOAT_FREIGHT_DIESEL,28.295049,60.32999999999992
66_IS_Techno_PHS_gwp61,PHS,BOAT_FREIGHT_DIESEL,28.746668,61.12999999999992
67_IS_Techno_PHS_gwp62,PHS,BOAT_FREIGHT_DIESEL,34.250051,61.92999999999992
68_IS_Techno_PHS_gwp63,PHS,BOAT_FREIGHT_DIESEL,28.009003,62.72999999999991
69_IS_Techno_PHS_gwp64,PHS,BOAT_FREIGHT_DIESEL,28.073577,63.52999999999991
70_IS_Techno_PHS_gwp64,PHS,BOAT_FREIGHT_DIESEL,28.002494,64.32999999999991
71_IS_Techno_PHS_gwp65,PHS,BOAT_FREIGHT_DIESEL,28.268722,65.12999999999991
72_IS_Techno_PHS_gwp66,PHS,BOAT_FREIGHT_DIESEL,83.383397,65.92999999999991
73_IS_Techno_PHS_gwp67,PHS,BOAT_FREIGHT_DIESEL,48.735782,66.7299999999999
74_IS_Techno_PHS_gwp68,PHS,BOAT_FREIGHT_DIESEL,72.927901,67.5299999999999
75_IS_Techno_PHS_gwp68,PHS,BOAT_FREIGHT_DIESEL,57.298126,68.3299999999999
76_IS_Techno_PHS_gwp69,PHS,BOAT_FREIGHT_DIESEL,28.085099,69.1299999999999
77_IS_Techno_PHS_gwp70,PHS,BOAT_FREIGHT_DIESEL,37.415583,69.9299999999999
78_IS_Techno_PHS_gwp71,PHS,BOAT_FREIGHT_DIESEL,40.325845,70.72999999999989
79_IS_Techno_PHS_gwp72,PHS,BOAT_FREIGHT_DIESEL,29.257663,71.52999999999989
80_IS_Techno_PHS_gwp72,PHS,BOAT_FREIGHT_DIESEL,49.011333,72.32999999999988
81_IS_Techno_PHS_gwp73,PHS,BOAT_FREIGHT_DIESEL,28.310907,73.12999999999988
82_IS_Techno_PHS_gwp74,PHS,BOAT_FREIGHT_DIESEL,27.980912,73.92999999999988
83_IS_Techno_PHS_gwp75,PHS,BOAT_FREIGHT_DIESEL,59.01598,74.72999999999988
84_IS_Techno_PHS_gwp76,PHS,BOAT_FREIGHT_DIESEL,66.83122,75.52999999999987
85_IS_Techno_PHS_gwp76,PHS,BOAT_FREIGHT_DIESEL,28.189793,76.32999999999987
86_IS_Techno_PHS_gwp77,PHS,BOAT_FREIGHT_DIESEL,79.8854,77.12999999999987
87_IS_Techno_PHS_gwp78,PHS,BOAT_FREIGHT_DIESEL,32.535292,77.92999999999986
88_IS_Techno_PHS_gwp79,PHS,BOAT_FREIGHT_DIESEL,67.569494,78.72999999999986
89_IS_Techno_PHS_gwp80,PHS,BOAT_FREIGHT_DIESEL,48.236573,79.52999999999986
90_IS_Techno_PHS_gwp80,PHS,BOAT_FREIGHT_DIESEL,63.285682,80.32999999999986
91_IS_Techno_PHS_gwp81,PHS,BOAT_FREIGHT_DIESEL,28.947084,81.12999999999985
92_IS_Techno_PHS_gwp82,PHS,BOAT_FREIGHT_DIESEL,43.143976,81.92999999999985
93_IS_Techno_PHS_gwp83,PHS,BOAT_FREIGHT_DIESEL,28.069771,82.72999999999985
94_IS_Techno_PHS_gwp84,PHS,BOAT_FREIGHT_DIESEL,44.626865,83.52999999999984
95_IS_Techno_PHS_gwp84,PHS,BOAT_FREIGHT_DIESEL,53.868327,84.32999999999984
96_IS_Techno_PHS_gwp85,PHS,BOAT_FREIGHT_DIESEL,28.257564,85.12999999999984
97_IS_Techno_PHS_gwp86,PHS,BOAT_FREIGHT_DIESEL,32.271313,85.92999999999984
98_IS_Techno_PHS_gwp87,PHS,BOAT_FREIGHT_DIESEL,28.091972,86.72999999999983
99_IS_Techno_PHS_gwp88,PHS,BOAT_FREIGHT_DIESEL,28.598817,87.52999999999983
100_IS_Techno_PHS_gwp88,PHS,BOAT_FREIGHT_DIESEL,28.296387,88.32999999999983
101_IS_Techno_PHS_gwp89,PHS,BOAT_FREIGHT_DIESEL,27.927169,89.12999999999982
102_IS_Techno_PHS_gwp90,PHS,BOAT_FREIGHT_DIESEL,28.07582,89.92999999999982
103_IS_Techno_PHS_gwp91,PHS,BOAT_FREIGHT_DIESEL,51.920701,90.72999999999982
104_IS_Techno_PHS_gwp92,PHS,BOAT_FREIGHT_DIESEL,42.019545,91.52999999999982
105_IS_Techno_PHS_gwp92,PHS,BOAT_FREIGHT_DIESEL,28.668838,92.3299999999998
106_IS_Techno_PHS_gwp93,PHS,BOAT_FREIGHT_DIESEL,43.612317,93.1299999999998
107_IS_Techno_PHS_gwp94,PHS,BOAT_FREIGHT_DIESEL,40.93761,93.9299999999998
108_IS_Techno_PHS_gwp95,PHS,BOAT_FREIGHT_DIESEL,30.140926,94.7299999999998
109_IS_Techno_PHS_gwp96,PHS,BOAT_FREIGHT_DIESEL,70.585242,95.5299999999998
110_IS_Techno_PHS_gwp96,PHS,BOAT_FREIGHT_DIESEL,28.140197,96.3299999999998
111_IS_Techno_PHS_gwp97,PHS,BOAT_FREIGHT_DIESEL,62.032175,97.1299999999998
112_IS_Techno_PHS_gwp98,PHS,BOAT_FREIGHT_DIESEL,28.009443,97.9299999999998
113_IS_Techno_PHS_gwp99,PHS,BOAT_FREIGHT_DIESEL,28.184463,98.7299999999998
114_IS_Techno_PHS_gwp100,PHS,BOAT_FREIGHT_DIESEL,36.961849,99.5299999999998
115_IS_Techno_PHS_gwp100,PHS,BOAT_FREIGHT_DIESEL,28.076542,100.3299999999998
116_IS_Techno_PHS_gwp101,PHS,BOAT_FREIGHT_DIESEL,28.063425,101.12999999999978
117_IS_Techno_PHS_gwp102,PHS,BOAT_FREIGHT_DIESEL,28.096061,101.92999999999978
0_IS_Techno_PHS_gwp8,PHS,BOAT_FREIGHT_METHANOL,2.641781,8.33
1_IS_Techno_PHS_gwp9,PHS,BOAT_FREIGHT_METHANOL,1.576088,9.13
2_IS_Techno_PHS_gwp10,PHS,BOAT_FREIGHT_METHANOL,2.117344,9.93
3_IS_Techno_PHS_gwp11,PHS,BOAT_FREIGHT_METHANOL,3.754752,10.730000000000002
4_IS_Techno_PHS_gwp12,PHS,BOAT_FREIGHT_METHANOL,6.803655,11.530000000000005
5_IS_Techno_PHS_gwp12,PHS,BOAT_FREIGHT_METHANOL,2.617939,12.330000000000004
6_IS_Techno_PHS_gwp13,PHS,BOAT_FREIGHT_METHANOL,3.296213,13.130000000000004
7_IS_Techno_PHS_gwp14,PHS,BOAT_FREIGHT_METHANOL,2.988931,13.930000000000003
8_IS_Techno_PHS_gwp15,PHS,BOAT_FREIGHT_METHANOL,2.566818,14.730000000000006
9_IS_Techno_PHS_gwp16,PHS,BOAT_FREIGHT_METHANOL,1.853115,15.530000000000006
10_IS_Techno_PHS_gwp16,PHS,BOAT_FREIGHT_METHANOL,1.446246,16.330000000000005
11_IS_Techno_PHS_gwp17,PHS,BOAT_FREIGHT_METHANOL,2.942236,17.130000000000006
12_IS_Techno_PHS_gwp18,PHS,BOAT_FREIGHT_METHANOL,1.714729,17.930000000000007
13_IS_Techno_PHS_gwp19,PHS,BOAT_FREIGHT_METHANOL,14.810921,18.730000000000008
14_IS_Techno_PHS_gwp20,PHS,BOAT_FREIGHT_METHANOL,2.678565,19.53000000000001
15_IS_Techno_PHS_gwp20,PHS,BOAT_FREIGHT_METHANOL,3.848447,20.33000000000001
16_IS_Techno_PHS_gwp21,PHS,BOAT_FREIGHT_METHANOL,6.227149,21.13000000000001
17_IS_Techno_PHS_gwp22,PHS,BOAT_FREIGHT_METHANOL,1.973744,21.93000000000001
18_IS_Techno_PHS_gwp23,PHS,BOAT_FREIGHT_METHANOL,8.268502,22.73000000000001
19_IS_Techno_PHS_gwp24,PHS,BOAT_FREIGHT_METHANOL,12.845563,23.53000000000001
20_IS_Techno_PHS_gwp24,PHS,BOAT_FREIGHT_METHANOL,4.259729,24.330000000000013
21_IS_Techno_PHS_gwp25,PHS,BOAT_FREIGHT_METHANOL,2.918147,25.130000000000013
22_IS_Techno_PHS_gwp26,PHS,BOAT_FREIGHT_METHANOL,3.106279,25.93000000000001
23_IS_Techno_PHS_gwp27,PHS,BOAT_FREIGHT_METHANOL,1.961782,26.73000000000001
24_IS_Techno_PHS_gwp28,PHS,BOAT_FREIGHT_METHANOL,2.036584,27.530000000000012
