folder,techno_modifiee,gwp_constr,f_BATT_LI,f_PHS,f_TS_DEC_HP_ELEC,f_TS_HIGH_TEMP,f_CAR_FUEL_CELL,f_CAR_HEV,f_CAR_DIESEL,f_CAR_NG,f_CAR_METHANOL,f_CAR_GASOLINE,f_CAR_PHEV,f_CAR_BEV
102_IS_Techno_PHS_gwp90,PHS,89.92999999999982,,6.499347,,,177.419201,1.346914,1.220863,1.076801,0.868444,1.123864,3.6e-05,1.1e-05
103_IS_Techno_PHS_gwp91,PHS,90.72999999999982,,6.491487,,,203.048408,1.757094,0.60754,0.803208,0.923509,2.436061,3e-05,9e-06
104_IS_Techno_PHS_gwp92,PHS,91.52999999999982,,6.496137,,,176.973712,0.729964,0.579028,0.863755,1.070503,0.98154,4.6e-05,1.4e-05
105_IS_Techno_PHS_gwp92,PHS,92.3299999999998,,6.497043,,,178.266677,3.736579,4.535048,3.17292,3.122892,2.404111,4.4e-05,1.4e-05
106_IS_Techno_PHS_gwp93,PHS,93.1299999999998,,6.49795,,,178.409388,0.913288,0.89291,0.963803,0.930533,1.011703,4.2e-05,1.2e-05
107_IS_Techno_PHS_gwp94,PHS,93.9299999999998,,6.495738,,,176.979689,3.47983,4.647943,2.154814,1.289309,1.610349,1.4e-05,3e-06
108_IS_Techno_PHS_gwp95,PHS,94.7299999999998,,6.497905,,,177.101589,8.988638,2.795216,0.745915,1.561215,5.324148,4.6e-05,1.4e-05
109_IS_Techno_PHS_gwp96,PHS,95.5299999999998,,6.475065,,,192.973492,3.21381,1.686608,0.833214,64.090722,1.156892,3.6e-05,1e-05
110_IS_Techno_PHS_gwp96,PHS,96.3299999999998,,6.495327,,,177.295142,3.113018,4.455609,3.507872,3.881179,1.136971,1.9e-05,6e-06
111_IS_Techno_PHS_gwp97,PHS,97.1299999999998,,5.931636,,,177.953337,25.618409,0.840509,3.477898,18.056898,2.951142,4.5e-05,1.3e-05
112_IS_Techno_PHS_gwp98,PHS,97.9299999999998,,5.590143,,,183.343717,4.34408,0.882457,1.662252,1.60916,1.460755,4.2e-05,1.3e-05
113_IS_Techno_PHS_gwp99,PHS,98.7299999999998,,5.000167,,,183.355791,1.602638,1.008464,2.321856,1.204581,1.359143,7.6e-05,2.2e-05
114_IS_Techno_PHS_gwp100,PHS,99.5299999999998,,5.000001,,,176.977225,2.261929,2.220992,1.19011,0.733774,1.721843,3.3e-05,1e-05
115_IS_Techno_PHS_gwp100,PHS,100.3299999999998,,5.000008,,,177.003779,1.01026,1.065022,0.912639,1.20572,1.493549,4.7e-05,1.6e-05
116_IS_Techno_PHS_gwp101,PHS,101.12999999999978,,5.000011,,,213.874077,4.442035,7.111529,6.61061,5.069545,4.766748,2e-05,7e-06
117_IS_Techno_PHS_gwp102,PHS,101.92999999999978,,5.0,,,179.069547,0.721203,0.255011,0.416888,0.388876,0.47897,3.1e-05,9e-06
0_IS_Techno_TS_DEC_HP_ELEC_gwp6,TS_DEC_HP_ELEC,5.62,,,60.365517,,177.003228,2.464583,1.108947,2.843635,0.960862,2.106714,5.3e-05,1.9e-05
1_IS_Techno_TS_DEC_HP_ELEC_gwp6,TS_DEC_HP_ELEC,6.12,,,60.365524,,177.472388,7.203982,4.795649,7.17471,1.729747,3.446633,2.9e-05,9e-06
2_IS_Techno_TS_DEC_HP_ELEC_gwp7,TS_DEC_HP_ELEC,6.62,,,57.533509,,183.944629,2.023059,1.708909,10.592964,1.712949,1.506746,6.4e-05,2.1e-05
3_IS_Techno_TS_DEC_HP_ELEC_gwp7,TS_DEC_HP_ELEC,7.12,,,55.70032,,180.509835,2.02434,0.950643,0.396223,0.51341,2.308192,6.6e-05,2.3e-05
4_IS_Techno_TS_DEC_HP_ELEC_gwp8,TS_DEC_HP_ELEC,7.62,,,55.700315,,185.479475,1.446221,1.80042,4.856756,1.773831,2.098048,1.6e-05,5e-06
5_IS_Techno_TS_DEC_HP_ELEC_gwp8,TS_DEC_HP_ELEC,8.120000000000001,,,55.700322,,178.124406,2.058866,3.56998,2.327572,1.679979,1.315538,3.8e-05,1.2e-05
6_IS_Techno_TS_DEC_HP_ELEC_gwp9,TS_DEC_HP_ELEC,8.620000000000001,,,55.700313,,177.352183,1.13919,3.086254,4.043638,1.950132,1.679809,2.4e-05,8e-06
7_IS_Techno_TS_DEC_HP_ELEC_gwp9,TS_DEC_HP_ELEC,9.12,,,55.621992,,193.30527,2.68981,0.737053,2.337743,4.062834,4.847495,2.6e-05,9e-06
8_IS_Techno_TS_DEC_HP_ELEC_gwp10,TS_DEC_HP_ELEC,9.62,,,55.621983,,180.510319,1.965586,5.684518,0.882887,3.598772,1.629064,1.9e-05,7e-06
9_IS_Techno_TS_DEC_HP_ELEC_gwp10,TS_DEC_HP_ELEC,10.12,,,55.621981,,177.588022,11.507196,2.258098,10.513189,1.138437,4.22333,1.7e-05,5e-06
10_IS_Techno_TS_DEC_HP_ELEC_gwp11,TS_DEC_HP_ELEC,10.62,,,55.621972,,180.959978,2.026356,9.235138,3.273648,1.010429,0.726995,5.2e-05,1.6e-05
11_IS_Techno_TS_DEC_HP_ELEC_gwp11,TS_DEC_HP_ELEC,11.12,,,55.621968,,198.567481,7.824057,3.14036,2.505934,1.856225,1.89872,4.8e-05,1.7e-05
12_IS_Techno_TS_DEC_HP_ELEC_gwp12,TS_DEC_HP_ELEC,11.62,,,55.215647,,190.816261,3.613428,1.468935,2.118048,1.252557,2.19375,1.5e-05,4e-06
13_IS_Techno_TS_DEC_HP_ELEC_gwp12,TS_DEC_HP_ELEC,12.12,,,54.660729,,177.016963,5.207359,2.988282,1.483409,1.542214,2.027721,8e-05,2.5e-05
14_IS_Techno_TS_DEC_HP_ELEC_gwp13,TS_DEC_HP_ELEC,12.62,,,53.810749,,176.994971,1.358788,6.900267,3.365555,8.272246,1.675343,3.8e-05,1.2e-05
15_IS_Techno_TS_DEC_HP_ELEC_gwp13,TS_DEC_HP_ELEC,13.12,,,53.810731,,187.223534,2.061988,4.938297,1.377293,1.888691,1.334356,1.5e-05,5e-06
16_IS_Techno_TS_DEC_HP_ELEC_gwp14,TS_DEC_HP_ELEC,13.62,,,53.810744,,193.176621,3.184508,5.777619,1.389972,1.910843,1.525498,6.2e-05,2e-05
17_IS_Techno_TS_DEC_HP_ELEC_gwp14,TS_DEC_HP_ELEC,14.12,,,53.810728,,177.562429,1.417084,2.274922,2.352587,1.064687,1.360069,8.6e-05,2.9e-05
18_IS_Techno_TS_DEC_HP_ELEC_gwp15,TS_DEC_HP_ELEC,14.62,,,53.81073,,178.421495,2.684098,2.499083,5.291259,2.092243,2.450509,2.5e-05,8e-06
19_IS_Techno_TS_DEC_HP_ELEC_gwp15,TS_DEC_HP_ELEC,15.12,,,53.81073,,177.023586,4.07545,1.654153,1.240388,2.37344,1.222714,1.3e-05,4e-06
20_IS_Techno_TS_DEC_HP_ELEC_gwp16,TS_DEC_HP_ELEC,15.62,,,53.810735,,200.157473,4.245663,3.138581,1.755882,1.257285,4.208132,2.8e-05,1e-05
21_IS_Techno_TS_DEC_HP_ELEC_gwp16,TS_DEC_HP_ELEC,16.12,,,53.810729,,178.579652,3.147693,1.86436,6.483857,1.081706,1.270327,1.1e-05,4e-06
22_IS_Techno_TS_DEC_HP_ELEC_gwp17,TS_DEC_HP_ELEC,16.62,,,53.810721,,180.861451,1.770102,1.713685,0.812496,1.55677,0.94039,2.8e-05,9e-06
23_IS_Techno_TS_DEC_HP_ELEC_gwp17,TS_DEC_HP_ELEC,17.12,,,53.81073,,177.032769,4.790022,3.460637,5.273628,1.367921,3.765288,2e-06,1e-06
24_IS_Techno_TS_DEC_HP_ELEC_gwp18,TS_DEC_HP_ELEC,17.62,,,53.810714,,178.829156,14.016125,8.258433,3.594325,1.308474,3.058615,8.4e-05,2.7e-05
25_IS_Techno_TS_DEC_HP_ELEC_gwp18,TS_DEC_HP_ELEC,18.12,,,51.555158,,179.791553,6.372104,3.771523,5.388425,1.473355,2.369608,1.6e-05,6e-06
26_IS_Techno_TS_DEC_HP_ELEC_gwp19,TS_DEC_HP_ELEC,18.62,,,51.392979,,177.383784,4.984698,1.601812,2.698839,1.676714,4.819927,7.7e-05,2.2e-05
27_IS_Techno_TS_DEC_HP_ELEC_gwp19,TS_DEC_HP_ELEC,19.12,,,51.392981,,177.107552,13.053426,1.530143,14.759073,1.998115,3.62653,4e-06,1e-06
28_IS_Techno_TS_DEC_HP_ELEC_gwp20,TS_DEC_HP_ELEC,19.62,,,51.392979,,186.882566,7.188159,1.823189,1.542543,1.224523,2.566681,5.5e-05,1.9e-05
29_IS_Techno_TS_DEC_HP_ELEC_gwp20,TS_DEC_HP_ELEC,20.12,,,51.392982,,188.547644,1.824883,1.1981,4.095325,1.228967,2.421639,2.6e-05,1e-05
30_IS_Techno_TS_DEC_HP_ELEC_gwp21,TS_DEC_HP_ELEC,20.62,,,51.39298,,182.238502,1.185367,0.660643,1.583582,1.49776,2.589457,9e-06,3e-06
31_IS_Techno_TS_DEC_HP_ELEC_gwp21,TS_DEC_HP_ELEC,21.12,,,51.392978,,178.487698,1.102575,1.476723,3.0668,1.700347,1.250245,3.7e-05,1.2e-05
32_IS_Techno_TS_DEC_HP_ELEC_gwp22,TS_DEC_HP_ELEC,21.62,,,51.39298,,177.201533,1.210313,2.82157,1.476266,1.064001,1.620117,1.2e-05,4e-06
33_IS_Techno_TS_DEC_HP_ELEC_gwp22,TS_DEC_HP_ELEC,22.12,,,51.392982,,185.037985,1.085608,7.981739,0.713553,0.692663,1.400561,2.8e-05,9e-06
34_IS_Techno_TS_DEC_HP_ELEC_gwp23,TS_DEC_HP_ELEC,22.62,,,51.392977,,180.242962,6.383906,10.605932,3.563839,2.381815,2.126391,3e-05,9e-06
35_IS_Techno_TS_DEC_HP_ELEC_gwp23,TS_DEC_HP_ELEC,23.12,,,51.392977,,181.121622,2.255312,4.828937,2.623182,0.720879,3.976232,2.5e-05,8e-06
36_IS_Techno_TS_DEC_HP_ELEC_gwp24,TS_DEC_HP_ELEC,23.62,,,51.392969,,177.026814,2.833719,8.854458,1.370937,2.13405,2.512811,7.5e-05,2.5e-05
37_IS_Techno_TS_DEC_HP_ELEC_gwp24,TS_DEC_HP_ELEC,24.12,,,51.060807,,179.443096,129.714885,2.700581,2.032748,0.509327,1.279777,5e-06,2e-06
38_IS_Techno_TS_DEC_HP_ELEC_gwp25,TS_DEC_HP_ELEC,24.62,,,51.060794,,177.181273,5.270973,1.881493,3.548063,1.447773,1.786926,5.5e-05,1.9e-05
39_IS_Techno_TS_DEC_HP_ELEC_gwp25,TS_DEC_HP_ELEC,25.12,,,50.5641,,179.023328,2.207722,1.99679,1.77742,1.389043,1.413262,6.2e-05,2e-05
40_IS_Techno_TS_DEC_HP_ELEC_gwp26,TS_DEC_HP_ELEC,25.62,,,50.481098,,180.211047,1.572609,1.430959,2.690726,2.980848,2.075642,2.5e-05,8e-06
41_IS_Techno_TS_DEC_HP_ELEC_gwp26,TS_DEC_HP_ELEC,26.12,,,50.212189,,177.618257,1.364718,6.210038,4.740421,2.388104,3.680087,6.3e-05,2.5e-05
42_IS_Techno_TS_DEC_HP_ELEC_gwp27,TS_DEC_HP_ELEC,26.62,,,47.804205,,184.111266,4.565683,7.578685,4.749691,1.073937,5.378192,3.7e-05,1.2e-05
43_IS_Techno_TS_DEC_HP_ELEC_gwp27,TS_DEC_HP_ELEC,27.12,,,43.68335,,177.035598,1.63386,3.13027,1.268842,1.010565,1.400167,2e-06,1e-06
44_IS_Techno_TS_DEC_HP_ELEC_gwp28,TS_DEC_HP_ELEC,27.62,,,42.245532,,178.148707,1.482015,2.424918,3.092204,1.502647,2.105854,1.1e-05,4e-06
45_IS_Techno_TS_DEC_HP_ELEC_gwp28,TS_DEC_HP_ELEC,28.12,,,39.526041,,179.749759,1.998394,2.201904,4.017512,2.107399,2.00811,5e-05,1.7e-05
46_IS_Techno_TS_DEC_HP_ELEC_gwp29,TS_DEC_HP_ELEC,28.62,,,38.205183,,178.679834,1.675228,4.464751,2.407305,1.253223,1.54747,8e-05,2.8e-05
47_IS_Techno_TS_DEC_HP_ELEC_gwp29,TS_DEC_HP_ELEC,29.12,,,37.31116,,177.374861,2.215597,0.874484,4.851217,1.750034,2.288302,1.5e-05,5e-06
48_IS_Techno_TS_DEC_HP_ELEC_gwp30,TS_DEC_HP_ELEC,29.62,,,36.435635,,190.524665,3.862041,1.783786,3.330117,1.25356,2.958679,1.5e-05,5e-06
49_IS_Techno_TS_DEC_HP_ELEC_gwp30,TS_DEC_HP_ELEC,30.12,,,35.226533,,180.653816,3.339841,5.779969,4.466523,1.453786,1.926563,1.9e-05,6e-06
50_IS_Techno_TS_DEC_HP_ELEC_gwp31,TS_DEC_HP_ELEC,30.62,,,35.091066,,177.006335,3.594689,4.673463,5.458653,1.147834,2.521013,7.2e-05,2.7e-05
51_IS_Techno_TS_DEC_HP_ELEC_gwp31,TS_DEC_HP_ELEC,31.12,,,32.865974,,179.221494,3.408356,27.323962,3.812088,1.759454,1.679184,4e-06,1e-06
52_IS_Techno_TS_DEC_HP_ELEC_gwp32,TS_DEC_HP_ELEC,31.62,,,32.863224,,177.025088,5.210339,2.869101,5.317457,2.381156,3.04817,5.7e-05,1.8e-05
53_IS_Techno_TS_DEC_HP_ELEC_gwp32,TS_DEC_HP_ELEC,32.120000000000005,,,29.835915,,182.894936,2.668164,1.669595,2.758348,2.682211,1.469591,1.4e-05,5e-06
54_IS_Techno_TS_DEC_HP_ELEC_gwp33,TS_DEC_HP_ELEC,32.620000000000005,,,28.79172,,179.721103,3.339329,2.019083,9.465626,3.5774,7.14187,1.8e-05,5e-06
55_IS_Techno_TS_DEC_HP_ELEC_gwp33,TS_DEC_HP_ELEC,33.120000000000005,,,28.791345,,177.120983,1.288799,2.782815,1.04691,3.037442,2.76069,4.7e-05,1.5e-05
56_IS_Techno_TS_DEC_HP_ELEC_gwp34,TS_DEC_HP_ELEC,33.620000000000005,,,28.007197,,177.023843,1.574564,1.852778,1.629348,1.287193,1.69491,9.9e-05,3.5e-05
57_IS_Techno_TS_DEC_HP_ELEC_gwp34,TS_DEC_HP_ELEC,34.120000000000005,,,26.429913,,179.612012,0.665476,0.547483,1.223942,1.10929,5.904439,4.3e-05,1.5e-05
58_IS_Techno_TS_DEC_HP_ELEC_gwp35,TS_DEC_HP_ELEC,34.620000000000005,,,24.924526,,181.586903,4.447904,1.660593,3.599276,1.197171,2.241604,6e-06,2e-06
59_IS_Techno_TS_DEC_HP_ELEC_gwp35,TS_DEC_HP_ELEC,35.120000000000005,,,24.484236,,179.377783,6.133698,3.791982,14.347324,6.497651,3.753006,1.4e-05,4e-06
60_IS_Techno_TS_DEC_HP_ELEC_gwp36,TS_DEC_HP_ELEC,35.620000000000005,,,24.201289,,179.330643,4.880119,1.951212,3.238122,1.098324,4.468337,6.9e-05,2.3e-05
61_IS_Techno_TS_DEC_HP_ELEC_gwp36,TS_DEC_HP_ELEC,36.120000000000005,,,23.792374,,186.928508,5.98006,4.670333,0.980341,2.678475,6.245051,2.8e-05,9e-06
62_IS_Techno_TS_DEC_HP_ELEC_gwp37,TS_DEC_HP_ELEC,36.620000000000005,,,22.734353,,177.833261,3.140058,2.2041,9.586376,1.942622,2.526632,6.1e-05,1.8e-05
63_IS_Techno_TS_DEC_HP_ELEC_gwp37,TS_DEC_HP_ELEC,37.120000000000005,,,22.623434,,177.819232,2.288635,1.917861,8.692467,2.345973,1.360637,1.9e-05,5e-06
64_IS_Techno_TS_DEC_HP_ELEC_gwp38,TS_DEC_HP_ELEC,37.620000000000005,,,22.013643,,177.117289,4.069579,3.883407,3.537146,1.234832,1.239095,1.4e-05,5e-06
65_IS_Techno_TS_DEC_HP_ELEC_gwp38,TS_DEC_HP_ELEC,38.120000000000005,,,21.875328,,177.248308,5.5705,1.298736,1.744389,1.392423,7.091416,5.5e-05,1.8e-05
66_IS_Techno_TS_DEC_HP_ELEC_gwp39,TS_DEC_HP_ELEC,38.620000000000005,,,21.14502,,177.195706,4.432517,1.853239,9.93162,2.148657,1.490955,6.1e-05,2e-05
67_IS_Techno_TS_DEC_HP_ELEC_gwp39,TS_DEC_HP_ELEC,39.120000000000005,,,20.767891,,177.185196,6.700888,11.083114,3.495083,1.242258,6.582551,8.9e-05,3.1e-05
68_IS_Techno_TS_DEC_HP_ELEC_gwp40,TS_DEC_HP_ELEC,39.620000000000005,,,19.416696,,194.179687,1.095501,0.808915,2.771701,4.332929,1.207651,2.4e-05,8e-06
69_IS_Techno_TS_DEC_HP_ELEC_gwp40,TS_DEC_HP_ELEC,40.120000000000005,,,18.661368,,193.005983,0.98144,4.589416,3.398973,1.817313,1.897357,1.8e-05,6e-06
70_IS_Techno_TS_DEC_HP_ELEC_gwp41,TS_DEC_HP_ELEC,40.620000000000005,,,16.721437,,182.342266,1.083034,1.144203,1.656211,1.167292,4.030622,3.5e-05,1.2e-05
71_IS_Techno_TS_DEC_HP_ELEC_gwp41,TS_DEC_HP_ELEC,41.120000000000005,,,15.838651,,184.214338,0.882059,3.84048,6.61028,1.005532,1.329802,8.2e-05,2.5e-05
72_IS_Techno_TS_DEC_HP_ELEC_gwp42,TS_DEC_HP_ELEC,41.620000000000005,,,14.406691,,176.979413,4.595204,4.706954,3.233465,1.248106,2.814379,2e-06,1e-06
73_IS_Techno_TS_DEC_HP_ELEC_gwp42,TS_DEC_HP_ELEC,42.120000000000005,,,14.22965,,177.144527,1.428659,0.671861,6.490221,0.662292,1.830573,4.4e-05,1.3e-05
74_IS_Techno_TS_DEC_HP_ELEC_gwp43,TS_DEC_HP_ELEC,42.620000000000005,,,14.072642,,179.314423,4.331036,4.839974,4.725032,2.36043,3.045735,5.2e-05,1.6e-05
75_IS_Techno_TS_DEC_HP_ELEC_gwp43,TS_DEC_HP_ELEC,43.120000000000005,,,13.931757,,178.796261,1.543891,1.136705,1.939458,1.056043,0.943831,8e-06,2e-06
76_IS_Techno_TS_DEC_HP_ELEC_gwp44,TS_DEC_HP_ELEC,43.620000000000005,,,13.931763,,179.440783,1.38863,5.580719,3.534598,4.037281,1.162384,5.9e-05,1.9e-05
77_IS_Techno_TS_DEC_HP_ELEC_gwp44,TS_DEC_HP_ELEC,44.120000000000005,,,13.931753,,182.302845,2.037073,1.19187,0.671686,1.212219,1.486987,6e-06,2e-06
78_IS_Techno_TS_DEC_HP_ELEC_gwp45,TS_DEC_HP_ELEC,44.620000000000005,,,13.931607,,177.175184,2.116975,0.793337,6.460984,1.450711,1.880632,8.9e-05,3e-05
79_IS_Techno_TS_DEC_HP_ELEC_gwp45,TS_DEC_HP_ELEC,45.120000000000005,,,13.86746,,183.239605,2.377789,0.868518,2.424101,3.298707,1.160036,2.1e-05,7e-06
80_IS_Techno_TS_DEC_HP_ELEC_gwp46,TS_DEC_HP_ELEC,45.620000000000005,,,13.164309,,177.003934,1.203762,1.327069,4.838738,1.170163,0.883701,3.6e-05,1.2e-05
81_IS_Techno_TS_DEC_HP_ELEC_gwp46,TS_DEC_HP_ELEC,46.120000000000005,,,12.879354,,188.765207,4.377447,1.25288,2.276477,1.227735,4.123154,2.6e-05,8e-06
82_IS_Techno_TS_DEC_HP_ELEC_gwp47,TS_DEC_HP_ELEC,46.620000000000005,,,12.806892,,178.041659,1.448153,3.857878,5.581456,3.03973,2.106918,4.6e-05,1.6e-05
83_IS_Techno_TS_DEC_HP_ELEC_gwp47,TS_DEC_HP_ELEC,47.120000000000005,,,12.806859,,177.079477,1.931398,1.603846,1.588023,1.241156,1.586826,5.4e-05,2e-05
84_IS_Techno_TS_DEC_HP_ELEC_gwp48,TS_DEC_HP_ELEC,47.620000000000005,,,11.66947,,181.178843,5.204128,5.068721,4.256387,2.882835,2.08306,2.7e-05,9e-06
85_IS_Techno_TS_DEC_HP_ELEC_gwp48,TS_DEC_HP_ELEC,48.120000000000005,,,11.669408,,183.145179,3.891489,5.572816,2.843883,1.269155,2.113023,3.9e-05,1.3e-05
86_IS_Techno_TS_DEC_HP_ELEC_gwp49,TS_DEC_HP_ELEC,48.620000000000005,,,11.102609,,177.371601,1.7552,3.884976,2.684296,4.502336,1.320545,4e-06,1e-06
87_IS_Techno_TS_DEC_HP_ELEC_gwp49,TS_DEC_HP_ELEC,49.120000000000005,,,10.428001,,183.692403,1.916335,1.247368,1.290841,0.983081,2.974512,3.8e-05,1.3e-05
88_IS_Techno_TS_DEC_HP_ELEC_gwp50,TS_DEC_HP_ELEC,49.620000000000005,,,10.427894,,181.926262,7.924431,4.884835,2.033498,1.309298,3.11638,3e-06,1e-06
89_IS_Techno_TS_DEC_HP_ELEC_gwp50,TS_DEC_HP_ELEC,50.120000000000005,,,10.127141,,178.069453,1.888781,2.56144,5.786031,4.22779,3.063237,2.6e-05,9e-06
90_IS_Techno_TS_DEC_HP_ELEC_gwp51,TS_DEC_HP_ELEC,50.620000000000005,,,9.487992,,180.72696,2.855265,1.495013,3.526554,1.196553,0.890937,3.6e-05,1.3e-05
91_IS_Techno_TS_DEC_HP_ELEC_gwp51,TS_DEC_HP_ELEC,51.120000000000005,,,9.111747,,177.270331,4.227323,5.531196,1.845344,2.006412,1.423763,6.4e-05,2e-05
92_IS_Techno_TS_DEC_HP_ELEC_gwp52,TS_DEC_HP_ELEC,51.620000000000005,,,8.870797,,179.389901,2.292853,1.718663,3.672365,4.843761,1.219739,2.9e-05,1e-05
93_IS_Techno_TS_DEC_HP_ELEC_gwp52,TS_DEC_HP_ELEC,52.120000000000005,,,8.425881,,177.781186,6.004979,9.942427,3.37018,1.916045,3.371201,3.1e-05,9e-06
94_IS_Techno_TS_DEC_HP_ELEC_gwp53,TS_DEC_HP_ELEC,52.620000000000005,,,8.260691,,179.735746,2.488089,2.850591,1.294209,1.955835,1.312946,2.7e-05,1e-05
95_IS_Techno_TS_DEC_HP_ELEC_gwp53,TS_DEC_HP_ELEC,53.120000000000005,,,7.833676,,177.220559,1.993969,0.91303,1.592339,0.70017,0.792643,2e-05,7e-06
96_IS_Techno_TS_DEC_HP_ELEC_gwp54,TS_DEC_HP_ELEC,53.620000000000005,,,7.604426,,177.001227,2.307375,2.98082,2.867559,1.635251,2.462894,3.9e-05,1.5e-05
97_IS_Techno_TS_DEC_HP_ELEC_gwp54,TS_DEC_HP_ELEC,54.120000000000005,,,7.147217,,178.454145,1.577677,6.117597,3.81509,0.983273,1.208909,5.6e-05,2e-05
98_IS_Techno_TS_DEC_HP_ELEC_gwp55,TS_DEC_HP_ELEC,54.620000000000005,,,7.145629,,177.011677,2.865297,5.980959,0.946716,1.389085,1.712562,1.2e-05,4e-06
99_IS_Techno_TS_DEC_HP_ELEC_gwp55,TS_DEC_HP_ELEC,55.120000000000005,,,6.358328,,182.505951,6.148774,7.949149,2.314777,1.177246,4.617337,2e-06,1e-06
100_IS_Techno_TS_DEC_HP_ELEC_gwp56,TS_DEC_HP_ELEC,55.620000000000005,,,5.859141,,177.492276,3.139705,1.728184,3.50266,1.657262,2.073887,9.7e-05,3.3e-05
101_IS_Techno_TS_DEC_HP_ELEC_gwp56,TS_DEC_HP_ELEC,56.120000000000005,,,5.097703,,192.887624,1.510561,7.573944,0.788172,1.07972,0.914869,1.1e-05,4e-06
102_IS_Techno_TS_DEC_HP_ELEC_gwp57,TS_DEC_HP_ELEC,56.620000000000005,,,5.097546,,180.154512,3.625469,1.637649,1.507904,1.246462,1.216416,7.1e-05,2.3e-05
103_IS_Techno_TS_DEC_HP_ELEC_gwp57,TS_DEC_HP_ELEC,57.120000000000005,,,4.656323,,177.934742,9.576477,5.664399,3.389571,1.442437,5.095609,1.2e-05,4e-06
104_IS_Techno_TS_DEC_HP_ELEC_gwp58,TS_DEC_HP_ELEC,57.620000000000005,,,3.967301,,179.91277,6.097767,2.520187,8.664461,1.276326,3.630848,2.3e-05,7e-06
105_IS_Techno_TS_DEC_HP_ELEC_gwp58,TS_DEC_HP_ELEC,58.120000000000005,,,3.535044,,179.003881,2.356841,3.73638,1.248468,2.856796,1.301759,3.3e-05,1e-05
106_IS_Techno_TS_DEC_HP_ELEC_gwp59,TS_DEC_HP_ELEC,58.620000000000005,,,3.408895,,183.216806,1.1132,6.220026,1.221923,4.017129,3.092061,7e-06,2e-06
107_IS_Techno_TS_DEC_HP_ELEC_gwp59,TS_DEC_HP_ELEC,59.120000000000005,,,3.408891,,177.800925,4.246458,3.635196,1.197211,1.822472,1.237237,1.7e-05,6e-06
108_IS_Techno_TS_DEC_HP_ELEC_gwp60,TS_DEC_HP_ELEC,59.620000000000005,,,3.408895,,178.812749,3.015706,4.380158,1.405987,1.678682,2.637197,7.5e-05,2.5e-05
109_IS_Techno_TS_DEC_HP_ELEC_gwp60,TS_DEC_HP_ELEC,60.120000000000005,,,3.40889,,177.069849,2.17568,1.650733,2.246045,1.956378,2.279294,1.7e-05,6e-06
110_IS_Techno_TS_DEC_HP_ELEC_gwp61,TS_DEC_HP_ELEC,60.620000000000005,,,3.408906,,177.665765,5.338174,8.737036,1.930369,1.61252,3.486206,1.7e-05,5e-06
111_IS_Techno_TS_DEC_HP_ELEC_gwp61,TS_DEC_HP_ELEC,61.120000000000005,,,3.40889,,181.553748,1.497812,1.465892,1.107351,1.076451,1.479888,3e-06,1e-06
112_IS_Techno_TS_DEC_HP_ELEC_gwp62,TS_DEC_HP_ELEC,61.620000000000005,,,3.408893,,189.599842,6.609791,6.729191,1.220029,1.203419,1.768616,3.9e-05,1.5e-05
113_IS_Techno_TS_DEC_HP_ELEC_gwp62,TS_DEC_HP_ELEC,62.120000000000005,,,3.408826,,187.34944,1.499338,4.958584,0.870671,1.034868,2.059901,4.1e-05,1.4e-05
114_IS_Techno_TS_DEC_HP_ELEC_gwp63,TS_DEC_HP_ELEC,62.620000000000005,,,3.217061,,177.715705,1.087129,1.890654,5.52534,1.062367,1.970898,9e-06,3e-06
115_IS_Techno_TS_DEC_HP_ELEC_gwp63,TS_DEC_HP_ELEC,63.120000000000005,,,3.217055,,176.999722,1.731696,2.889918,3.382315,1.924788,1.054686,2.3e-05,8e-06
116_IS_Techno_TS_DEC_HP_ELEC_gwp64,TS_DEC_HP_ELEC,63.620000000000005,,,3.217054,,184.975231,9.76133,5.238713,3.533258,2.337808,3.843956,2.9e-05,1e-05
117_IS_Techno_TS_DEC_HP_ELEC_gwp64,TS_DEC_HP_ELEC,64.12,,,3.217057,,178.953471,11.126405,2.622762,3.798064,2.63929,4.023837,1.1e-05,3e-06
118_IS_Techno_TS_DEC_HP_ELEC_gwp65,TS_DEC_HP_ELEC,64.62,,,3.216995,,183.733139,4.614424,5.201614,3.336731,1.473762,1.124798,9.8e-05,3.2e-05
119_IS_Techno_TS_DEC_HP_ELEC_gwp65,TS_DEC_HP_ELEC,65.12,,,2.718693,,177.720709,3.368558,2.087269,2.880926,3.295833,5.482222,2.9e-05,1e-05
120_IS_Techno_TS_DEC_HP_ELEC_gwp66,TS_DEC_HP_ELEC,65.62,,,2.329472,,180.058607,3.01759,7.775319,6.85331,5.816151,2.77448,6.1e-05,2e-05
121_IS_Techno_TS_DEC_HP_ELEC_gwp66,TS_DEC_HP_ELEC,66.12,,,2.329469,,178.093537,1.522223,9.502355,1.512485,1.423739,1.406625,2.2e-05,8e-06
122_IS_Techno_TS_DEC_HP_ELEC_gwp67,TS_DEC_HP_ELEC,66.62,,,2.329149,,177.355343,1.954451,5.012956,1.741512,2.001329,1.467482,4.8e-05,1.7e-05
123_IS_Techno_TS_DEC_HP_ELEC_gwp67,TS_DEC_HP_ELEC,67.12,,,2.256984,,177.165875,1.251376,1.057249,4.104826,0.828289,2.13215,7.3e-05,2.6e-05
