cost,cumulative probability
23347.899918700474,2e-05
23599.874187962592,5e-05
23851.84845722471,7.000000000000001e-05
24103.822726486833,0.00012000000000000002
24355.79699574895,0.00016
24607.77126501107,0.00024000000000000003
24859.745534273192,0.00047000000000000004
25111.719803535314,0.00075
25363.69407279743,0.00104
25615.66834205955,0.00147
25867.642611321673,0.0020599999999999998
26119.616880583788,0.00292
26371.59114984591,0.004019999999999999
26623.565419108032,0.005179999999999999
26875.539688370147,0.007009999999999999
27127.51395763227,0.009049999999999999
27379.48822689439,0.01167
27631.462496156506,0.01494
27883.436765418628,0.01871
28135.41103468075,0.02338
28387.385303942865,0.028480000000000002
28639.359573204987,0.03427
28891.33384246711,0.04114
29143.308111729224,0.04923
29395.282380991346,0.05765000000000001
29647.25665025347,0.06745000000000001
29899.230919515587,0.07803000000000002
30151.205188777705,0.08914000000000001
30403.179458039827,0.10204
30655.15372730195,0.11542000000000001
30907.127996564064,0.12998
31159.102265826186,0.14566
31411.07653508831,0.1623
31663.050804350423,0.17868
31915.025073612545,0.19717
32166.999342874667,0.2154
32418.973612136782,0.23469
32670.947881398904,0.25395
32922.92215066103,0.27397
33174.89641992314,0.29481999999999997
33426.87068918526,0.31547
33678.844958447386,0.33588999999999997
33930.8192277095,0.35611
34182.79349697162,0.37759
34434.767766233745,0.39921999999999996
34686.74203549586,0.42021
34938.71630475798,0.44099999999999995
35190.690574020104,0.46149999999999997
35442.66484328222,0.48275999999999997
35694.63911254434,0.50362
35946.61338180646,0.52533
36198.58765106858,0.54611
36450.5619203307,0.56782
36702.53618959282,0.58954
36954.510458854944,0.6105299999999999
37206.48472811706,0.6312199999999999
37458.45899737918,0.6516699999999999
37710.4332666413,0.6721099999999999
37962.40753590342,0.6923599999999999
38214.38180516554,0.7134499999999999
38466.35607442766,0.7339499999999999
38718.33034368978,0.7542699999999999
38970.3046129519,0.7740599999999999
39222.27888221402,0.7928599999999999
39474.253151476136,0.8108599999999999
39726.22742073826,0.8280299999999999
39978.20169000038,0.8449099999999999
40230.175959262495,0.86074
40482.15022852462,0.87522
40734.12449778674,0.88973
40986.09876704886,0.90308
41238.073036310976,0.91592
41490.0473055731,0.9267799999999999
41742.02157483521,0.9369799999999999
41993.995844097335,0.9461599999999999
42245.97011335946,0.9546899999999999
42497.94438262158,0.9619199999999999
42749.918651883694,0.9682999999999999
43001.892921145816,0.9740399999999999
43253.86719040793,0.9792
43505.84145967005,0.9833099999999999
43757.815728932175,0.9865799999999999
44009.7899981943,0.9892199999999999
44261.76426745641,0.9916899999999998
44513.738536718534,0.9935199999999998
44765.71280598066,0.9952299999999998
45017.68707524277,0.9962799999999998
45269.66134450489,0.9974199999999999
45521.635613767015,0.9980499999999999
45773.60988302913,0.9986499999999999
46025.58415229125,0.9991099999999999
46277.558421553375,0.9993299999999999
46529.53269081549,0.9995299999999999
46781.50696007761,0.9996999999999999
47033.48122933973,0.99984
47285.45549860185,0.99993
47537.42976786397,0.99997
47789.40403712609,0.99997
48041.37830638821,0.99999
48293.35257565033,1.0
