cost,probability density
23347.899918700474,7.93731838515417e-08
23599.874187962592,1.1905977577731082e-07
23851.84845722471,7.93731838515417e-08
24103.822726486833,1.9843295962885425e-07
24355.79699574895,1.587463677030811e-07
24607.77126501107,3.174927354061668e-07
24859.745534273192,9.127916142927163e-07
25111.719803535314,1.1112245739215836e-06
25363.69407279743,1.1509111658473544e-06
25615.66834205955,1.7065234528081216e-06
25867.642611321673,2.34150892362048e-06
26119.616880583788,3.4130469056162927e-06
26371.59114984591,4.36552511183473e-06
26623.565419108032,4.603644663389418e-06
26875.539688370147,7.262646322416065e-06
27127.51395763227,8.096064752857136e-06
27379.48822689439,1.0397887084551962e-05
27631.462496156506,1.2977515559727066e-05
27883.436765418628,1.4961845156015393e-05
28135.41103468075,1.8533638429334986e-05
28387.385303942865,2.024016188214313e-05
28639.359573204987,2.2978536725020987e-05
28891.33384246711,2.726468865300457e-05
29143.308111729224,3.2106452867948614e-05
29395.282380991346,3.341611040149857e-05
29647.25665025347,3.8892860087255424e-05
29899.230919515587,4.1988414257464945e-05
30151.205188777705,4.409180362953141e-05
30403.179458039827,5.1195703584243655e-05
30655.15372730195,5.3100659996681395e-05
30907.127996564064,5.778367784392235e-05
31159.102265826186,6.222857613960778e-05
31411.07653508831,6.603848896448268e-05
31663.050804350423,6.500663757441265e-05
31915.025073612545,7.338050847074923e-05
32166.999342874667,7.234865708068025e-05
32418.973612136782,7.655543582481196e-05
32670.947881398904,7.643637604903354e-05
32922.92215066103,7.945255703539208e-05
33174.89641992314,8.27465441652334e-05
33426.87068918526,8.195281232671562e-05
33678.844958447386,8.104002071242525e-05
33930.8192277095,8.024628887390749e-05
34182.79349697162,8.524679945655455e-05
34434.767766233745,8.584209833544109e-05
34686.74203549586,8.330215645219421e-05
34938.71630475798,8.250842461367639e-05
35190.690574020104,8.135751344783141e-05
35442.66484328222,8.43736944341876e-05
35694.63911254434,8.278623075715678e-05
35946.61338180646,8.615959107084727e-05
36198.58765106858,8.246873802175301e-05
36450.5619203307,8.615959107084727e-05
36702.53618959282,8.619927766277303e-05
36954.510458854944,8.330215645219421e-05
37206.48472811706,8.211155869441869e-05
37458.45899737918,8.115908048820021e-05
37710.4332666413,8.111939389627445e-05
37962.40753590342,8.036534864968713e-05
38214.38180516554,8.36990223714495e-05
38466.35607442766,8.135751344783141e-05
38718.33034368978,8.064315479316519e-05
38970.3046129519,7.853976542109937e-05
39222.27888221402,7.461079282044812e-05
39474.253151476136,7.143586546638855e-05
39726.22742073826,6.814187833654756e-05
39978.20169000038,6.699096717070215e-05
40230.175959262495,6.282387501849434e-05
40482.15022852462,5.746618510851536e-05
40734.12449778674,5.7585244884292665e-05
40986.09876704886,5.2981600220903314e-05
41238.073036310976,5.09575840326905e-05
41490.0473055731,4.309963883138776e-05
41742.02157483521,4.048032376428568e-05
41993.995844097335,3.6432291387857114e-05
42245.97011335946,3.3852662912682044e-05
42497.94438262158,2.8693405962331905e-05
42749.918651883694,2.5320045648642166e-05
43001.892921145816,2.2780103765392795e-05
43253.86719040793,2.0478281433697462e-05
43505.84145967005,1.6311189281491583e-05
43757.815728932175,1.297751555972688e-05
44009.7899981943,1.0477260268403353e-05
44261.76426745641,9.802588205665541e-06
44513.738536718534,7.26264632241596e-06
44765.71280598066,6.786407219306912e-06
45017.68707524277,4.167092152205879e-06
45269.66134450489,4.524271479537811e-06
45521.635613767015,2.500255291323527e-06
45773.60988302913,2.381195515546285e-06
46025.58415229125,1.8255832285854326e-06
46277.558421553375,8.731050223669712e-07
46529.53269081549,7.937318385154055e-07
46781.50696007761,6.746720627380946e-07
47033.48122933973,5.556122869607838e-07
47285.45549860185,3.5717932733194276e-07
47537.42976786397,1.587463677030811e-07
47789.40403712609,0.0
48041.37830638821,7.937318385154055e-08
48293.35257565033,3.968659192577027e-08
