Scenario,TechnoModifiee,GWP,Technology,Capacity
Techno_BATT_LI_gwp6,BATT_LI,6.0,TS_HIGH_TEMP,70.555552
Techno_BATT_LI_gwp6,BATT_LI,6.0,GAS_STORAGE,0.009938
Techno_BATT_LI_gwp6,BATT_LI,6.0,H2_STORAGE,0.001803
Techno_BATT_LI_gwp6,BATT_LI,6.0,DIESEL_STORAGE,2.661817
Techno_BATT_LI_gwp6,BATT_LI,6.0,GASOLINE_STORAGE,2.671348
Techno_BATT_LI_gwp6,BATT_LI,6.0,LFO_STORAGE,2.672441
Techno_BATT_LI_gwp6,BATT_LI,6.0,AMMONIA_STORAGE,2.667095
Techno_BATT_LI_gwp6,BATT_LI,6.0,METHANOL_STORAGE,2.664455
Techno_BATT_LI_gwp61,BATT_LI,61.0,BATT_LI,46.351392
Techno_BATT_LI_gwp61,BATT_LI,61.0,BEV_BATT,1e-05
Techno_BATT_LI_gwp61,BATT_LI,61.0,PHEV_BATT,6e-06
Techno_BATT_LI_gwp61,BATT_LI,61.0,PHS,6.499886
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_DIRECT_ELEC,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_HP_ELEC,60.365521
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_THHP_GAS,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_COGEN_GAS,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_COGEN_OIL,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_ADVCOGEN_GAS,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_ADVCOGEN_H2,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_BOILER_GAS,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_BOILER_WOOD,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DEC_BOILER_OIL,0.000137
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DHN_DAILY,0.000449
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_DHN_SEASONAL,1003.798875
Techno_BATT_LI_gwp61,BATT_LI,61.0,TS_HIGH_TEMP,70.195414
Techno_BATT_LI_gwp61,BATT_LI,61.0,GAS_STORAGE,0.005185
Techno_BATT_LI_gwp61,BATT_LI,61.0,H2_STORAGE,0.00116
Techno_BATT_LI_gwp61,BATT_LI,61.0,DIESEL_STORAGE,1.675948
Techno_BATT_LI_gwp61,BATT_LI,61.0,GASOLINE_STORAGE,1.685903
Techno_BATT_LI_gwp61,BATT_LI,61.0,LFO_STORAGE,1.666019
Techno_BATT_LI_gwp61,BATT_LI,61.0,AMMONIA_STORAGE,1.670303
Techno_BATT_LI_gwp61,BATT_LI,61.0,METHANOL_STORAGE,1.673714
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,BATT_LI,2.3e-05
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,BEV_BATT,368.867477
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,PHEV_BATT,1.1e-05
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,PHS,6.456308
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_DIRECT_ELEC,0.000234
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_HP_ELEC,51.798658
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_THHP_GAS,0.000234
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_COGEN_GAS,0.000233
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_COGEN_OIL,0.000233
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_ADVCOGEN_GAS,0.000232
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_ADVCOGEN_H2,0.000232
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_BOILER_GAS,0.000234
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_BOILER_WOOD,0.000234
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DEC_BOILER_OIL,0.000234
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DHN_DAILY,7.4e-05
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_DHN_SEASONAL,747.62858
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,TS_HIGH_TEMP,71.308885
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,GAS_STORAGE,0.006852
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,H2_STORAGE,0.001326
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,DIESEL_STORAGE,1.974984
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,GASOLINE_STORAGE,1.992795
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,LFO_STORAGE,1.9646
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,AMMONIA_STORAGE,1.962574
Techno_BEV_BATT_gwp0,BEV_BATT,0.0,METHANOL_STORAGE,1.97437
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,BATT_LI,46.350681
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,BEV_BATT,0.001651
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,PHEV_BATT,7e-06
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,PHS,6.499928
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_DIRECT_ELEC,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_HP_ELEC,60.365501
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_THHP_GAS,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_COGEN_GAS,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_COGEN_OIL,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_ADVCOGEN_GAS,0.000151
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_ADVCOGEN_H2,0.000152
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_BOILER_GAS,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_BOILER_WOOD,0.000154
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DEC_BOILER_OIL,0.000153
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DHN_DAILY,4.3e-05
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_DHN_SEASONAL,1003.810765
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,TS_HIGH_TEMP,70.195488
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,GAS_STORAGE,0.003662
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,H2_STORAGE,0.000962
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,DIESEL_STORAGE,1.105391
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,GASOLINE_STORAGE,1.114468
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,LFO_STORAGE,1.124872
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,AMMONIA_STORAGE,1.110376
Techno_BEV_BATT_gwp1,BEV_BATT,1.0,METHANOL_STORAGE,1.111704
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,BATT_LI,46.351125
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,BEV_BATT,4.3e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,PHEV_BATT,5e-06
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,PHS,6.499961
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_DIRECT_ELEC,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_HP_ELEC,60.365527
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_THHP_GAS,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_COGEN_GAS,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_COGEN_OIL,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_ADVCOGEN_GAS,9.5e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_ADVCOGEN_H2,9.5e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_BOILER_GAS,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_BOILER_WOOD,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DEC_BOILER_OIL,9.6e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DHN_DAILY,3e-05
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_DHN_SEASONAL,1003.790215
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,TS_HIGH_TEMP,70.195791
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,GAS_STORAGE,0.002734
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,H2_STORAGE,0.000639
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,DIESEL_STORAGE,0.801349
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,GASOLINE_STORAGE,0.808223
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,LFO_STORAGE,0.810939
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,AMMONIA_STORAGE,0.804512
Techno_BEV_BATT_gwp11,BEV_BATT,11.0,METHANOL_STORAGE,0.804641
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,BATT_LI,46.351462
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,BEV_BATT,7.3e-05
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,PHEV_BATT,1.2e-05
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,PHS,6.499919
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_DIRECT_ELEC,0.000261
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_HP_ELEC,60.365528
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_THHP_GAS,0.000261
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_COGEN_GAS,0.000261
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_COGEN_OIL,0.00026
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_ADVCOGEN_GAS,0.000259
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_ADVCOGEN_H2,0.000259
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_BOILER_GAS,0.000261
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_BOILER_WOOD,0.000262
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DEC_BOILER_OIL,0.000261
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DHN_DAILY,9.2e-05
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_DHN_SEASONAL,1003.842509
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,TS_HIGH_TEMP,70.194956
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,GAS_STORAGE,0.008676
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,H2_STORAGE,0.001975
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,DIESEL_STORAGE,2.447402
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,GASOLINE_STORAGE,2.457238
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,LFO_STORAGE,2.461196
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,AMMONIA_STORAGE,2.453677
Techno_BEV_BATT_gwp16,BEV_BATT,16.0,METHANOL_STORAGE,2.452816
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,BATT_LI,46.351557
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,BEV_BATT,5.9e-05
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,PHEV_BATT,1.3e-05
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,PHS,6.499872
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_DIRECT_ELEC,0.000274
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_HP_ELEC,60.365525
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_THHP_GAS,0.000274
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_COGEN_GAS,0.000273
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_COGEN_OIL,0.000273
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_ADVCOGEN_GAS,0.000271
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_ADVCOGEN_H2,0.000271
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_BOILER_GAS,0.000274
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_BOILER_WOOD,0.000274
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DEC_BOILER_OIL,0.000274
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DHN_DAILY,0.000112
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_DHN_SEASONAL,1003.801365
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,TS_HIGH_TEMP,70.194934
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,GAS_STORAGE,0.007908
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,H2_STORAGE,0.001795
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,DIESEL_STORAGE,1.799034
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,GASOLINE_STORAGE,1.807177
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,LFO_STORAGE,1.815257
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,AMMONIA_STORAGE,1.799776
Techno_BEV_BATT_gwp21,BEV_BATT,21.0,METHANOL_STORAGE,1.800606
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,BATT_LI,46.351432
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,BEV_BATT,5.4e-05
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,PHEV_BATT,1.5e-05
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,PHS,6.499913
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_DIRECT_ELEC,0.000346
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_HP_ELEC,60.365525
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_THHP_GAS,0.000346
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_COGEN_GAS,0.000345
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_COGEN_OIL,0.000345
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_ADVCOGEN_GAS,0.000343
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_ADVCOGEN_H2,0.000343
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_BOILER_GAS,0.000346
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_BOILER_WOOD,0.000347
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DEC_BOILER_OIL,0.000346
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DHN_DAILY,0.000121
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_DHN_SEASONAL,1003.807703
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,TS_HIGH_TEMP,70.194378
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,GAS_STORAGE,0.011416
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,H2_STORAGE,0.002609
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,DIESEL_STORAGE,3.176227
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,GASOLINE_STORAGE,3.184767
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,LFO_STORAGE,3.202301
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,AMMONIA_STORAGE,3.185581
Techno_BEV_BATT_gwp26,BEV_BATT,26.0,METHANOL_STORAGE,3.18325
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,BATT_LI,46.351735
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,BEV_BATT,4.2e-05
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,PHEV_BATT,1.4e-05
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,PHS,6.499876
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_DIRECT_ELEC,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_HP_ELEC,60.365532
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_THHP_GAS,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_COGEN_GAS,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_COGEN_OIL,0.000307
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_ADVCOGEN_GAS,0.000306
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_ADVCOGEN_H2,0.000306
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_BOILER_GAS,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_BOILER_WOOD,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DEC_BOILER_OIL,0.000308
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DHN_DAILY,0.000102
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_DHN_SEASONAL,1003.805589
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,TS_HIGH_TEMP,70.194531
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,GAS_STORAGE,0.009319
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,H2_STORAGE,0.002219
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,DIESEL_STORAGE,2.625393
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,GASOLINE_STORAGE,2.634081
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,LFO_STORAGE,2.640412
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,AMMONIA_STORAGE,2.629223
Techno_BEV_BATT_gwp31,BEV_BATT,31.0,METHANOL_STORAGE,2.62754
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,BATT_LI,46.351246
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,BEV_BATT,1.4e-05
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,PHEV_BATT,5e-06
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,PHS,6.499934
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_DIRECT_ELEC,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_HP_ELEC,60.365522
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_THHP_GAS,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_COGEN_GAS,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_COGEN_OIL,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_ADVCOGEN_GAS,0.000116
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_ADVCOGEN_H2,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_BOILER_GAS,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_BOILER_WOOD,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DEC_BOILER_OIL,0.000117
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DHN_DAILY,3.9e-05
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_DHN_SEASONAL,1003.793775
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,TS_HIGH_TEMP,70.195403
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,GAS_STORAGE,0.004218
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,H2_STORAGE,0.00103
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,DIESEL_STORAGE,1.344588
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,GASOLINE_STORAGE,1.344116
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,LFO_STORAGE,1.339284
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,AMMONIA_STORAGE,1.338312
Techno_BEV_BATT_gwp36,BEV_BATT,36.0,METHANOL_STORAGE,1.339753
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,BATT_LI,46.351108
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,BEV_BATT,8e-06
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,PHEV_BATT,3e-06
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,PHS,6.49997
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_DIRECT_ELEC,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_HP_ELEC,60.365528
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_THHP_GAS,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_COGEN_GAS,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_COGEN_OIL,7.3e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_ADVCOGEN_GAS,7.3e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_ADVCOGEN_H2,7.3e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_BOILER_GAS,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_BOILER_WOOD,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DEC_BOILER_OIL,7.4e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DHN_DAILY,2.5e-05
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_DHN_SEASONAL,1003.794906
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,TS_HIGH_TEMP,70.195811
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,GAS_STORAGE,0.002721
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,H2_STORAGE,0.000595
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,DIESEL_STORAGE,0.803372
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,GASOLINE_STORAGE,0.804989
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,LFO_STORAGE,0.806689
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,AMMONIA_STORAGE,0.804217
Techno_BEV_BATT_gwp41,BEV_BATT,41.0,METHANOL_STORAGE,0.80434
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,BATT_LI,46.351814
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,BEV_BATT,2e-05
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,PHEV_BATT,1.1e-05
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,PHS,6.499727
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_DIRECT_ELEC,0.000256
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_HP_ELEC,60.365526
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_THHP_GAS,0.000257
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_COGEN_GAS,0.000256
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_COGEN_OIL,0.000256
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_ADVCOGEN_GAS,0.000254
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_ADVCOGEN_H2,0.000255
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_BOILER_GAS,0.000257
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_BOILER_WOOD,0.000257
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DEC_BOILER_OIL,0.000257
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DHN_DAILY,7.1e-05
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_DHN_SEASONAL,1003.796888
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,TS_HIGH_TEMP,70.194919
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,GAS_STORAGE,0.006696
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,H2_STORAGE,0.001623
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,DIESEL_STORAGE,2.223334
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,GASOLINE_STORAGE,2.255315
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,LFO_STORAGE,2.21373
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,AMMONIA_STORAGE,2.214472
Techno_BEV_BATT_gwp46,BEV_BATT,46.0,METHANOL_STORAGE,2.228531
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,BATT_LI,46.351589
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,BEV_BATT,2.2e-05
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,PHEV_BATT,1.3e-05
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,PHS,6.49979
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_DIRECT_ELEC,0.000301
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_HP_ELEC,60.365546
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_THHP_GAS,0.000302
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_COGEN_GAS,0.000301
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_COGEN_OIL,0.000301
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_ADVCOGEN_GAS,0.000299
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_ADVCOGEN_H2,0.000299
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_BOILER_GAS,0.000302
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_BOILER_WOOD,0.000302
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DEC_BOILER_OIL,0.000301
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DHN_DAILY,8.8e-05
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_DHN_SEASONAL,1003.797641
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,TS_HIGH_TEMP,70.194796
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,GAS_STORAGE,0.00814
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,H2_STORAGE,0.001944
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,DIESEL_STORAGE,2.395762
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,GASOLINE_STORAGE,2.40748
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,LFO_STORAGE,2.419767
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,AMMONIA_STORAGE,2.400127
Techno_BEV_BATT_gwp51,BEV_BATT,51.0,METHANOL_STORAGE,2.403623
