cost,probability density
23357.298209549306,7.942086406660088e-08
23609.088473643977,1.191312960999013e-07
23860.87873773864,7.942086406660088e-08
24112.66900183331,1.9855216016650218e-07
24364.459265927973,1.5884172813320176e-07
24616.249530022644,3.5739388829970394e-07
24868.039794117307,8.736295047326096e-07
25119.830058211977,1.1118920969324124e-06
25371.62032230664,1.1516025289657128e-06
25623.41058640131,1.7472590094652191e-06
25875.200850495974,2.3826259219980265e-06
26126.991114590644,3.4945180189304383e-06
26378.781378685308,4.209305795529847e-06
26630.571642779978,4.804962276029283e-06
26882.361906874645,7.306719494127386e-06
27134.15217096931,8.180348998859773e-06
27385.94243506398,1.0404133192724864e-05
27637.732699158645,1.2985311274889057e-05
27889.522963253312,1.5010543308587781e-05
28141.31322734798,1.8544771759551035e-05
28393.10349144265,2.0450872497149726e-05
28644.893755537312,2.3071761011347556e-05
28896.684019631983,2.70825146467109e-05
29148.474283726646,3.236400210713986e-05
29400.264547821316,3.339647334000567e-05
29652.05481191598,3.9313327712967434e-05
29903.84507601065,4.1656243202932154e-05
30155.635340105313,4.427713171712999e-05
30407.425604199983,5.110732602685767e-05
30659.215868294646,5.356937281292229e-05
30911.006132389317,5.781838904048544e-05
31162.79639648398,6.234537829228168e-05
31414.58666057865,6.611786933544523e-05
31666.376924673314,6.512510853461272e-05
31918.167188767984,7.2828932349073e-05
32169.957452862647,7.310690537330611e-05
32421.747716957318,7.612489820783693e-05
32673.53798105198,7.687939641646964e-05
32925.32824514665,7.969883709083512e-05
33177.118509241314,8.239914646909722e-05
33428.908773335985,8.188291085266433e-05
33680.69903743065,8.104899177996737e-05
33932.48930152532,8.037391443539893e-05
34184.27956561999,8.557598103176368e-05
34436.06982971465,8.553627059972792e-05
34687.860093809315,8.299480294959912e-05
34939.650357903985,8.255798819723041e-05
35191.440621998656,8.172406912453348e-05
35443.23088609332,8.45435097988954e-05
35695.02115018798,8.23991464690996e-05
35946.81141428265,8.6211347944294e-05
36198.60167837732,8.255798819723281e-05
36450.391942471986,8.637018967242721e-05
36702.18220656665,8.597308535209669e-05
36953.97247066132,8.323306554179651e-05
37205.76273475599,8.228001517299969e-05
37457.55299885065,8.100928134793172e-05
37709.343262945324,8.077101875573193e-05
37961.13352703999,8.081072918776756e-05
38212.92379113466,8.347132813399873e-05
38464.71405522932,8.164464826046452e-05
38716.50431932399,8.037391443539893e-05
38968.294583418654,7.85472345618694e-05
39220.084847513324,7.505271654293891e-05
39471.87511160799,7.128022549977325e-05
39723.66537570266,6.842107439337566e-05
39975.45563979732,6.64355527917126e-05
40227.24590389199,6.29807452048154e-05
40479.036167986655,5.78183890404846e-05
40730.826432081325,5.7500705584218204e-05
40982.61669617599,5.277516417225704e-05
41234.40696027066,5.134558861905821e-05
41486.19722436532,4.324466048426355e-05
41737.98748845999,4.010753635363287e-05
41989.777752554655,3.6533597470636934e-05
42241.568016649326,3.379357766033916e-05
42493.35828074399,2.8869484088209e-05
42745.14854483866,2.5454386933345215e-05
42996.93880893332,2.2833498419148083e-05
43248.72907302799,2.0490582929183323e-05
43500.519337122656,1.644011886178614e-05
43752.30960121733,1.2905890410822456e-05
44004.099865312,1.0602685352891063e-05
44255.89012940666,9.609924552058844e-06
44507.68039350133,7.465561222260591e-06
44759.47065759599,6.750773445660977e-06
45011.260921690664,4.0504640673965865e-06
45263.05118578533,4.72554141196282e-06
45514.84144988,2.501757218097964e-06
45766.63171397466,2.342915489964692e-06
46018.42197806933,1.8266798735317937e-06
46270.212242163994,8.736295047326223e-07
46522.002506258665,8.339190726993212e-07
46773.79277035333,6.353669125327978e-07
47025.583034448,5.956564804994979e-07
47277.37329854266,3.573938882997091e-07
47529.16356263733,1.5884172813320404e-07
47780.953826731995,0.0
48032.744090826665,7.942086406659973e-08
48284.53435492133,3.971043203330101e-08
