name,First-order Sobol indices,Total-order Sobol indices  
gwp_car_diesel,0.619720,0.619720  
gwp_car_bev,0.143589,0.143589  
gwp_car_PHEV,0.075797,0.075797  
gwp_car_gasoline,0.075180,0.075180  
gwp_car_methanol,0.061075,0.061075  
gwp_car_fuel_cell,0.013934,0.013934  
gwp_car_ng,0.010701,0.010701  
gwp_car_HEV,0.000003,0.000003  
