cost,cumulative probability
34733.908472218376,2.9985307199472256e-05
35057.638681178025,3.998040959929634e-05
35381.36889013766,9.995102399824085e-05
35705.09909909731,0.00017991184319683353
36028.82930805695,0.00035982368639366706
36352.55951701659,0.0006496816559885656
36676.28972597624,0.0011394416735799459
37000.01993493587,0.0018091135343681597
37323.75014389552,0.00300852582234705
37647.48035285516,0.004467810772721367
37971.210561814805,0.006316904716688823
38294.94077077444,0.008605783166248538
38618.67097973409,0.011944147367789783
38942.40118869372,0.01607212465891713
39266.13139765337,0.020639886455636736
39589.86160661301,0.025967276034742973
39913.591815572654,0.03245409749222881
40237.3220245323,0.040330238183290186
40561.05223349194,0.04915591360233485
40884.782442451586,0.05875121190616597
41208.51265141122,0.06886625553478795
41532.24286037087,0.0795110395906006
41855.9730693305,0.0920848784095793
42179.70327829015,0.10497856050535237
42503.43348724979,0.11923157652750152
42827.163696209434,0.13471399014482904
43150.89390516908,0.14939679557017063
43474.62411412872,0.1654789153314876
43798.354323088366,0.18207078531519558
44122.084532048,0.1996321802316865
44445.81474100765,0.21726354086497618
44769.54494996728,0.23567451948545215
45093.27515892693,0.2550950034483104
45417.00536788657,0.2739357714719788
45740.735576846215,0.2936261231996322
46064.465785805856,0.31268678347609674
46388.1959947655,0.3327069735829444
46711.92620372515,0.35300702655698707
47035.65641268478,0.37403672200621696
47359.38662164443,0.39465661825705406
47683.11683060406,0.4161161031094764
48006.84703956371,0.4371358034563064
48330.57724852335,0.45800557726713914
48654.307457482995,0.4793451208907636
48978.03766644264,0.5017541404711692
49301.76787540228,0.5233235714499895
49625.49808436193,0.5447230856880129
49949.22829332156,0.5662725264620336
50272.95850228121,0.5883517076632451
50596.688711240844,0.60909154514288
50920.41892020049,0.6308608781696968
51244.149129160134,0.6518805785165269
51567.879338119776,0.672840308248958
51891.60954707942,0.6936101310357925
52215.33975603906,0.7136802966546393
52539.0699649987,0.7339303741166828
52862.80017395834,0.7529210686763486
53186.53038291799,0.7710721746344291
53510.260591877624,0.7890633589541125
53833.99080083727,0.8067946706114004
54157.72100979691,0.823576447540705
54481.451218756556,0.8391088366700317
54805.1814277162,0.8539115833241712
55128.91163667584,0.8681346140391208
55452.64184563548,0.8812082079780907
55776.37205459512,0.8939619586402663
56100.10226355476,0.9053063998640666
56423.832472514405,0.9164609341422703
56747.56268147405,0.9263161051084968
57071.29289043369,0.9352817119611391
57395.02309939334,0.9434277204169957
57718.75330835298,0.9509840178312627
58042.48351731262,0.9576607462343453
58366.21372627226,0.963977650951034
58689.9439352319,0.9690151825605454
59013.674144191544,0.9736729002788634
59337.404353151185,0.977960799208388
59661.134562110834,0.9817589381203211
59984.86477107047,0.9849573708882648
60308.59498003012,0.9876660436386172
60632.32518898975,0.9901348339313738
60956.0553979494,0.9920339033873404
61279.78560690904,0.99376305610251
61603.51581586868,0.995072414516887
61927.246024828324,0.9962018610880671
62250.976233787966,0.9970214594848527
62574.70644274761,0.9976611460384414
62898.43665170725,0.9984107787184282
63222.1668606669,0.9987706024048219
63545.89706962653,0.9990404701696171
63869.62727858618,0.9993503183440116
64193.35748754582,0.9995302301872084
64517.08769650546,0.999670161620806
64840.817905465105,0.9997901028496039
65164.548114424746,0.9998600685664026
65488.27832338439,0.9999300342832014
65812.00853234403,0.9999600195904008
66135.73874130368,0.9999700146928007
66459.46895026331,0.9999800097952005
66783.19915922296,1.0000000000000002
