cost,probability density
34733.908472218376,9.262437168231785e-08
35057.638681178025,3.087479056077262e-08
35381.36889013766,1.852487433646357e-07
35705.09909909731,2.4699832448618096e-07
36028.82930805695,5.557462300938947e-07
36352.55951701659,8.95368926262406e-07
36676.28972597624,1.5128647374778583e-06
37000.01993493587,2.0686109675717655e-06
37323.75014389552,3.7049748672927144e-06
37647.48035285516,4.507719421872802e-06
37971.210561814805,5.7118362537429345e-06
38294.94077077444,7.070327038416931e-06
38618.67097973409,1.0312180047298057e-05
38942.40118869372,1.2751288501599093e-05
39266.13139765337,1.4109779286273088e-05
39589.86160661301,1.6456263368891437e-05
39913.591815572654,2.003773907394143e-05
40237.3220245323,2.4329334961888827e-05
40561.05223349194,2.7262440065162222e-05
40884.782442451586,2.9639798938341715e-05
41208.51265141122,3.124528804750189e-05
41532.24286037087,3.2881651947222843e-05
41855.9730693305,3.884048652545196e-05
42179.70327829015,3.982847982339668e-05
42503.43348724979,4.4027451339660765e-05
42827.163696209434,4.7825050578636796e-05
43150.89390516908,4.535506733377498e-05
43474.62411412872,4.967753801228315e-05
43798.354323088366,5.125215233088255e-05
44122.084532048,5.4247007015277496e-05
44445.81474100765,5.44631305492029e-05
44769.54494996728,5.687136421294317e-05
45093.27515892693,5.99897180595812e-05
45417.00536788657,5.8198980207055085e-05
45740.735576846215,6.0823337404723434e-05
46064.465785805856,5.887822559939207e-05
46388.1959947655,6.184220549322756e-05
46711.92620372515,6.270669962892919e-05
47035.65641268478,6.496055933986559e-05
47359.38662164443,6.369469292687392e-05
47683.11683060406,6.628817533397882e-05
48006.84703956371,6.492968454930482e-05
48330.57724852335,6.446656269089323e-05
48654.307457482995,6.591767784724955e-05
48978.03766644264,6.922128043725066e-05
49301.76787540228,6.662779803014732e-05
49625.49808436193,6.610292659061417e-05
49949.22829332156,6.656604844902577e-05
50272.95850228121,6.820241234874672e-05
50596.688711240844,6.40651904136032e-05
50920.41892020049,6.724529384136277e-05
51244.149129160134,6.492968454930337e-05
51567.879338119776,6.474443580594164e-05
51891.60954707942,6.415781478528406e-05
52215.33975603906,6.199657944603282e-05
52539.0699649987,6.255232567612392e-05
52862.80017395834,5.866210206546798e-05
53186.53038291799,5.606861965836308e-05
53510.260591877624,5.557462300939072e-05
53833.99080083727,5.477187845481063e-05
54157.72100979691,5.183877335153723e-05
54481.451218756556,4.797942453144065e-05
54805.1814277162,4.572556482050322e-05
55128.91163667584,4.3934826967980425e-05
55452.64184563548,4.038422605348968e-05
55776.37205459512,3.939623275554675e-05
56100.10226355476,3.504288728647613e-05
56423.832472514405,3.445626626582224e-05
56747.56268147405,3.0442543492921807e-05
57071.29289043369,2.769468713301304e-05
57395.02309939334,2.5162954307029684e-05
57718.75330835298,2.334134166394358e-05
58042.48351731262,2.0624360094596574e-05
58366.21372627226,1.9512867634407857e-05
58689.9439352319,1.556089444262975e-05
59013.674144191544,1.4387652401319718e-05
59337.404353151185,1.3245285150571454e-05
59661.134562110834,1.1732420413093595e-05
59984.86477107047,9.879932979447239e-06
60308.59498003012,8.36706824196938e-06
60632.32518898975,7.626073268510837e-06
60956.0553979494,5.866210206546798e-06
61279.78560690904,5.341338767013543e-06
61603.51581586868,4.044597563461304e-06
61927.246024828324,3.488851333367228e-06
62250.976233787966,2.531732825983412e-06
62574.70644274761,1.9759865958894032e-06
62898.43665170725,2.3156092920579465e-06
63222.1668606669,1.1114924601878143e-06
63545.89706962653,8.336193451408608e-07
63869.62727858618,9.571185073839514e-07
64193.35748754582,5.557462300938947e-07
64517.08769650546,4.3224706785082646e-07
64840.817905465105,3.704974867292631e-07
65164.548114424746,2.1612353392541323e-07
65488.27832338439,2.1612353392540346e-07
65812.00853234403,9.262437168231993e-08
66135.73874130368,3.0874790560771925e-08
66459.46895026331,3.0874790560771925e-08
66783.19915922296,6.174958112154663e-08
