cost,probability density
44598.002594215286,5.6435958274914366e-08
44775.19458856908,5.6435958274914366e-08
44952.38658292289,0.0
45129.57857727668,1.6930787482475007e-07
45306.77057163048,5.6435958274914366e-08
45483.962565984286,4.5148766619931493e-07
45661.15456033808,6.772314992989725e-07
45838.34655469189,9.029753323986299e-07
46015.53854904568,1.0158472489484587e-06
46192.730543399484,1.8623866230722509e-06
46369.922537753286,2.878233872020633e-06
46547.11453210708,2.8217979137457187e-06
46724.30652646089,2.9346698302955477e-06
46901.49852081468,4.627748578542978e-06
47078.69051516849,6.941622867814468e-06
47255.882509522286,9.086189282261215e-06
47433.07450387609,9.142625240536504e-06
47610.26649822989,1.224660294565642e-05
47787.45849258368,1.5463452567326538e-05
47964.65048693749,1.7664454940048197e-05
48141.842481291285,1.92446617717458e-05
48319.034475645094,2.5396181223711468e-05
48496.22646999889,2.912095446985582e-05
48673.41846435269,3.1773444508778095e-05
48850.61045870649,3.8545759501766516e-05
49027.802453060285,4.114181358241257e-05
49204.994447414094,4.8365616241601613e-05
49382.18644176789,5.3670596319443565e-05
49559.3784361217,6.224886197723055e-05
49736.57043047549,6.349045305927867e-05
49913.76242482929,6.986771634434686e-05
50090.954419183094,7.838954604385607e-05
50268.14641353689,8.550047678649527e-05
50445.3384078907,8.877376236644031e-05
50622.53040224449,9.831143931490084e-05
50799.7223965983,0.00010034313381279775
50976.91439095209,0.0001056481138906397
51154.106385305895,0.00011733035725355179
51331.2983796597,0.00011591945829667413
51508.49037401349,0.0001288432927416295
51685.6823683673,0.00012224028562346452
51862.87436272109,0.0001318908344884749
52040.0663570749,0.00013815522585699039
52217.258351428696,0.00013409183686119655
52394.4503457825,0.00013934038098076932
52571.6423401363,0.00014695923534787704
52748.83433449009,0.00014379882168448182
52926.0263288439,0.0001491602377205987
53103.218323197696,0.00014142851143693542
53280.4103175515,0.00014577408022410982
53457.6023119053,0.00014678992747304626
53634.7943062591,0.0001417106912283158
53811.9863006129,0.0001444760531837808
53989.178294966696,0.00013617996731736838
54166.370289320505,0.00013832453373181515
54343.5622836743,0.0001331888615287979
54520.7542780281,0.0001247799037458408
54697.9462723819,0.0001307056793646963
54875.1382667357,0.00012161949008244547
55052.330261089504,0.00011868482025214492
55229.5222554433,0.00011067091417710708
55406.71424979711,0.00010818773201301085
55583.9062441509,0.00010203621256104519
55761.0982385047,9.70698482328567e-05
55938.290232858504,9.120050857226162e-05
56115.4822272123,8.583909253614475e-05
56292.67422156611,8.31866024972238e-05
56469.8662159199,7.901034158488012e-05
56647.05821027371,6.71023543888732e-05
56824.250204627504,6.862612526229587e-05
57001.442198981305,6.151519451965919e-05
57178.63419333511,5.3388416528069e-05
57355.8261876889,5.163890182154665e-05
57533.01818204271,4.71240251595535e-05
57710.210176396504,4.3624995746508815e-05
57887.40217075031,3.7304168419718405e-05
58064.59416510411,3.561108967147097e-05
58241.78615945791,3.092690513465435e-05
58418.97815381171,2.6750644222309413e-05
58596.1701481655,2.3533794600639295e-05
58773.36214251931,2.0711996686893576e-05
58950.55413687311,1.8454558355897e-05
59127.746131226915,1.523770873422688e-05
59304.93812558071,1.2980270403230305e-05
59482.13011993451,1.0722832072234171e-05
59659.32211428831,8.634701616061899e-06
59836.514108642106,7.788162241938184e-06
60013.706102995915,5.135672203017207e-06
60190.89809734971,5.41785199439178e-06
60368.09009170352,3.5554653713196054e-06
60545.28208605731,2.765361955470804e-06
60722.47408041111,2.4267462058214176e-06
60899.666074764915,2.0316944978969175e-06
61076.85806911871,9.029753323986299e-07
61254.05006347252,7.901034158488013e-07
61431.24205782631,6.772314992989725e-07
61608.43405218011,2.2574383309966678e-07
61785.626046533915,2.257438330996482e-07
61962.818040887716,1.6930787482475007e-07
62140.01003524152,1.1287191654982873e-07
