gwp_op,probability density
3628.7401333793696,0.0011969208713114251
3628.907228802964,0.0034112244832375615
3629.074324226557,0.004667991398114558
3629.2414196501513,0.008258754012026357
3629.4085150737455,0.010891979928933967
3629.575610497339,0.012088900800245394
3629.742705920933,0.01663720011122881
3629.9098013445264,0.01765458285184352
3630.0768967681206,0.019150733940982802
3630.243992191714,0.02322026490344165
3630.411087615308,0.02561410664599479
3630.5781830389024,0.02621256708172021
3630.7452784624957,0.03165855704618719
3630.91237388609,0.03273578583036748
3631.079469309683,0.033693322527416615
3631.2465647332774,0.037882545577006606
3631.4136601568707,0.04003700314536717
3631.580755580465,0.04153315423439342
3631.747851004059,0.04410653410782602
3631.9149464276525,0.04901390968020286
3632.0820418512467,0.048535141331678286
3632.24913727484,0.0526645183377027
3632.416232698434,0.05637497303876812
3632.5833281220275,0.054699283818932125
3632.7504235456217,0.05912789104262349
3632.917518969216,0.06421480474585796
3633.0846143928093,0.06295803783098096
3633.2517098164035,0.06852371988257909
3633.418805239997,0.06984033284102166
3633.585900663591,0.06804495153405452
3633.7529960871843,0.07444847819557064
3633.9200915107785,0.08061262068282449
3634.0871869343723,0.07606432137163406
3634.254282357966,0.08456245955815218
3634.4213777815603,0.08384430703536533
3634.5884732051536,0.08246784803335719
3634.755568628748,0.0903675257840126
3634.922664052341,0.09473628696429928
3635.0897594759354,0.08887137469487331
3635.256854899529,0.09928458627501252
3635.423950323123,0.10078073736442199
3635.591045746717,0.09898535605745484
3635.7581411703104,0.10209735032286457
3635.9252365939046,0.1070047258952414
3636.092332017498,0.10730395611306925
3636.259427441092,0.11107425685770025
3636.426522864686,0.11532332595054196
3636.5936182882797,0.10496996041401198
3636.760713711874,0.11185225542405268
3636.927809135467,0.11436578925380667
3637.0949045590614,0.10514949854470869
3637.2619999826547,0.11514378782015909
3637.429095406249,0.11245071585970838
3637.5961908298427,0.10712441798208101
3637.7632862534365,0.11143333311909367
3637.9303816770307,0.10748349424376598
3638.097477100624,0.10395257767339726
3638.2645725242182,0.10508965250114312
3638.4316679478115,0.10287534888921698
3638.5987633714058,0.09228259917811087
3638.7658587949995,0.09826720353440056
3638.9329542185933,0.09419767257220915
3639.1000496421875,0.0878539919542586
3639.267145065781,0.08887137469487331
3639.434240489375,0.08839260634634875
3639.6013359129684,0.08019369837786548
3639.7684313365626,0.08085200485708677
3639.9355267601563,0.07935585376773152
3640.10262218375,0.07325155732425921
3640.2697176073443,0.07534616884905421
3640.4368130309376,0.07301217314999693
3640.603908454532,0.06541172561716938
3640.771003878125,0.06541172561716938
3640.9380993017194,0.06630941627065294
3641.1051947253127,0.05817035434573526
3641.272290148907,0.060444504001062466
3641.439385572501,0.05775143204077626
3641.6064809960944,0.0526645183377027
3641.7735764196887,0.051168367248563426
3641.940671843282,0.04865483341880943
3642.107767266876,0.04530345497913744
3642.2748626904695,0.04536330102270301
3642.4419581140637,0.0406953096244777
3642.609053537658,0.03895977436118689
3642.7761489612512,0.036386394487867325
3642.9432443848455,0.0360273182264739
3643.1103398084388,0.02950409947782663
3643.277435232033,0.029444253434261058
3643.4445306556263,0.027768564214425064
3643.6116260792205,0.02339980303407468
3643.7787215028147,0.022442266337089223
3643.945816926408,0.0199885785509008
3644.1129123500023,0.015500125283482956
3644.2800077735956,0.01484181880426167
3644.44710319719,0.013285821671556819
3644.614198620783,0.008498138186311118
3644.7812940443773,0.0071216791842835985
3644.9483894679715,0.005386143920901414
3645.115484891565,0.0018552273505327089
3645.282580315159,0.0005984604356557126
