gwp_op,cumulative probability
3628.7401333793696,0.0002
3628.907228802964,0.00077
3629.074324226557,0.00155
3629.2414196501513,0.0029300000000000003
3629.4085150737455,0.00475
3629.575610497339,0.00677
3629.742705920933,0.00955
3629.9098013445264,0.0125
3630.0768967681206,0.015700000000000002
3630.243992191714,0.019580000000000004
3630.411087615308,0.023860000000000003
3630.5781830389024,0.02824
3630.7452784624957,0.033530000000000004
3630.91237388609,0.03900000000000001
3631.079469309683,0.04463
3631.2465647332774,0.050960000000000005
3631.4136601568707,0.05765000000000001
3631.580755580465,0.06459000000000001
3631.747851004059,0.07196000000000001
3631.9149464276525,0.08015000000000001
3632.0820418512467,0.08826
3632.24913727484,0.09706000000000001
3632.416232698434,0.10648
3632.5833281220275,0.11562
3632.7504235456217,0.1255
3632.917518969216,0.13623
3633.0846143928093,0.14675
3633.2517098164035,0.15819999999999998
3633.418805239997,0.16987
3633.585900663591,0.18123999999999998
3633.7529960871843,0.19368
3633.9200915107785,0.20715
3634.0871869343723,0.21986
3634.254282357966,0.23399
3634.4213777815603,0.248
3634.5884732051536,0.26178
3634.755568628748,0.27688
3634.922664052341,0.29271
3635.0897594759354,0.30756
3635.256854899529,0.32415
3635.423950323123,0.34099
3635.591045746717,0.35753
3635.7581411703104,0.37459000000000003
3635.9252365939046,0.39247000000000004
3636.092332017498,0.41040000000000004
3636.259427441092,0.42896000000000006
3636.426522864686,0.4482300000000001
3636.5936182882797,0.4657700000000001
3636.760713711874,0.48446000000000006
3636.927809135467,0.5035700000000001
3637.0949045590614,0.52114
3637.2619999826547,0.5403800000000001
3637.429095406249,0.5591700000000001
3637.5961908298427,0.5770700000000001
3637.7632862534365,0.59569
3637.9303816770307,0.61365
3638.097477100624,0.63102
3638.2645725242182,0.64858
3638.4316679478115,0.6657700000000001
3638.5987633714058,0.6811900000000001
3638.7658587949995,0.6976100000000001
3638.9329542185933,0.71335
3639.1000496421875,0.7280300000000001
3639.267145065781,0.7428800000000001
3639.434240489375,0.75765
3639.6013359129684,0.77105
3639.7684313365626,0.78456
3639.9355267601563,0.7978200000000001
3640.10262218375,0.8100600000000001
3640.2697176073443,0.8226500000000001
3640.4368130309376,0.8348500000000001
3640.603908454532,0.8457800000000001
3640.771003878125,0.8567100000000001
3640.9380993017194,0.8677900000000001
3641.1051947253127,0.87751
3641.272290148907,0.88761
3641.439385572501,0.8972600000000001
3641.6064809960944,0.9060600000000001
3641.7735764196887,0.91461
3641.940671843282,0.92274
3642.107767266876,0.93031
3642.2748626904695,0.93789
3642.4419581140637,0.94469
3642.609053537658,0.9512
3642.7761489612512,0.95728
3642.9432443848455,0.9633
3643.1103398084388,0.96823
3643.277435232033,0.9731500000000001
3643.4445306556263,0.97779
3643.6116260792205,0.9817
3643.7787215028147,0.98545
3643.945816926408,0.9887900000000001
3644.1129123500023,0.99138
3644.2800077735956,0.9938600000000001
3644.44710319719,0.9960800000000001
3644.614198620783,0.9975
3644.7812940443773,0.9986900000000001
3644.9483894679715,0.9995900000000001
3645.115484891565,0.9999000000000001
3645.282580315159,1.0000000000000002
