gwp_op,cumulative probability
4046.2515237048347,1e-05
4046.2515652865322,1e-05
4046.2516068682294,3.9999999999999996e-05
4046.2516484499265,0.00010999999999999999
4046.251690031624,0.00019
4046.2517316133208,0.00024
4046.2517731950184,0.00042
4046.251814776715,0.00075
4046.2518563584126,0.0011099999999999999
4046.25189794011,0.0015999999999999999
4046.251939521807,0.0022299999999999998
4046.2519811035045,0.00309
4046.252022685201,0.00411
4046.2520642668987,0.00554
4046.2521058485963,0.007509999999999999
4046.252147430293,0.009399999999999999
4046.2521890119906,0.011529999999999999
4046.2522305936873,0.01462
4046.252272175385,0.01843
4046.252313757082,0.02252
4046.252355338779,0.02754
4046.2523969204767,0.032979999999999995
4046.2524385021734,0.039409999999999994
4046.252480083871,0.04642999999999999
4046.2525216655677,0.05417999999999999
4046.2525632472652,0.06316
4046.252604828963,0.07297
4046.2526464106595,0.08367999999999999
4046.252687992357,0.09474999999999999
4046.252729574054,0.10697999999999999
4046.2527711557514,0.12079999999999999
4046.252812737449,0.13496999999999998
4046.2528543191456,0.15041999999999997
4046.252895900843,0.16621999999999998
4046.25293748254,0.18272
4046.2529790642375,0.20044
4046.2530206459346,0.21864
4046.2530622276317,0.23719
4046.2531038093293,0.25644
4046.253145391026,0.2768
4046.2531869727236,0.29701
4046.2532285544207,0.31681
4046.253270136118,0.33831
4046.2533117178154,0.35927
4046.253353299512,0.38097
4046.2533948812097,0.4029
4046.2534364629064,0.42377
4046.253478044604,0.44623999999999997
4046.2535196263016,0.46730999999999995
4046.2535612079982,0.48971999999999993
4046.253602789696,0.5126099999999999
4046.2536443713925,0.5351899999999999
4046.25368595309,0.55712
4046.2537275347877,0.5792499999999999
4046.2537691164844,0.60056
4046.253810698182,0.62246
4046.2538522798786,0.64378
4046.253893861576,0.66405
4046.2539354432733,0.6841200000000001
4046.2539770249705,0.7049500000000001
4046.254018606668,0.72567
4046.2540601883647,0.74588
4046.2541017700623,0.76505
4046.2541433517595,0.78401
4046.2541849334566,0.80241
4046.254226515154,0.82012
4046.254268096851,0.83665
4046.2543096785485,0.8529100000000001
4046.254351260245,0.86772
4046.2543928419427,0.88104
4046.2544344236403,0.89407
4046.254476005337,0.9065000000000001
4046.2545175870346,0.9176300000000001
4046.2545591687312,0.9283100000000001
4046.254600750429,0.9380400000000001
4046.2546423321264,0.9469900000000001
4046.254683913823,0.9544500000000001
4046.2547254955207,0.9611200000000001
4046.2547670772174,0.9678200000000001
4046.254808658915,0.9738200000000001
4046.254850240612,0.9782200000000001
4046.254891822309,0.9820500000000001
4046.254933404007,0.9854200000000001
4046.2549749857035,0.9882900000000001
4046.255016567401,0.9908300000000001
4046.2550581490977,0.99294
4046.2550997307953,0.99467
4046.255141312493,0.9960500000000001
4046.2551828941896,0.9969800000000001
4046.255224475887,0.99782
4046.255266057584,0.99853
4046.2553076392815,0.9989600000000001
4046.255349220979,0.9993400000000001
4046.2553908026757,0.9996300000000001
4046.2554323843733,0.9997500000000001
4046.25547396607,0.9998400000000002
4046.2555155477676,0.9998800000000002
4046.2555571294647,0.9999400000000002
4046.255598711162,0.9999800000000002
4046.2556402928594,1.0000000000000002
