cost,probability density
34138.023816683286,1.0087454029884203e-07
34435.42294148846,1.344993870651227e-07
34732.82206629364,1.0087454029883956e-07
35030.22119109882,1.0087454029884203e-07
35327.620315903994,3.026236208965261e-07
35625.01944070917,1.0087454029884203e-07
35922.418565514345,2.689987741302454e-07
36219.81769031953,5.043727014941978e-07
36517.2168151247,7.733714756244556e-07
36814.61593992988,1.143244790053543e-06
37112.01506473505,1.3113690238849466e-06
37409.41418954023,1.7148671850803146e-06
37706.8133143454,1.9166162656779987e-06
38004.21243915058,3.1271107492640265e-06
38301.61156395576,3.5306089104594714e-06
38599.010688760936,5.346350635838628e-06
38896.40981356611,6.624094812957293e-06
39193.80893837129,8.40621169157017e-06
39491.20806317647,1.0625451578144433e-05
39788.607187981645,1.3685312633876236e-05
40086.00631278682,1.6946922770205462e-05
40383.405437591995,1.9468786277676513e-05
40680.80456239717,2.414263997818953e-05
40978.203687202345,2.858111975133858e-05
41275.60281200752,3.1943604427965864e-05
41573.0019368127,3.7626203531468076e-05
41870.40106161788,4.5158169207114944e-05
42167.800186423054,4.704116062602667e-05
42465.199311228236,5.3530756051917535e-05
42762.59843603341,6.109634657433199e-05
43059.99756083859,6.418983247682981e-05
43357.39668564376,7.202442177337321e-05
43654.79581044894,7.595852884502805e-05
43952.19493525411,7.955638744902009e-05
44249.59406005929,8.581060894754829e-05
44546.99318486446,8.893771969681021e-05
44844.392309669645,9.778105439634422e-05
45141.79143447482,9.754568046898024e-05
45439.190559279996,9.862167556550122e-05
45736.58968408518,0.00010013479366998141
46033.98880889035,0.00010100903968590716
46331.38793369553,0.0001026566571774549
46628.787058500704,0.00010252215779038978
46926.18618330588,0.00010134528815356996
47223.585308111054,0.00010117716391973855
47520.98443291623,0.00010090816514560832
47818.383557721405,9.657055991275575e-05
48115.78268252659,9.811730286400701e-05
48413.18180733176,9.38133224779231e-05
48710.580932136945,8.950934209183698e-05
49007.98005694212,8.631498164904249e-05
49305.379181747296,8.191012672265973e-05
49602.77830655247,8.086775647290504e-05
49900.177431357646,7.471440951467566e-05
50197.57655616282,7.178904784600925e-05
50494.975680968,6.708156929872995e-05
50792.37480577317,6.112997142109827e-05
51089.77393057835,5.5682746244959435e-05
51387.17305538353,5.4136003293711886e-05
51684.572180188705,4.8756027811106986e-05
51981.97130499389,4.485554558621733e-05
52279.37042979906,4.0988688208096144e-05
52576.76955460424,3.8365950160326255e-05
52874.16867940941,3.5709587265790074e-05
53171.56780421459,3.0060613009054925e-05
53468.96692901976,2.8110371896610645e-05
53766.36605382494,2.531950961500935e-05
54063.765178630114,2.115002861599003e-05
54361.1643034353,1.993953413240444e-05
54658.56342824047,1.741767062493339e-05
54955.962553045654,1.5601928899553852e-05
55253.36167785083,1.3315439319447149e-05
55550.760802656005,1.1129824279638905e-05
55848.15992746118,1.0289203110481888e-05
56145.559052266355,8.84333469953182e-06
56442.95817707153,7.363841441815469e-06
56740.357301876706,6.758594200022416e-06
57037.75642668188,5.581724563202592e-06
57335.155551487056,4.1358561522524224e-06
57632.55467629224,4.303980386083926e-06
57929.953801097414,3.1943604427966643e-06
58227.352925902596,2.622738047769829e-06
58524.75205070777,2.7572374348350153e-06
58822.15117551295,1.9502411124442794e-06
59119.55030031812,1.5131181044826305e-06
59416.9494251233,1.0759950965209815e-06
59714.34854992847,1.042370249754701e-06
60011.74767473365,6.388720885593328e-07
60309.14679953882,6.388720885593328e-07
60606.545924344,5.379975482604777e-07
60903.94504914918,4.7074785472792953e-07
61201.344173954356,2.3537392736396476e-07
61498.74329875954,2.6899877413023887e-07
61796.142423564714,1.0087454029884203e-07
62093.54154836989,3.362484676628067e-08
62390.940673175064,6.724969353256135e-08
62688.33979798024,3.362484676628067e-08
62985.738922785415,3.362484676628067e-08
63283.13804759059,3.362484676628067e-08
63580.537172395765,6.724969353255972e-08
