gwp_car_diesel,gwp_car_ng,gwp_car_methanol,gwp_car_bev,gwp_car_fuel_cell,gwp_car_gasoline,gwp_car_HEV,gwp_car_PHEV,gwp_op
               276.156024,               344.556024,               308.151727,               433.903976,               728.621136,               298.198993,               528.530099,               441.902335,             31196.583159
               277.224774,               298.599774,               379.757977,               415.857101,               839.152386,               288.580243,               481.495724,               511.642960,             31196.400776
               345.624774,               366.999774,               311.357977,               338.857101,               681.952386,               356.980243,               585.295724,               615.442960,             31196.418243
               379.824774,               332.799774,               277.157977,               454.357101,               760.552386,               322.780243,               533.395724,               459.742960,             31196.367949
               311.424774,               401.199774,               345.557977,               377.357101,               917.752386,               391.180243,               429.595724,               563.542960,             31196.408561
               328.524774,               315.699774,               328.457977,               396.607101,               721.252386,               408.280243,               507.445724,               589.492960,             31196.430174
               396.924774,               384.099774,               396.857977,               319.607101,               878.452386,               339.880243,               611.245724,               485.692960,             31196.433775
               362.724774,               281.499774,               362.657977,               435.107101,               799.852386,               374.080243,               559.345724,               537.592960,             31196.373347
               294.324774,               349.899774,               294.257977,               358.107101,               642.652386,               305.680243,               455.545724,               433.792960,             31196.357784
